          atime         prd_uu         prd_vv         prd_ww         pm1avg           tavg
  2.4336875E+02  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.1222186E-03  0.0000000E+00
  2.4336875E+02 -3.7780678E-08  3.8375813E-11  9.3978919E-15  2.1222187E-03  0.0000000E+00
  2.4336875E+02 -7.4757583E-08  7.6032759E-11  1.8709144E-14  2.1222187E-03  0.0000000E+00
  2.4336875E+02 -1.1092422E-07  1.1298258E-10  2.7940166E-14  2.1222188E-03  0.0000000E+00
  2.4336875E+02 -1.4625470E-07  1.4921721E-10  3.7092406E-14  2.1222189E-03  0.0000000E+00
  2.4336875E+02 -1.8075705E-07  1.8476340E-10  4.6176117E-14  2.1222189E-03  0.0000000E+00
  2.4336875E+02 -2.1439847E-07  2.1960592E-10  5.5190895E-14  2.1222190E-03  0.0000000E+00
  2.4336875E+02 -2.4718695E-07  2.5377176E-10  6.4147202E-14  2.1222191E-03  0.0000000E+00
  2.4336875E+02 -2.7909058E-07  2.8724648E-10  7.3044728E-14  2.1222191E-03  0.0000000E+00
  2.4336875E+02 -3.1011617E-07  3.2005614E-10  8.1893878E-14  2.1222192E-03  0.0000000E+00
  2.4336875E+02 -3.4024166E-07  3.5219661E-10  9.0697054E-14  2.1222193E-03  0.0000000E+00
  2.4336875E+02 -3.6944597E-07  3.8366450E-10  9.9456720E-14  2.1222193E-03  0.0000000E+00
  2.4336875E+02 -3.9773411E-07  4.1448459E-10  1.0818322E-13  2.1222194E-03  0.0000000E+00
  2.4336875E+02 -4.2507655E-07  4.4464431E-10  1.1687642E-13  2.1222195E-03  0.0000000E+00
  2.4336875E+02 -4.5147706E-07  4.7416758E-10  1.2554664E-13  2.1222195E-03  0.0000000E+00
  2.4336875E+02 -4.7690711E-07  5.0304255E-10  1.3419379E-13  2.1222196E-03  0.0000000E+00
  2.4336875E+02 -5.0136921E-07  5.3129232E-10  1.4282817E-13  2.1222197E-03  0.0000000E+00
  2.4336875E+02 -5.2483586E-07  5.5890573E-10  1.5144974E-13  2.1222197E-03  0.0000000E+00
  2.4336875E+02 -5.4730825E-07  5.8590507E-10  1.6006880E-13  2.1222198E-03  0.0000000E+00
  2.4336875E+02 -5.6876625E-07  6.1228769E-10  1.6868790E-13  2.1222198E-03  0.0000000E+00
  2.4336875E+02 -5.8919089E-07  6.3805162E-10  1.7730960E-13  2.1222199E-03  0.0000000E+00
  2.4336875E+02 -6.0858132E-07  6.6321797E-10  1.8594423E-13  2.1222200E-03  0.0000000E+00
  2.4336875E+02 -6.2691282E-07  6.8777727E-10  1.9459177E-13  2.1222200E-03  0.0000000E+00
  2.4336875E+02 -6.4418317E-07  7.1174983E-10  2.0326258E-13  2.1222201E-03  0.0000000E+00
  2.4336875E+02 -6.6036877E-07  7.3512684E-10  2.1195662E-13  2.1222202E-03  0.0000000E+00
  2.4336875E+02 -6.7546602E-07  7.5792786E-10  2.2068429E-13  2.1222202E-03  0.0000000E+00
  2.4336875E+02 -6.8945250E-07  7.8014471E-10  2.2944555E-13  2.1222203E-03  0.0000000E+00
  2.4336875E+02 -7.0232316E-07  8.0179619E-10  2.3825083E-13  2.1222204E-03  0.0000000E+00
  2.4336875E+02 -7.1406013E-07  8.2288100E-10  2.4710272E-13  2.1222204E-03  0.0000000E+00
  2.4336875E+02 -7.2464686E-07  8.4339848E-10  2.5600375E-13  2.1222205E-03  0.0000000E+00
  2.4336875E+02 -7.3408405E-07  8.6338404E-10  2.6497255E-13  2.1222205E-03  0.0000000E+00
  2.4336875E+02 -7.4232390E-07  8.8276645E-10  2.7397928E-13  2.1222206E-03  0.0000000E+00
  2.4336875E+02 -7.4939916E-07  9.0166140E-10  2.8308059E-13  2.1222207E-03  0.0000000E+00
  2.4336875E+02 -7.5525370E-07  9.1996102E-10  2.9222719E-13  2.1222207E-03  0.0000000E+00
  2.4336875E+02 -7.5990883E-07  9.3778051E-10  3.0147927E-13  2.1222208E-03  0.0000000E+00
  2.4336875E+02 -7.6332278E-07  9.5501839E-10  3.1078664E-13  2.1222208E-03  0.0000000E+00
  2.4336875E+02 -7.6550208E-07  9.7178341E-10  3.2021047E-13  2.1222209E-03  0.0000000E+00
  2.4336875E+02 -7.6642054E-07  9.8802822E-10  3.2972820E-13  2.1222210E-03  0.0000000E+00
  2.4336875E+02 -7.6606701E-07  1.0037117E-09  3.3931617E-13  2.1222210E-03  0.0000000E+00
  2.4336875E+02 -7.6442521E-07  1.0189331E-09  3.4903723E-13  2.1222211E-03  0.0000000E+00
  2.4336875E+02 -7.6149080E-07  1.0336064E-09  3.5883843E-13  2.1222211E-03  0.0000000E+00
  2.4336875E+02 -7.5723188E-07  1.0478249E-09  3.6878392E-13  2.1222212E-03  0.0000000E+00
  2.4336875E+02 -7.5165969E-07  1.0615084E-09  3.7881942E-13  2.1222213E-03  0.0000000E+00
  2.4336875E+02 -7.4472636E-07  1.0747441E-09  3.8901048E-13  2.1222213E-03  0.0000000E+00
  2.4336875E+02 -7.3645902E-07  1.0874578E-09  3.9930137E-13  2.1222214E-03  0.0000000E+00
  2.4336875E+02 -7.2679352E-07  1.0997307E-09  4.0975919E-13  2.1222214E-03  0.0000000E+00
  2.4336875E+02 -7.1573805E-07  1.1115290E-09  4.2035857E-13  2.1222215E-03  0.0000000E+00
  2.4336875E+02 -7.0331737E-07  1.1228243E-09  4.3107243E-13  2.1222215E-03  0.0000000E+00
  2.4336875E+02 -6.8944220E-07  1.1336893E-09  4.4197044E-13  2.1222216E-03  0.0000000E+00
