          atime             vx             vy             vz             pr        garbage
  2.4336875E+02  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.7401117E-03  0.0000000E+00
  2.4336875E+02  1.3560545E-04  2.5145710E-09  6.0933270E-07  1.7401153E-03  0.0000000E+00
  2.4336875E+02  2.7120578E-04  5.1499599E-09  1.2178898E-06  1.7401189E-03  0.0000000E+00
  2.4336875E+02  4.0682132E-04  7.9066163E-09  1.8257632E-06  1.7401224E-03  0.0000000E+00
  2.4336875E+02  5.4239923E-04  1.0783477E-08  2.4327154E-06  1.7401260E-03  0.0000000E+00
  2.4336875E+02  6.7801674E-04  1.3782224E-08  3.0390918E-06  1.7401295E-03  0.0000000E+00
  2.4336875E+02  8.1359255E-04  1.6901097E-08  3.6445304E-06  1.7401331E-03  0.0000000E+00
  2.4336875E+02  9.4920797E-04  2.0142004E-08  4.2493920E-06  1.7401366E-03  0.0000000E+00
  2.4336875E+02  1.0847817E-03  2.3503039E-08  4.8533159E-06  1.7401402E-03  0.0000000E+00
  2.4336875E+02  1.2203950E-03  2.6986254E-08  5.4566644E-06  1.7401437E-03  0.0000000E+00
  2.4336875E+02  1.3560073E-03  3.0590697E-08  6.0592546E-06  1.7401473E-03  0.0000000E+00
  2.4336875E+02  1.4915779E-03  3.4315269E-08  6.6609071E-06  1.7401508E-03  0.0000000E+00
  2.4336875E+02  1.6271880E-03  3.8162239E-08  7.2619825E-06  1.7401543E-03  0.0000000E+00
  2.4336875E+02  1.7627565E-03  4.2129338E-08  7.8621205E-06  1.7401578E-03  0.0000000E+00
  2.4336875E+02  1.8983646E-03  4.6218979E-08  8.4616796E-06  1.7401614E-03  0.0000000E+00
  2.4336875E+02  2.0339310E-03  5.0428747E-08  9.0603032E-06  1.7401649E-03  0.0000000E+00
  2.4336875E+02  2.1695371E-03  5.4761201E-08  9.6583487E-06  1.7401684E-03  0.0000000E+00
  2.4336875E+02  2.3051014E-03  5.9213779E-08  1.0255459E-05  1.7401719E-03  0.0000000E+00
