          atime           uavg           vavg           wavg         pm1avg           tavg
  2.4336875E+02  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.1222186E-03  0.0000000E+00
  2.4336875E+02  1.3600631E-04  2.7142719E-10 -4.3454705E-08  2.1222187E-03  0.0000000E+00
  2.4336875E+02  2.7200755E-04  5.3925880E-10 -8.6907964E-08  2.1222187E-03  0.0000000E+00
  2.4336875E+02  4.0802410E-04  8.0355898E-10 -1.3036629E-07  2.1222188E-03  0.0000000E+00
  2.4336875E+02  5.4400296E-04  1.0642499E-09 -1.7381275E-07  2.1222189E-03  0.0000000E+00
  2.4336875E+02  6.8002161E-04  1.3215043E-09 -2.1727210E-07  2.1222189E-03  0.0000000E+00
  2.4336875E+02  8.1599848E-04  1.5751920E-09 -2.6071828E-07  2.1222190E-03  0.0000000E+00
  2.4336875E+02  9.5201514E-04  1.8254893E-09 -3.0417734E-07  2.1222191E-03  0.0000000E+00
  2.4336875E+02  1.0879900E-03  2.0722701E-09 -3.4762325E-07  2.1222191E-03  0.0000000E+00
  2.4336875E+02  1.2240047E-03  2.3157062E-09 -3.9108204E-07  2.1222192E-03  0.0000000E+00
  2.4336875E+02  1.3600184E-03  2.5557470E-09 -4.3454069E-07  2.1222193E-03  0.0000000E+00
  2.4336875E+02  1.4959903E-03  2.7923456E-09 -4.7798618E-07  2.1222193E-03  0.0000000E+00
  2.4336875E+02  1.6320020E-03  3.0256675E-09 -5.2144456E-07  2.1222194E-03  0.0000000E+00
  2.4336875E+02  1.7679719E-03  3.2555963E-09 -5.6488978E-07  2.1222195E-03  0.0000000E+00
  2.4336875E+02  1.9039817E-03  3.4822932E-09 -6.0834789E-07  2.1222195E-03  0.0000000E+00
  2.4336875E+02  2.0399496E-03  3.7056456E-09 -6.5179284E-07  2.1222196E-03  0.0000000E+00
  2.4336875E+02  2.1759574E-03  3.9258106E-09 -6.9525069E-07  2.1222197E-03  0.0000000E+00
  2.4336875E+02  2.3119234E-03  4.1426793E-09 -7.3869538E-07  2.1222197E-03  0.0000000E+00
  2.4336875E+02  2.4479292E-03  4.3564046E-09 -7.8215296E-07  2.1222198E-03  0.0000000E+00
  2.4336875E+02  2.5839339E-03  4.5669439E-09 -8.2561041E-07  2.1222198E-03  0.0000000E+00
  2.4336875E+02  2.7198970E-03  4.7742584E-09 -8.6905471E-07  2.1222199E-03  0.0000000E+00
  2.4336875E+02  2.8558998E-03  4.9784949E-09 -9.1251190E-07  2.1222200E-03  0.0000000E+00
  2.4336875E+02  2.9918609E-03  5.1795536E-09 -9.5595593E-07  2.1222200E-03  0.0000000E+00
  2.4336875E+02  3.1278617E-03  5.3775776E-09 -9.9941287E-07  2.1222201E-03  0.0000000E+00
  2.4336875E+02  3.2638208E-03  5.5724704E-09 -1.0428566E-06  2.1222202E-03  0.0000000E+00
  2.4336875E+02  3.3998197E-03  5.7643713E-09 -1.0863133E-06  2.1222202E-03  0.0000000E+00
  2.4336875E+02  3.5357768E-03  5.9531873E-09 -1.1297569E-06  2.1222203E-03  0.0000000E+00
  2.4336875E+02  3.6717738E-03  6.1390537E-09 -1.1732133E-06  2.1222204E-03  0.0000000E+00
  2.4336875E+02  3.8077697E-03  6.3219354E-09 -1.2166696E-06  2.1222204E-03  0.0000000E+00
  2.4336875E+02  3.9437239E-03  6.5018009E-09 -1.2601127E-06  2.1222205E-03  0.0000000E+00
  2.4336875E+02  4.0798402E-03  6.6789377E-09 -1.3036079E-06  2.1222205E-03  0.0000000E+00
  2.4336875E+02  4.2155886E-03  6.8526842E-09 -1.3469856E-06  2.1222206E-03  0.0000000E+00
