          atime           conv           prod        pres_tr        pres_df        garbage
  2.4336875E+02  1.9275420E-07  0.0000000E+00  0.0000000E+00 -1.7850472E-06 -1.0852873E-06
  2.4336875E+02  1.8726743E-07 -1.8871146E-08  5.8634853E-06  4.1268185E-06 -1.0540017E-06
  2.4336875E+02  1.8184733E-07 -3.7340766E-08  1.1715752E-05  1.0026957E-05 -1.0229953E-06
  2.4336875E+02  1.7649264E-07 -5.5405607E-08  1.7557693E-05  1.5916271E-05 -9.9226208E-07
  2.4336875E+02  1.7120494E-07 -7.3052725E-08  2.3387051E-05  2.1792488E-05 -9.6181216E-07
  2.4336875E+02  1.6598078E-07 -9.0286122E-08  2.9207163E-05  2.7658977E-05 -9.3162660E-07
  2.4336875E+02  1.6082282E-07 -1.0708941E-07  3.5014557E-05  3.3512239E-05 -9.0172185E-07
  2.4336875E+02  1.5572752E-07 -1.2346656E-07  4.0812732E-05  3.9355805E-05 -8.7207835E-07
  2.4336875E+02  1.5069747E-07 -1.3940163E-07  4.6598228E-05  4.5186191E-05 -8.4271225E-07
  2.4336875E+02  1.4572920E-07 -1.5489802E-07  5.2374533E-05  5.1006915E-05 -8.1360431E-07
  2.4336875E+02  1.4082378E-07 -1.6994469E-07  5.8139925E-05  5.6816245E-05 -7.8476177E-07
  2.4336875E+02  1.3598219E-07 -1.8453110E-07  6.3892699E-05  6.2612467E-05 -7.5619154E-07
  2.4336875E+02  1.3120110E-07 -1.9865976E-07  6.9636321E-05  6.8399074E-05 -7.2787490E-07
  2.4336875E+02  1.2648291E-07 -2.1231589E-07  7.5367365E-05  7.4172619E-05 -6.9982723E-07
  2.4336875E+02  1.2182435E-07 -2.2550138E-07  8.1089282E-05  7.9936583E-05 -6.7203012E-07
  2.4336875E+02  1.1722778E-07 -2.3820197E-07  8.6798661E-05  8.5687531E-05 -6.4449866E-07
  2.4336875E+02  1.1269000E-07 -2.5041889E-07  9.2498940E-05  9.1428930E-05 -6.1721477E-07
  2.4336875E+02  1.0821328E-07 -2.6213840E-07  9.8186720E-05  9.7157359E-05 -5.9019323E-07
  2.4336875E+02  1.0379452E-07 -2.7336109E-07  1.0386543E-04  1.0287627E-04 -5.6341629E-07
  2.4336875E+02  9.9434627E-08 -2.8407690E-07  1.0953337E-04  1.0858397E-04 -5.3689052E-07
  2.4336875E+02  9.5134448E-08 -2.9427633E-07  1.1518888E-04  1.1427877E-04 -5.1062223E-07
  2.4336875E+02  9.0890975E-08 -3.0395896E-07  1.2083535E-04  1.1996410E-04 -4.8459411E-07
  2.4336875E+02  8.6706325E-08 -3.1311242E-07  1.2646942E-04  1.2563657E-04 -4.5882023E-07
  2.4336875E+02  8.2577562E-08 -3.2173561E-07  1.3209448E-04  1.3129961E-04 -4.3328362E-07
  2.4336875E+02  7.8506737E-08 -3.2981672E-07  1.3770718E-04  1.3694984E-04 -4.0799806E-07
  2.4336875E+02  7.4490987E-08 -3.3735394E-07  1.4331090E-04  1.4259066E-04 -3.8294687E-07
  2.4336875E+02  7.0532298E-08 -3.4433606E-07  1.4890230E-04  1.4821872E-04 -3.5814357E-07
  2.4336875E+02  6.6627879E-08 -3.5076056E-07  1.5448474E-04  1.5383741E-04 -3.3357177E-07
  2.4336875E+02  6.2778509E-08 -3.5661850E-07  1.6005656E-04  1.5944506E-04 -3.0923745E-07
  2.4336875E+02  5.8984902E-08 -3.6190160E-07  1.6561613E-04  1.6504001E-04 -2.8514632E-07
  2.4336875E+02  5.5241031E-08 -3.6661020E-07  1.7117176E-04  1.7063066E-04 -2.6126108E-07
  2.4336875E+02  5.1560941E-08 -3.7072043E-07  1.7670187E-04  1.7619528E-04 -2.3767273E-07
  2.4336875E+02  4.7923249E-08 -3.7424861E-07  1.8223803E-04  1.8176563E-04 -2.1424531E-07
  2.4336875E+02  4.4349332E-08 -3.7716673E-07  1.8774710E-04  1.8730839E-04 -1.9111764E-07
  2.4336875E+02  4.0817320E-08 -3.7948537E-07  1.9326219E-04  1.9285685E-04 -1.6814937E-07
  2.4336875E+02  3.7347960E-08 -3.8118373E-07  1.9875029E-04  1.9837782E-04 -1.4547657E-07
  2.4336875E+02  3.3920014E-08 -3.8226499E-07  2.0424436E-04  2.0390447E-04 -1.2296163E-07
  2.4336875E+02  3.0543578E-08 -3.8271609E-07  2.0972795E-04  2.0942023E-04 -1.0067153E-07
  2.4336875E+02  2.7228132E-08 -3.8253148E-07  2.1518468E-04  2.1490864E-04 -7.8670559E-08
  2.4336875E+02  2.3953369E-08 -3.8170296E-07  2.2064735E-04  2.2040269E-04 -5.6825154E-08
  2.4336875E+02  2.0738505E-08 -3.8022842E-07  2.2608326E-04  2.2586951E-04 -3.5264708E-08
  2.4336875E+02  1.7563840E-08 -3.7809184E-07  2.3152508E-04  2.3134194E-04 -1.3858311E-08
  2.4336875E+02  1.4447994E-08 -3.7529890E-07  2.3694024E-04  2.3678723E-04  7.2672606E-09
  2.4336875E+02  1.1371865E-08 -3.7182561E-07  2.4236127E-04  2.4223810E-04  2.8240292E-08
  2.4336875E+02  8.3534874E-09 -3.6768558E-07  2.4775574E-04  2.4766195E-04  4.8936589E-08
  2.4336875E+02  5.3743488E-09 -3.6284669E-07  2.5315605E-04  2.5309135E-04  6.9481848E-08
  2.4336875E+02  2.4432019E-09 -3.5731305E-07  2.5854601E-04  2.5851002E-04  8.9814987E-08
  2.4336875E+02 -4.3177285E-10 -3.5109706E-07  2.6390955E-04  2.6390182E-04  1.0987746E-07
  2.4336875E+02 -3.2682219E-09 -3.4415404E-07  2.6927888E-04  2.6929913E-04  1.2979113E-07
  2.4336875E+02 -6.0495365E-09 -3.3651823E-07  2.7462188E-04  2.7466966E-04  1.4943812E-07
