          atime           conv           prod        pres_tr        pres_df        garbage
  1.4637935E+02 -1.5517684E-09  0.0000000E+00  0.0000000E+00  5.9783092E-09  6.9264081E-09
  1.4637935E+02 -1.4527872E-09 -1.2509849E-11  5.3859933E-06  5.3921095E-06  7.4736756E-09
  1.4637935E+02 -1.3566491E-09 -1.5032174E-11  1.0761897E-05  1.0768156E-05  8.0067757E-09
  1.4637935E+02 -1.2632903E-09  1.7012380E-12  1.6128530E-05  1.6134937E-05  8.5260458E-09
  1.4637935E+02 -1.1726970E-09  4.6949922E-11  2.1483815E-05  2.1490374E-05  9.0315426E-09
  1.4637935E+02 -1.0847691E-09  1.3002159E-10  2.6830816E-05  2.6837531E-05  9.5238062E-09
  1.4637935E+02 -9.9951118E-10  2.6015035E-10  3.2166341E-05  3.2173217E-05  1.0002791E-08
  1.4637935E+02 -9.1682452E-10  4.4670872E-10  3.7493601E-05  3.7500643E-05  1.0469030E-08
  1.4637935E+02 -8.3671175E-10  6.9888246E-10  4.2809418E-05  4.2816628E-05  1.0922487E-08
  1.4637935E+02 -7.5907845E-10  1.0261310E-09  4.8116991E-05  4.8124374E-05  1.1363674E-08
  1.4637935E+02 -6.8390318E-10  1.4377063E-09  5.3414738E-05  5.3422297E-05  1.1792690E-08
  1.4637935E+02 -6.1116214E-10  1.9427662E-09  5.8701089E-05  5.8708828E-05  1.2209644E-08
  1.4637935E+02 -5.4076702E-10  2.5509422E-09  6.3979226E-05  6.3987149E-05  1.2615019E-08
  1.4637935E+02 -4.7271593E-10  3.2712012E-09  6.9245999E-05  6.9254109E-05  1.3008797E-08
  1.4637935E+02 -4.0692448E-10  4.1133177E-09  7.4504580E-05  7.4512879E-05  1.3391439E-08
  1.4637935E+02 -3.4338912E-10  5.0861317E-09  7.9751828E-05  7.9760320E-05  1.3762939E-08
  1.4637935E+02 -2.8202927E-10  6.1995827E-09  8.4990903E-05  8.4999591E-05  1.4123736E-08
  1.4637935E+02 -2.2283980E-10  7.4623617E-09  9.0218678E-05  9.0227564E-05  1.4473829E-08
  1.4637935E+02 -1.6574382E-10  8.8845953E-09  9.5438300E-05  9.5447388E-05  1.4813643E-08
  1.4637935E+02 -1.1071850E-10  1.0475306E-08  1.0064821E-04  1.0065750E-04  1.5143279E-08
  1.4637935E+02 -5.7739084E-11  1.2243321E-08  1.0584687E-04  1.0585637E-04  1.5462850E-08
  1.4637935E+02 -6.7339717E-12  1.4199091E-08  1.1103741E-04  1.1104712E-04  1.5772752E-08
