          atime             vx             vy             vz             pr        garbage
  7.3212750E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.2956088E-03  0.0000000E+00
  7.3212750E+01  1.4512694E-04  2.8921789E-09 -5.0884880E-07  2.2956090E-03  0.0000000E+00
  7.3212750E+01  2.9024879E-04  5.7924565E-09 -1.0170410E-06  2.2956091E-03  0.0000000E+00
  7.3212750E+01  4.3538731E-04  8.7010943E-09 -1.5246530E-06  2.2956092E-03  0.0000000E+00
  7.3212750E+01  5.8048592E-04  1.1616779E-08 -2.0314875E-06  2.2956093E-03  0.0000000E+00
  7.3212750E+01  7.2562731E-04  1.4540998E-08 -2.5378334E-06  2.2956094E-03  0.0000000E+00
  7.3212750E+01  8.7072444E-04  1.7471824E-08 -3.0433875E-06  2.2956095E-03  0.0000000E+00
  7.3212750E+01  1.0158643E-03  2.0410837E-08 -3.5484533E-06  2.2956096E-03  0.0000000E+00
  7.3212750E+01  1.1609600E-03  2.3356100E-08 -4.0527283E-06  2.2956097E-03  0.0000000E+00
  7.3212750E+01  1.3060984E-03  2.6309205E-08 -4.5565152E-06  2.2956098E-03  0.0000000E+00
  7.3212750E+01  1.4512361E-03  2.9269099E-08 -5.0596631E-06  2.2956099E-03  0.0000000E+00
  7.3212750E+01  1.5963295E-03  3.2234711E-08 -5.5620218E-06  2.2956100E-03  0.0000000E+00
  7.3212750E+01  1.7414657E-03  3.5207649E-08 -6.0638927E-06  2.2956101E-03  0.0000000E+00
  7.3212750E+01  1.8865576E-03  3.8185956E-08 -6.5649753E-06  2.2956101E-03  0.0000000E+00
  7.3212750E+01  2.0316923E-03  4.1171244E-08 -7.0655706E-06  2.2956102E-03  0.0000000E+00
  7.3212750E+01  2.1767827E-03  4.4161550E-08 -7.5653786E-06  2.2956103E-03  0.0000000E+00
  7.3212750E+01  2.3219159E-03  4.7158491E-08 -8.0646994E-06  2.2956103E-03  0.0000000E+00
  7.3212750E+01  2.4670048E-03  5.0160105E-08 -8.5632339E-06  2.2956104E-03  0.0000000E+00
  7.3212750E+01  2.6121365E-03  5.3168010E-08 -9.0612816E-06  2.2956104E-03  0.0000000E+00
  7.3212750E+01  2.7572675E-03  5.6181135E-08 -9.5586931E-06  2.2956105E-03  0.0000000E+00
  7.3212750E+01  2.9023542E-03  5.9198410E-08 -1.0055320E-05  2.2956106E-03  0.0000000E+00
  7.3212750E+01  3.0474836E-03  6.2221463E-08 -1.0551460E-05  2.2956106E-03  0.0000000E+00
  7.3212750E+01  3.1925688E-03  6.5248312E-08 -1.1046817E-05  2.2956106E-03  0.0000000E+00
  7.3212750E+01  3.3376967E-03  6.8280601E-08 -1.1541687E-05  2.2956107E-03  0.0000000E+00
  7.3212750E+01  3.4827804E-03  7.1316335E-08 -1.2035775E-05  2.2956107E-03  0.0000000E+00
  7.3212750E+01  3.6279069E-03  7.4357174E-08 -1.2529377E-05  2.2956107E-03  0.0000000E+00
  7.3212750E+01  3.7729890E-03  7.7401114E-08 -1.3022198E-05  2.2956108E-03  0.0000000E+00
