          atime         pdf_uu         pdf_vv         pdf_ww         pm1avg           tavg
  7.3212750E+01  0.0000000E+00 -8.0505513E-07  0.0000000E+00  2.0687393E-03  0.0000000E+00
  7.3212750E+01  7.7032362E-21  9.9556885E-06 -2.8882146E-21  2.0687393E-03  0.0000000E+00
  7.3212750E+01  1.5235305E-20  2.0695781E-05 -5.7053603E-21  2.0687393E-03  0.0000000E+00
  7.3212750E+01  2.2599233E-20  3.1416863E-05 -8.4527394E-21  2.0687393E-03  0.0000000E+00
  7.3212750E+01  2.9794096E-20  4.2114795E-05 -1.1130179E-20  2.0687393E-03  0.0000000E+00
  7.3212750E+01  3.6825876E-20  5.2795707E-05 -1.3740077E-20  2.0687393E-03  0.0000000E+00
  7.3212750E+01  4.3692238E-20  6.3453227E-05 -1.6281737E-20  2.0687393E-03  0.0000000E+00
  7.3212750E+01  5.0399161E-20  7.4093782E-05 -1.8757543E-20  2.0687393E-03  0.0000000E+00
  7.3212750E+01  5.6944476E-20  8.4711025E-05 -2.1166866E-20  2.0687393E-03  0.0000000E+00
  7.3212750E+01  6.3333944E-20  9.5311358E-05 -2.3511997E-20  2.0687393E-03  0.0000000E+00
  7.3212750E+01  6.9567402E-20  1.0589163E-04 -2.5793045E-20  2.0687393E-03  0.0000000E+00
  7.3212750E+01  7.5644859E-20  1.1644871E-04 -2.8010188E-20  2.0687393E-03  0.0000000E+00
  7.3212750E+01  8.1571756E-20  1.2698896E-04 -3.0165582E-20  2.0687393E-03  0.0000000E+00
  7.3212750E+01  8.7346320E-20  1.3750609E-04 -3.2258753E-20  2.0687393E-03  0.0000000E+00
  7.3212750E+01  9.2973781E-20  1.4800646E-04 -3.4291772E-20  2.0687393E-03  0.0000000E+00
  7.3212750E+01  9.8452520E-20  1.5848379E-04 -3.6264223E-20  2.0687393E-03  0.0000000E+00
  7.3212750E+01  1.0378756E-19  1.6894440E-04 -3.8178090E-20  2.0687393E-03  0.0000000E+00
  7.3212750E+01  1.0897744E-19  1.7938206E-04 -4.0033017E-20  2.0687393E-03  0.0000000E+00
  7.3212750E+01  1.1402698E-19  1.8980305E-04 -4.1830904E-20  2.0687393E-03  0.0000000E+00
  7.3212750E+01  1.1893630E-19  2.0020427E-04 -4.3571965E-20  2.0687393E-03  0.0000000E+00
  7.3212750E+01  1.2370568E-19  2.1058266E-04 -4.5256476E-20  2.0687393E-03  0.0000000E+00
  7.3212750E+01  1.2833966E-19  2.2094447E-04 -4.6886214E-20  2.0687393E-03  0.0000000E+00
  7.3212750E+01  1.3283712E-19  2.3128351E-04 -4.8460962E-20  2.0687393E-03  0.0000000E+00
  7.3212750E+01  1.3720240E-19  2.4160602E-04 -4.9982418E-20  2.0687393E-03  0.0000000E+00
  7.3212750E+01  1.4143453E-19  2.5190585E-04 -5.1450415E-20  2.0687393E-03  0.0000000E+00
  7.3212750E+01  1.4553767E-19  2.6218920E-04 -5.2866577E-20  2.0687393E-03  0.0000000E+00
  7.3212750E+01  1.4951096E-19  2.7244994E-04 -5.4230786E-20  2.0687393E-03  0.0000000E+00
  7.3212750E+01  1.5335839E-19  2.8269426E-04 -5.5544591E-20  2.0687393E-03  0.0000000E+00
  7.3212750E+01  1.5708033E-19  2.9291911E-04 -5.6808295E-20  2.0687393E-03  0.0000000E+00
  7.3212750E+01  1.6067730E-19  3.0312146E-04 -5.8022259E-20  2.0687393E-03  0.0000000E+00
  7.3212750E+01  1.6415608E-19  3.1331663E-04 -5.9188945E-20  2.0687393E-03  0.0000000E+00
  7.3212750E+01  1.6750494E-19  3.2346498E-04 -6.0304624E-20  2.0687393E-03  0.0000000E+00
  7.3212750E+01  1.7074449E-19  3.3362444E-04 -6.1376336E-20  2.0687393E-03  0.0000000E+00
  7.3212750E+01  1.7385683E-19  3.4373422E-04 -6.2398355E-20  2.0687393E-03  0.0000000E+00
  7.3212750E+01  1.7686218E-19  3.5385507E-04 -6.3377503E-20  2.0687393E-03  0.0000000E+00
  7.3212750E+01  1.7974404E-19  3.6392640E-04 -6.4308595E-20  2.0687393E-03  0.0000000E+00
  7.3212750E+01  1.8252119E-19  3.7400875E-04 -6.5197897E-20  2.0687393E-03  0.0000000E+00
  7.3212750E+01  1.8518630E-19  3.8407187E-04 -6.6043215E-20  2.0687393E-03  0.0000000E+00
  7.3212750E+01  1.8773335E-19  3.9408575E-04 -6.6842876E-20  2.0687393E-03  0.0000000E+00
  7.3212750E+01  1.9017910E-19  4.0411057E-04 -6.7602338E-20  2.0687392E-03  0.0000000E+00
  7.3212750E+01  1.9251032E-19  4.1408632E-04 -6.8317702E-20  2.0687392E-03  0.0000000E+00
  7.3212750E+01  1.9474245E-19  4.2407295E-04 -6.8993908E-20  2.0687392E-03  0.0000000E+00
  7.3212750E+01  1.9686354E-19  4.3401070E-04 -6.9627544E-20  2.0687392E-03  0.0000000E+00
  7.3212750E+01  1.9888774E-19  4.4395928E-04 -7.0223048E-20  2.0687392E-03  0.0000000E+00
  7.3212750E+01  2.0080430E-19  4.5385915E-04 -7.0777479E-20  2.0687392E-03  0.0000000E+00
  7.3212750E+01  2.0262613E-19  4.6376980E-04 -7.1294789E-20  2.0687392E-03  0.0000000E+00
  7.3212750E+01  2.0434869E-19  4.7366150E-04 -7.1773871E-20  2.0687392E-03  0.0000000E+00
  7.3212750E+01  2.0596863E-19  4.8350475E-04 -7.2214071E-20  2.0687392E-03  0.0000000E+00
  7.3212750E+01  2.0749702E-19  4.9335871E-04 -7.2618637E-20  2.0687392E-03  0.0000000E+00
  7.3212750E+01  2.0892605E-19  5.0316440E-04 -7.2985744E-20  2.0687392E-03  0.0000000E+00
  7.3212750E+01  2.1026562E-19  5.1298073E-04 -7.3318190E-20  2.0687392E-03  0.0000000E+00
