          atime         pst_uu         pst_vv         pst_ww         pm1avg           tavg
  7.3212750E+01  0.0000000E+00 -1.2737002E-07  0.0000000E+00  2.0687393E-03  0.0000000E+00
  7.3212750E+01 -1.7890533E-06  1.0606048E-05 -8.9339888E-06  2.0687393E-03  0.0000000E+00
  7.3212750E+01 -3.5720459E-06  2.1320024E-05 -1.7854752E-05  2.0687393E-03  0.0000000E+00
  7.3212750E+01 -5.3492504E-06  3.2016186E-05 -2.6763644E-05  2.0687393E-03  0.0000000E+00
  7.3212750E+01 -7.1199818E-06  4.2690396E-05 -3.5657212E-05  2.0687393E-03  0.0000000E+00
  7.3212750E+01 -8.8852546E-06  5.3348758E-05 -4.4540540E-05  2.0687393E-03  0.0000000E+00
  7.3212750E+01 -1.0644017E-05  6.3984909E-05 -5.3408321E-05  2.0687393E-03  0.0000000E+00
  7.3212750E+01 -1.2397329E-05  7.4605252E-05 -6.2265889E-05  2.0687393E-03  0.0000000E+00
  7.3212750E+01 -1.4144147E-05  8.5203445E-05 -7.1107951E-05  2.0687393E-03  0.0000000E+00
  7.3212750E+01 -1.5885523E-05  9.5785870E-05 -7.9939829E-05  2.0687393E-03  0.0000000E+00
  7.3212750E+01 -1.7620940E-05  1.0634937E-04 -8.8758885E-05  2.0687393E-03  0.0000000E+00
  7.3212750E+01 -1.9349886E-05  1.1689081E-04 -9.7562500E-05  2.0687393E-03  0.0000000E+00
  7.3212750E+01 -2.1073404E-05  1.2741654E-04 -1.0635597E-04  2.0687393E-03  0.0000000E+00
  7.3212750E+01 -2.2790467E-05  1.3792028E-04 -1.1513404E-04  2.0687393E-03  0.0000000E+00
  7.3212750E+01 -2.4502110E-05  1.4840834E-04 -1.2390200E-04  2.0687393E-03  0.0000000E+00
  7.3212750E+01 -2.6207314E-05  1.5887447E-04 -1.3265459E-04  2.0687393E-03  0.0000000E+00
  7.3212750E+01 -2.7907107E-05  1.6932497E-04 -1.4139710E-04  2.0687393E-03  0.0000000E+00
  7.3212750E+01 -2.9600477E-05  1.7975359E-04 -1.5012430E-04  2.0687393E-03  0.0000000E+00
  7.3212750E+01 -3.1288445E-05  1.9016662E-04 -1.5884143E-04  2.0687393E-03  0.0000000E+00
  7.3212750E+01 -3.2970509E-05  2.0056095E-04 -1.6754589E-04  2.0687393E-03  0.0000000E+00
  7.3212750E+01 -3.4646173E-05  2.1093349E-04 -1.7623511E-04  2.0687393E-03  0.0000000E+00
  7.3212750E+01 -3.6316448E-05  2.2129050E-04 -1.8491430E-04  2.0687393E-03  0.0000000E+00
  7.3212750E+01 -3.7980339E-05  2.3162579E-04 -1.9357828E-04  2.0687393E-03  0.0000000E+00
  7.3212750E+01 -3.9638850E-05  2.4194558E-04 -2.0223227E-04  2.0687393E-03  0.0000000E+00
  7.3212750E+01 -4.1290993E-05  2.5224371E-04 -2.1087109E-04  2.0687393E-03  0.0000000E+00
  7.3212750E+01 -4.2937764E-05  2.6252638E-04 -2.1949994E-04  2.0687393E-03  0.0000000E+00
  7.3212750E+01 -4.4578183E-05  2.7278745E-04 -2.2811367E-04  2.0687393E-03  0.0000000E+00
  7.3212750E+01 -4.6213240E-05  2.8303310E-04 -2.3671745E-04  2.0687393E-03  0.0000000E+00
  7.3212750E+01 -4.7842448E-05  2.9326027E-04 -2.4530873E-04  2.0687393E-03  0.0000000E+00
  7.3212750E+01 -4.9465326E-05  3.0346593E-04 -2.5388494E-04  2.0687393E-03  0.0000000E+00
  7.3212750E+01 -5.1084308E-05  3.1366538E-04 -2.6245895E-04  2.0687393E-03  0.0000000E+00
  7.3212750E+01 -5.2693108E-05  3.2381898E-04 -2.7099742E-04  2.0687393E-03  0.0000000E+00
  7.3212750E+01 -5.4300909E-05  3.3398468E-04 -2.7954908E-04  2.0687393E-03  0.0000000E+00
  7.3212750E+01 -5.5898091E-05  3.4410162E-04 -2.8806274E-04  2.0687393E-03  0.0000000E+00
  7.3212750E+01 -5.7494251E-05  3.5423060E-04 -2.9658954E-04  2.0687393E-03  0.0000000E+00
  7.3212750E+01 -5.9079838E-05  3.6431099E-04 -3.0507845E-04  2.0687393E-03  0.0000000E+00
  7.3212750E+01 -6.0664382E-05  3.7440335E-04 -3.1358047E-04  2.0687393E-03  0.0000000E+00
  7.3212750E+01 -6.2243118E-05  3.8447741E-04 -3.2207011E-04  2.0687393E-03  0.0000000E+00
  7.3212750E+01 -6.3811351E-05  3.9450312E-04 -3.3052201E-04  2.0687393E-03  0.0000000E+00
  7.3212750E+01 -6.5378507E-05  4.0454071E-04 -3.3898697E-04  2.0687392E-03  0.0000000E+00
  7.3212750E+01 -6.6935208E-05  4.1453010E-04 -3.4741430E-04  2.0687392E-03  0.0000000E+00
  7.3212750E+01 -6.8490808E-05  4.2453132E-04 -3.5585464E-04  2.0687392E-03  0.0000000E+00
  7.3212750E+01 -7.0036000E-05  4.3448449E-04 -3.6425746E-04  2.0687392E-03  0.0000000E+00
  7.3212750E+01 -7.1580071E-05  4.4444943E-04 -3.7267325E-04  2.0687392E-03  0.0000000E+00
  7.3212750E+01 -7.3113779E-05  4.5436649E-04 -3.8105164E-04  2.0687392E-03  0.0000000E+00
  7.3212750E+01 -7.4646343E-05  4.6429525E-04 -3.8944295E-04  2.0687392E-03  0.0000000E+00
  7.3212750E+01 -7.6173154E-05  4.7420593E-04 -3.9782203E-04  2.0687392E-03  0.0000000E+00
  7.3212750E+01 -7.7689673E-05  4.8406896E-04 -4.0616387E-04  2.0687392E-03  0.0000000E+00
  7.3212750E+01 -7.9205015E-05  4.9394361E-04 -4.1451857E-04  2.0687392E-03  0.0000000E+00
  7.3212750E+01 -8.0710112E-05  5.0377076E-04 -4.2283613E-04  2.0687392E-03  0.0000000E+00
  7.3212750E+01 -8.2214009E-05  5.1360947E-04 -4.3116653E-04  2.0687392E-03  0.0000000E+00
  7.3212750E+01 -8.3707708E-05  5.2340084E-04 -4.3945989E-04  2.0687392E-03  0.0000000E+00
  7.3212750E+01 -8.5200185E-05  5.3320370E-04 -4.4776604E-04  2.0687392E-03  0.0000000E+00
  7.3212750E+01 -8.6682509E-05  5.4295939E-04 -4.5603527E-04  2.0687392E-03  0.0000000E+00
  7.3212750E+01 -8.8163590E-05  5.5272651E-04 -4.6431724E-04  2.0687392E-03  0.0000000E+00
  7.3212750E+01 -8.9638974E-05  5.6247576E-04 -4.7258714E-04  2.0687392E-03  0.0000000E+00
  7.3212750E+01 -9.1104275E-05  5.7217807E-04 -4.8082027E-04  2.0687392E-03  0.0000000E+00
  7.3212750E+01 -9.2568300E-05  5.8189173E-04 -4.8906609E-04  2.0687392E-03  0.0000000E+00
  7.3212750E+01 -9.4022288E-05  5.9155859E-04 -4.9727525E-04  2.0687392E-03  0.0000000E+00
  7.3212750E+01 -9.5474979E-05  6.0123674E-04 -5.0549707E-04  2.0687392E-03  0.0000000E+00
  7.3212750E+01 -9.6917678E-05  6.1086824E-04 -5.1368232E-04  2.0687391E-03  0.0000000E+00
  7.3212750E+01 -9.8359059E-05  6.2051098E-04 -5.2188020E-04  2.0687391E-03  0.0000000E+00
  7.3212750E+01 -9.9790494E-05  6.3010723E-04 -5.3004162E-04  2.0687391E-03  0.0000000E+00
  7.3212750E+01 -1.0122059E-04  6.3971466E-04 -5.3821562E-04  2.0687391E-03  0.0000000E+00
  7.3212750E+01 -1.0264504E-04  6.4930443E-04 -5.4637769E-04  2.0687391E-03  0.0000000E+00
  7.3212750E+01 -1.0405962E-04  6.5884795E-04 -5.5450346E-04  2.0687391E-03  0.0000000E+00
  7.3212750E+01 -1.0547282E-04  6.6840255E-04 -5.6264176E-04  2.0687391E-03  0.0000000E+00
  7.3212750E+01 -1.0687620E-04  6.7791105E-04 -5.7074386E-04  2.0687391E-03  0.0000000E+00
  7.3212750E+01 -1.0827818E-04  6.8743057E-04 -5.7885845E-04  2.0687391E-03  0.0000000E+00
  7.3212750E+01 -1.0967037E-04  6.9690414E-04 -5.8693695E-04  2.0687391E-03  0.0000000E+00
  7.3212750E+01 -1.1106115E-04  7.0638868E-04 -5.9502790E-04  2.0687390E-03  0.0000000E+00
  7.3212750E+01 -1.1244219E-04  7.1582742E-04 -6.0308286E-04  2.0687390E-03  0.0000000E+00
  7.3212750E+01 -1.1382180E-04  7.2527707E-04 -6.1115023E-04  2.0687390E-03  0.0000000E+00
  7.3212750E+01 -1.1519581E-04  7.3470928E-04 -6.1920582E-04  2.0687390E-03  0.0000000E+00
  7.3212750E+01 -1.1656016E-04  7.4409592E-04 -6.2722558E-04  2.0687390E-03  0.0000000E+00
  7.3212750E+01 -1.1792304E-04  7.5349339E-04 -6.3525770E-04  2.0687390E-03  0.0000000E+00
  7.3212750E+01 -1.1927629E-04  7.6284543E-04 -6.4325408E-04  2.0687389E-03  0.0000000E+00
  7.3212750E+01 -1.2062806E-04  7.7220825E-04 -6.5126279E-04  2.0687389E-03  0.0000000E+00
  7.3212750E+01 -1.2197024E-04  7.8152579E-04 -6.5923587E-04  2.0687389E-03  0.0000000E+00
  7.3212750E+01 -1.2331092E-04  7.9085404E-04 -6.6722123E-04  2.0687389E-03  0.0000000E+00
  7.3212750E+01 -1.2464206E-04  8.0013717E-04 -6.7517106E-04  2.0687389E-03  0.0000000E+00
  7.3212750E+01 -1.2597166E-04  8.0943095E-04 -6.8313314E-04  2.0687388E-03  0.0000000E+00
  7.3212750E+01 -1.2729574E-04  8.1870751E-04 -6.9108359E-04  2.0687388E-03  0.0000000E+00
  7.3212750E+01 -1.2861035E-04  8.2793917E-04 -6.9899867E-04  2.0687388E-03  0.0000000E+00
  7.3212750E+01 -1.2992340E-04  8.3718141E-04 -7.0692593E-04  2.0687388E-03  0.0000000E+00
