          atime           conv           prod        pres_tr        pres_df        garbage
  7.3212750E+01 -1.0694705E-08  0.0000000E+00  0.0000000E+00 -4.0252757E-07 -6.3685012E-08
  7.3212750E+01 -9.9161603E-09  1.0094626E-10  5.3656846E-06  4.9778443E-06 -5.8496828E-08
  7.3212750E+01 -9.1562565E-09  2.0691359E-10  1.0721256E-05  1.0347890E-05 -5.3387044E-08
  7.3212750E+01 -8.4146366E-09  3.2730655E-10  1.6067530E-05  1.5708431E-05 -4.8354093E-08
  7.3212750E+01 -7.6913422E-09  4.7146375E-10  2.1402442E-05  2.1057398E-05 -4.3399111E-08
  7.3212750E+01 -6.9857205E-09  6.4886526E-10  2.6729045E-05  2.6397853E-05 -3.8518481E-08
  7.3212750E+01 -6.2979554E-09  8.6880254E-10  3.2044161E-05  3.1726614E-05 -3.3714334E-08
  7.3212750E+01 -5.6273972E-09  1.1408138E-09  3.7350992E-05  3.7046891E-05 -2.8983000E-08
  7.3212750E+01 -4.9742128E-09  1.4741430E-09  4.2646371E-05  4.2355513E-05 -2.4326536E-08
  7.3212750E+01 -4.3377771E-09  1.8784057E-09  4.7933490E-05  4.7655679E-05 -1.9741370E-08
  7.3212750E+01 -3.7180574E-09  2.3629344E-09  5.3210774E-05  5.2945814E-05 -1.5228141E-08
  7.3212750E+01 -3.1150030E-09  2.9369697E-09  5.8476661E-05  5.8224353E-05 -1.0787405E-08
  7.3212750E+01 -2.5280248E-09  3.6102858E-09  6.3734322E-05  6.3494478E-05 -6.4157378E-09
  7.3212750E+01 -1.9572498E-09  4.3919096E-09  6.8980621E-05  6.8753047E-05 -2.1150092E-09
  7.3212750E+01 -1.4021124E-09  5.2917489E-09  7.4218720E-05  7.4003229E-05  2.1181080E-09
  7.3212750E+01 -8.6272435E-10  6.3187046E-09  7.9445492E-05  7.9241894E-05  6.2818175E-09
  7.3212750E+01 -3.3854281E-10  7.4828411E-09  8.4664086E-05  8.4472200E-05  1.0379352E-08
  7.3212750E+01  1.7033521E-10  8.7929101E-09  8.9871389E-05  8.9691028E-05  1.4408986E-08
  7.3212750E+01  6.6443034E-10  1.0259156E-08  9.5070539E-05  9.4901523E-05  1.8373861E-08
  7.3212750E+01  1.1438013E-09  1.1890672E-08  1.0025999E-04  1.0010214E-04  2.2273478E-08
  7.3212750E+01  1.6085225E-09  1.3696362E-08  1.0543820E-04  1.0529133E-04  2.6107411E-08
  7.3212750E+01  2.0590825E-09  1.5686780E-08  1.1060829E-04  1.1047223E-04  2.9878668E-08
  7.3212750E+01  2.4954188E-09  1.7870207E-08  1.1576717E-04  1.1564175E-04  3.3585690E-08
  7.3212750E+01  2.9179991E-09  2.0257434E-08  1.2091797E-04  1.2080301E-04  3.7231398E-08
  7.3212750E+01  3.3267740E-09  2.2856514E-08  1.2605759E-04  1.2595292E-04  4.0814298E-08
  7.3212750E+01  3.7221911E-09  2.5678496E-08  1.3118914E-04  1.3109460E-04  4.4337226E-08
  7.3212750E+01  4.1042135E-09  2.8731183E-08  1.3630956E-04  1.3622497E-04  4.7798751E-08
  7.3212750E+01  4.4732690E-09  3.2025906E-08  1.4142193E-04  1.4134713E-04  5.1201624E-08
  7.3212750E+01  4.8294379E-09  3.5571293E-08  1.4652473E-04  1.4645955E-04  5.4545469E-08
  7.3212750E+01  5.1728142E-09  3.9375679E-08  1.5161645E-04  1.5156073E-04  5.7829977E-08
  7.3212750E+01  5.5040890E-09  4.3454649E-08  1.5670472E-04  1.5665831E-04  6.1060654E-08
  7.3212750E+01  5.8221917E-09  4.7801214E-08  1.6176978E-04  1.6173249E-04  6.4225705E-08
  7.3212750E+01  6.1291215E-09  5.2449839E-08  1.6684051E-04  1.6681222E-04  6.7343813E-08
  7.3212750E+01  6.4232280E-09  5.7382192E-08  1.7188659E-04  1.7186711E-04  7.0396951E-08
  7.3212750E+01  6.7064639E-09  6.2637446E-08  1.7693833E-04  1.7692753E-04  7.3404097E-08
  7.3212750E+01  6.9773173E-09  6.8193648E-08  1.8196550E-04  1.8196320E-04  7.6347876E-08
  7.3212750E+01  7.2375976E-09  7.4093727E-08  1.8699829E-04  1.8700438E-04  7.9246599E-08
  7.3212750E+01  7.4866561E-09  8.0331065E-08  1.9202163E-04  1.9203594E-04  8.2091972E-08
  7.3212750E+01  7.7239762E-09  8.6895014E-08  1.9702051E-04  1.9704288E-04  8.4876333E-08
  7.3212750E+01  7.9511612E-09  9.3834570E-08  2.0202498E-04  2.0205528E-04  8.7617021E-08
  7.3212750E+01  8.1670261E-09  1.0111772E-07  2.0700510E-04  2.0704316E-04  9.0298232E-08
  7.3212750E+01  8.3730419E-09  1.0879779E-07  2.1199077E-04  2.1203648E-04  9.2936675E-08
  7.3212750E+01  8.5681469E-09  1.1683834E-07  2.1695216E-04  2.1700535E-04  9.5517150E-08
  7.3212750E+01  8.7536841E-09  1.2529725E-07  2.2191909E-04  2.2197964E-04  9.8055750E-08
  7.3212750E+01  8.9287113E-09  1.3413343E-07  2.2686183E-04  2.2692957E-04  1.0053786E-07
  7.3212750E+01  9.0944477E-09  1.4340956E-07  2.3181007E-04  2.3188490E-04  1.0297898E-07
  7.3212750E+01  9.2505193E-09  1.5310934E-07  2.3674897E-04  2.3683075E-04  1.0537216E-07
  7.3212750E+01  9.3966663E-09  1.6321142E-07  2.4166381E-04  2.4175238E-04  1.0771103E-07
  7.3212750E+01  9.5339295E-09  1.7378607E-07  2.4658411E-04  2.4667936E-04  1.1001021E-07
  7.3212750E+01  9.6616478E-09  1.8477958E-07  2.5148043E-04  2.5158220E-04  1.1225649E-07
  7.3212750E+01  9.7807481E-09  1.9626758E-07  2.5638218E-04  2.5649037E-04  1.1446392E-07
  7.3212750E+01  9.8906748E-09  2.0819089E-07  2.6126003E-04  2.6137449E-04  1.1661986E-07
  7.3212750E+01  9.9922449E-09  2.2063076E-07  2.6614329E-04  2.6626391E-04  1.1873778E-07
  7.3212750E+01  1.0085005E-08  2.3352229E-07  2.7100273E-04  2.7112936E-04  1.2080557E-07
  7.3212750E+01  1.0169665E-08  2.4695257E-07  2.7586755E-04  2.7600010E-04  1.2283619E-07
  7.3212750E+01  1.0246087E-08  2.6089329E-07  2.8072317E-04  2.8086149E-04  1.2482389E-07
  7.3212750E+01  1.0314228E-08  2.7531005E-07  2.8555508E-04  2.8569906E-04  1.2676346E-07
  7.3212750E+01  1.0374648E-08  2.9029911E-07  2.9039234E-04  2.9054186E-04  1.2866707E-07
  7.3212750E+01  1.0427131E-08  3.0578034E-07  2.9520599E-04  2.9536091E-04  1.3052385E-07
  7.3212750E+01  1.0472139E-08  3.2185639E-07  3.0002495E-04  3.0018517E-04  1.3234548E-07
  7.3212750E+01  1.0509546E-08  3.3844063E-07  3.0482038E-04  3.0498578E-04  1.3412156E-07
  7.3212750E+01  1.0539720E-08  3.5564236E-07  3.0962109E-04  3.0979156E-04  1.3586326E-07
  7.3212750E+01  1.0562620E-08  3.7336821E-07  3.1439836E-04  3.1457378E-04  1.3756068E-07
  7.3212750E+01  1.0578526E-08  3.9173435E-07  3.1918088E-04  3.1936115E-04  1.3922450E-07
  7.3212750E+01  1.0587497E-08  4.1069812E-07  3.2395432E-04  3.2413932E-04  1.4085007E-07
  7.3212750E+01  1.0589673E-08  4.3020976E-07  3.2870443E-04  3.2889404E-04  1.4243319E-07
  7.3212750E+01  1.0585203E-08  4.5039614E-07  3.3345976E-04  3.3365389E-04  1.4398387E-07
  7.3212750E+01  1.0574249E-08  4.7114607E-07  3.3819185E-04  3.3839037E-04  1.4549329E-07
  7.3212750E+01  1.0556878E-08  4.9259388E-07  3.4292912E-04  3.4313195E-04  1.4697102E-07
  7.3212750E+01  1.0533324E-08  5.1462084E-07  3.4764324E-04  3.4785025E-04  1.4840867E-07
  7.3212750E+01  1.0503577E-08  5.3736896E-07  3.5236251E-04  3.5257362E-04  1.4981535E-07
  7.3212750E+01  1.0467942E-08  5.6071172E-07  3.5705871E-04  3.5727379E-04  1.5118312E-07
  7.3212750E+01  1.0426334E-08  5.8479906E-07  3.6176004E-04  3.6197901E-04  1.5252065E-07
  7.3212750E+01  1.0378978E-08  6.0957163E-07  3.6645241E-04  3.6667517E-04  1.5382425E-07
  7.3212750E+01  1.0326164E-08  6.3496192E-07  3.7112181E-04  3.7134825E-04  1.5509063E-07
  7.3212750E+01  1.0267699E-08  6.6113217E-07  3.7579631E-04  3.7602635E-04  1.5632783E-07
  7.3212750E+01  1.0204056E-08  6.8793540E-07  3.8044793E-04  3.8068145E-04  1.5752891E-07
