          atime         pst_uu         pst_vv         pst_ww         pm1avg           tavg
  2.0963200E+02  0.0000000E+00  9.0146038E-05  0.0000000E+00  2.1052827E-03  0.0000000E+00
  2.0963200E+02 -2.2992439E-06  1.0102827E-04 -9.1473823E-06  2.1052813E-03  0.0000000E+00
  2.0963200E+02 -4.5909972E-06  1.1189224E-04 -1.8281845E-05  2.1052798E-03  0.0000000E+00
  2.0963200E+02 -6.8756114E-06  1.2273959E-04 -2.7404773E-05  2.1052784E-03  0.0000000E+00
  2.0963200E+02 -9.1522069E-06  1.3356612E-04 -3.6512630E-05  2.1052770E-03  0.0000000E+00
  2.0963200E+02 -1.1422089E-05  1.4437802E-04 -4.5610620E-05  2.1052756E-03  0.0000000E+00
  2.0963200E+02 -1.3683907E-05  1.5516883E-04 -5.4693305E-05  2.1052742E-03  0.0000000E+00
  2.0963200E+02 -1.5939025E-05  1.6594503E-04 -6.3766148E-05  2.1052728E-03  0.0000000E+00
  2.0963200E+02 -1.8186100E-05  1.7670019E-04 -7.2823727E-05  2.1052714E-03  0.0000000E+00
  2.0963200E+02 -2.0426490E-05  1.8744078E-04 -8.1871490E-05  2.1052701E-03  0.0000000E+00
  2.0963200E+02 -2.2659527E-05  1.9816359E-04 -9.0906735E-05  2.1052687E-03  0.0000000E+00
  2.0963200E+02 -2.4884556E-05  2.0886543E-04 -9.9926775E-05  2.1052674E-03  0.0000000E+00
  2.0963200E+02 -2.7102919E-05  2.1955275E-04 -1.0893704E-04  2.1052661E-03  0.0000000E+00
  2.0963200E+02 -2.9313295E-05  2.3021915E-04 -1.1793213E-04  2.1052648E-03  0.0000000E+00
  2.0963200E+02 -3.1517018E-05  2.4087105E-04 -1.2691748E-04  2.1052635E-03  0.0000000E+00
  2.0963200E+02 -3.3712778E-05  2.5150210E-04 -1.3588769E-04  2.1052622E-03  0.0000000E+00
  2.0963200E+02 -3.5901898E-05  2.6211867E-04 -1.4484818E-04  2.1052609E-03  0.0000000E+00
  2.0963200E+02 -3.8083076E-05  2.7271444E-04 -1.5379359E-04  2.1052597E-03  0.0000000E+00
  2.0963200E+02 -4.0257629E-05  2.8329577E-04 -1.6272929E-04  2.1052584E-03  0.0000000E+00
  2.0963200E+02 -4.2424910E-05  2.9385950E-04 -1.7165261E-04  2.1052572E-03  0.0000000E+00
  2.0963200E+02 -4.4584282E-05  3.0440249E-04 -1.8056092E-04  2.1052559E-03  0.0000000E+00
  2.0963200E+02 -4.6737049E-05  3.1493110E-04 -1.8945955E-04  2.1052547E-03  0.0000000E+00
  2.0963200E+02 -4.8881928E-05  3.2543902E-04 -1.9834320E-04  2.1052535E-03  0.0000000E+00
  2.0963200E+02 -5.1020216E-05  3.3593258E-04 -2.0721721E-04  2.1052523E-03  0.0000000E+00
  2.0963200E+02 -5.3150639E-05  3.4640550E-04 -2.1607627E-04  2.1052511E-03  0.0000000E+00
  2.0963200E+02 -5.5274483E-05  3.5686410E-04 -2.2492572E-04  2.1052500E-03  0.0000000E+00
  2.0963200E+02 -5.7390484E-05  3.6730211E-04 -2.3376025E-04  2.1052488E-03  0.0000000E+00
  2.0963200E+02 -5.9499920E-05  3.7772582E-04 -2.4258520E-04  2.1052476E-03  0.0000000E+00
  2.0963200E+02 -6.1602165E-05  3.8813211E-04 -2.5139792E-04  2.1052465E-03  0.0000000E+00
  2.0963200E+02 -6.3696598E-05  3.9851790E-04 -2.6019579E-04  2.1052454E-03  0.0000000E+00
  2.0963200E+02 -6.5786362E-05  4.0889874E-04 -2.6899200E-04  2.1052442E-03  0.0000000E+00
  2.0963200E+02 -6.7863342E-05  4.1923429E-04 -2.7775235E-04  2.1052431E-03  0.0000000E+00
  2.0963200E+02 -6.9939397E-05  4.2958353E-04 -2.8652683E-04  2.1052420E-03  0.0000000E+00
  2.0963200E+02 -7.2002103E-05  4.3988451E-04 -2.9526292E-04  2.1052410E-03  0.0000000E+00
  2.0963200E+02 -7.4063858E-05  4.5019911E-04 -3.0401310E-04  2.1052399E-03  0.0000000E+00
  2.0963200E+02 -7.6112325E-05  4.6046559E-04 -3.1272500E-04  2.1052388E-03  0.0000000E+00
  2.0963200E+02 -7.8159815E-05  4.7074562E-04 -3.2145094E-04  2.1052377E-03  0.0000000E+00
  2.0963200E+02 -8.0200174E-05  4.8100839E-04 -3.3016477E-04  2.1052367E-03  0.0000000E+00
  2.0963200E+02 -8.2227336E-05  4.9122324E-04 -3.3884047E-04  2.1052357E-03  0.0000000E+00
  2.0963200E+02 -8.4253484E-05  5.0145156E-04 -3.4753016E-04  2.1052346E-03  0.0000000E+00
  2.0963200E+02 -8.6266493E-05  5.1163212E-04 -3.5618182E-04  2.1052336E-03  0.0000000E+00
  2.0963200E+02 -8.8278463E-05  5.2182608E-04 -3.6484743E-04  2.1052326E-03  0.0000000E+00
  2.0963200E+02 -9.0277354E-05  5.3197243E-04 -3.7347511E-04  2.1052316E-03  0.0000000E+00
  2.0963200E+02 -9.2275182E-05  5.4213211E-04 -3.8211671E-04  2.1052306E-03  0.0000000E+00
  2.0963200E+02 -9.4259990E-05  5.5224431E-04 -3.9072048E-04  2.1052296E-03  0.0000000E+00
  2.0963200E+02 -9.6243710E-05  5.6236979E-04 -3.9933812E-04  2.1052287E-03  0.0000000E+00
  2.0963200E+02 -9.8220378E-05  5.7247817E-04 -4.0794380E-04  2.1052277E-03  0.0000000E+00
  2.0963200E+02 -1.0018412E-04  5.8253928E-04 -4.1651180E-04  2.1052268E-03  0.0000000E+00
  2.0963200E+02 -1.0214673E-04  5.9261358E-04 -4.2509361E-04  2.1052258E-03  0.0000000E+00
  2.0963200E+02 -1.0409647E-04  6.0264076E-04 -4.3363786E-04  2.1052249E-03  0.0000000E+00
  2.0963200E+02 -1.0604506E-04  6.1268105E-04 -4.4219588E-04  2.1052240E-03  0.0000000E+00
  2.0963200E+02 -1.0798084E-04  6.2267436E-04 -4.5071644E-04  2.1052230E-03  0.0000000E+00
  2.0963200E+02 -1.0991545E-04  6.3268073E-04 -4.5925072E-04  2.1052221E-03  0.0000000E+00
  2.0963200E+02 -1.1183730E-04  6.4264026E-04 -4.6774765E-04  2.1052212E-03  0.0000000E+00
  2.0963200E+02 -1.1375795E-04  6.5261279E-04 -4.7625827E-04  2.1052204E-03  0.0000000E+00
  2.0963200E+02 -1.1567163E-04  6.6256839E-04 -4.8475705E-04  2.1052195E-03  0.0000000E+00
  2.0963200E+02 -1.1757265E-04  6.7247737E-04 -4.9321863E-04  2.1052186E-03  0.0000000E+00
  2.0963200E+02 -1.1947243E-04  6.8239924E-04 -5.0169384E-04  2.1052177E-03  0.0000000E+00
  2.0963200E+02 -1.2135960E-04  6.9227463E-04 -5.1013195E-04  2.1052169E-03  0.0000000E+00
  2.0963200E+02 -1.2324551E-04  7.0216286E-04 -5.1858365E-04  2.1052161E-03  0.0000000E+00
