          atime          uvcov          vwcov          wucov         pm1avg           tavg
  2.0963200E+02  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.1052827E-03  0.0000000E+00
  2.0963200E+02 -5.2482873E-09 -2.5790793E-12  8.5410107E-11  2.1052813E-03  0.0000000E+00
  2.0963200E+02 -1.0441960E-08 -5.1046246E-12  1.6881213E-10  2.1052798E-03  0.0000000E+00
  2.0963200E+02 -1.5582257E-08 -7.5776625E-12  2.5023880E-10  2.1052784E-03  0.0000000E+00
  2.0963200E+02 -2.0667652E-08 -9.9978960E-12  3.2967928E-10  2.1052770E-03  0.0000000E+00
  2.0963200E+02 -2.5701508E-08 -1.2367356E-11  4.0719918E-10  2.1052756E-03  0.0000000E+00
  2.0963200E+02 -3.0681272E-08 -1.4685278E-11  4.8277242E-10  2.1052742E-03  0.0000000E+00
  2.0963200E+02 -3.5610394E-08 -1.6953705E-11  5.5646471E-10  2.1052728E-03  0.0000000E+00
  2.0963200E+02 -4.0486386E-08 -1.9171931E-11  6.2825222E-10  2.1052714E-03  0.0000000E+00
  2.0963200E+02 -4.5312636E-08 -2.1341941E-11  6.9819832E-10  2.1052701E-03  0.0000000E+00
  2.0963200E+02 -5.0088137E-08 -2.3463716E-11  7.6630151E-10  2.1052687E-03  0.0000000E+00
  2.0963200E+02 -5.4811946E-08 -2.5537296E-11  8.3256249E-10  2.1052674E-03  0.0000000E+00
  2.0963200E+02 -5.9487357E-08 -2.7564578E-11  8.9704124E-10  2.1052661E-03  0.0000000E+00
  2.0963200E+02 -6.4112031E-08 -2.9544999E-11  9.5971931E-10  2.1052648E-03  0.0000000E+00
  2.0963200E+02 -6.8689203E-08 -3.1480399E-11  1.0206545E-09  2.1052635E-03  0.0000000E+00
  2.0963200E+02 -7.3216591E-08 -3.3370272E-11  1.0798304E-09  2.1052622E-03  0.0000000E+00
  2.0963200E+02 -7.7697372E-08 -3.5216403E-11  1.1373027E-09  2.1052609E-03  0.0000000E+00
  2.0963200E+02 -8.2129320E-08 -3.7018337E-11  1.1930570E-09  2.1052597E-03  0.0000000E+00
  2.0963200E+02 -8.6515553E-08 -3.8777808E-11  1.2471469E-09  2.1052584E-03  0.0000000E+00
  2.0963200E+02 -9.0855197E-08 -4.0494921E-11  1.2995754E-09  2.1052572E-03  0.0000000E+00
  2.0963200E+02 -9.5147430E-08 -4.2169831E-11  1.3503476E-09  2.1052559E-03  0.0000000E+00
  2.0963200E+02 -9.9395287E-08 -4.3804196E-11  1.3995140E-09  2.1052547E-03  0.0000000E+00
  2.0963200E+02 -1.0359668E-07 -4.5397686E-11  1.4470651E-09  2.1052535E-03  0.0000000E+00
  2.0963200E+02 -1.0775458E-07 -4.6951907E-11  1.4930493E-09  2.1052523E-03  0.0000000E+00
  2.0963200E+02 -1.1186697E-07 -4.8466580E-11  1.5374590E-09  2.1052511E-03  0.0000000E+00
  2.0963200E+02 -1.1593676E-07 -4.9943263E-11  1.5803408E-09  2.1052500E-03  0.0000000E+00
  2.0963200E+02 -1.1996196E-07 -5.1381722E-11  1.6216888E-09  2.1052488E-03  0.0000000E+00
  2.0963200E+02 -1.2394546E-07 -5.2783468E-11  1.6615476E-09  2.1052476E-03  0.0000000E+00
  2.0963200E+02 -1.2788649E-07 -5.4148717E-11  1.6999244E-09  2.1052465E-03  0.0000000E+00
  2.0963200E+02 -1.3178435E-07 -5.5477724E-11  1.7368283E-09  2.1052454E-03  0.0000000E+00
  2.0963200E+02 -1.3564528E-07 -5.6773084E-11  1.7723323E-09  2.1052442E-03  0.0000000E+00
  2.0963200E+02 -1.3945480E-07 -5.8030483E-11  1.8063213E-09  2.1052431E-03  0.0000000E+00
  2.0963200E+02 -1.4323507E-07 -5.9257727E-11  1.8390081E-09  2.1052420E-03  0.0000000E+00
  2.0963200E+02 -1.4696393E-07 -6.0448116E-11  1.8702168E-09  2.1052410E-03  0.0000000E+00
  2.0963200E+02 -1.5066420E-07 -6.1609450E-11  1.9001544E-09  2.1052399E-03  0.0000000E+00
  2.0963200E+02 -1.5431420E-07 -6.2735422E-11  1.9286614E-09  2.1052388E-03  0.0000000E+00
  2.0963200E+02 -1.5793630E-07 -6.3833442E-11  1.9559284E-09  2.1052377E-03  0.0000000E+00
  2.0963200E+02 -1.6151993E-07 -6.4900733E-11  1.9818877E-09  2.1052367E-03  0.0000000E+00
  2.0963200E+02 -1.6505498E-07 -6.5934885E-11  2.0064869E-09  2.1052357E-03  0.0000000E+00
  2.0963200E+02 -1.6856315E-07 -6.6942758E-11  2.0298932E-09  2.1052346E-03  0.0000000E+00
  2.0963200E+02 -1.7202387E-07 -6.7918962E-11  2.0519860E-09  2.1052336E-03  0.0000000E+00
  2.0963200E+02 -1.7545837E-07 -6.8870008E-11  2.0729175E-09  2.1052326E-03  0.0000000E+00
  2.0963200E+02 -1.7884656E-07 -6.9790848E-11  2.0925817E-09  2.1052316E-03  0.0000000E+00
  2.0963200E+02 -1.8220921E-07 -7.0687659E-11  2.1111163E-09  2.1052306E-03  0.0000000E+00
  2.0963200E+02 -1.8552666E-07 -7.1555717E-11  2.1284295E-09  2.1052296E-03  0.0000000E+00
  2.0963200E+02 -1.8881926E-07 -7.2400883E-11  2.1446448E-09  2.1052287E-03  0.0000000E+00
  2.0963200E+02 -1.9207746E-07 -7.3221160E-11  2.1597278E-09  2.1052277E-03  0.0000000E+00
  2.0963200E+02 -1.9529211E-07 -7.4014849E-11  2.1736579E-09  2.1052268E-03  0.0000000E+00
  2.0963200E+02 -1.9848295E-07 -7.4787363E-11  2.1865378E-09  2.1052258E-03  0.0000000E+00
  2.0963200E+02 -2.0163134E-07 -7.5534721E-11  2.1983099E-09  2.1052249E-03  0.0000000E+00
  2.0963200E+02 -2.0475662E-07 -7.6262059E-11  2.2090640E-09  2.1052240E-03  0.0000000E+00
  2.0963200E+02 -2.0784053E-07 -7.6965663E-11  2.2187549E-09  2.1052230E-03  0.0000000E+00
  2.0963200E+02 -2.1090204E-07 -7.7650406E-11  2.2274601E-09  2.1052221E-03  0.0000000E+00
  2.0963200E+02 -2.1392326E-07 -7.8312832E-11  2.2351465E-09  2.1052212E-03  0.0000000E+00
  2.0963200E+02 -2.1692278E-07 -7.8957563E-11  2.2418795E-09  2.1052204E-03  0.0000000E+00
  2.0963200E+02 -2.1989193E-07 -7.9583228E-11  2.2476537E-09  2.1052195E-03  0.0000000E+00
  2.0963200E+02 -2.2282239E-07 -8.0188683E-11  2.2524752E-09  2.1052186E-03  0.0000000E+00
  2.0963200E+02 -2.2573223E-07 -8.0778207E-11  2.2563919E-09  2.1052177E-03  0.0000000E+00
  2.0963200E+02 -2.2860444E-07 -8.1348914E-11  2.2593996E-09  2.1052169E-03  0.0000000E+00
