          atime           conv           prod        pres_tr        pres_df        garbage
  2.0963200E+02 -4.3700234E-07  1.2980849E-05  2.5056077E-04  2.9486232E-04  3.3156997E-05
  2.0963200E+02 -4.3409606E-07  1.3194578E-05  2.5577836E-04  2.9963316E-04  3.2921684E-05
  2.0963200E+02 -4.3118062E-07  1.3406434E-05  2.6100241E-04  3.0441118E-04  3.2686620E-05
  2.0963200E+02 -4.2827351E-07  1.3615173E-05  2.6620163E-04  3.0916776E-04  3.2453212E-05
  2.0963200E+02 -4.2535734E-07  1.3822071E-05  2.7140727E-04  3.1393148E-04  3.2220054E-05
  2.0963200E+02 -4.2244961E-07  1.4025914E-05  2.7658817E-04  3.1867382E-04  3.1988542E-05
  2.0963200E+02 -4.1953289E-07  1.4227950E-05  2.8177544E-04  3.2342326E-04  3.1757282E-05
  2.0963200E+02 -4.1662470E-07  1.4426992E-05  2.8693806E-04  3.2815137E-04  3.1527656E-05
  2.0963200E+02 -4.1370762E-07  1.4624260E-05  2.9210702E-04  3.3288656E-04  3.1298284E-05
  2.0963200E+02 -4.1079043E-07  1.4819176E-05  2.9726682E-04  3.3761462E-04  3.1069853E-05
  2.0963200E+02 -4.0788191E-07  1.5011190E-05  3.0240208E-04  3.4232143E-04  3.0843042E-05
  2.0963200E+02 -4.0496463E-07  1.5201480E-05  3.0754363E-04  3.4703527E-04  3.0616486E-05
  2.0963200E+02 -4.0205611E-07  1.5388928E-05  3.1266071E-04  3.5172791E-04  3.0391540E-05
  2.0963200E+02 -3.9913893E-07  1.5574685E-05  3.1778405E-04  3.5642755E-04  3.0166849E-05
  2.0963200E+02 -3.9623059E-07  1.5757662E-05  3.2288299E-04  3.6110605E-04  2.9943757E-05
  2.0963200E+02 -3.9331368E-07  1.5938981E-05  3.2798817E-04  3.6579152E-04  2.9720922E-05
  2.0963200E+02 -3.9040570E-07  1.6117579E-05  3.3306903E-04  3.7045590E-04  2.9499677E-05
  2.0963200E+02 -3.8748924E-07  1.6294552E-05  3.3815608E-04  3.7512721E-04  2.9278689E-05
  2.0963200E+02 -3.8457307E-07  1.6469386E-05  3.4323408E-04  3.7979144E-04  2.9058623E-05
  2.0963200E+02 -3.8166597E-07  1.6641587E-05  3.4828787E-04  3.8443467E-04  2.8840131E-05
  2.0963200E+02 -3.7875052E-07  1.6812216E-05  3.5334781E-04  3.8908479E-04  2.8621899E-05
  2.0963200E+02 -3.7584422E-07  1.6980272E-05  3.5838361E-04  3.9371395E-04  2.8405231E-05
  2.0963200E+02 -3.7292966E-07  1.7146788E-05  3.6342554E-04  3.9834997E-04  2.8188823E-05
  2.0963200E+02 -3.7002433E-07  1.7310790E-05  3.6844340E-04  4.0296509E-04  2.7973970E-05
  2.0963200E+02 -3.6711084E-07  1.7473287E-05  3.7346736E-04  4.0758703E-04  2.7759378E-05
  2.0963200E+02 -3.6420667E-07  1.7633329E-05  3.7846733E-04  4.1218813E-04  2.7546331E-05
  2.0963200E+02 -3.6129441E-07  1.7791899E-05  3.8347335E-04  4.1679602E-04  2.7333545E-05
  2.0963200E+02 -3.5838285E-07  1.7948538E-05  3.8847042E-04  4.2139689E-04  2.7121662E-05
  2.0963200E+02 -3.5548072E-07  1.8102808E-05  3.9344361E-04  4.2597699E-04  2.6911308E-05
  2.0963200E+02 -3.5257065E-07  1.8255658E-05  3.9842281E-04  4.3056383E-04  2.6701218E-05
  2.0963200E+02 -3.4967011E-07  1.8406197E-05  4.0337821E-04  4.3512997E-04  2.6492647E-05
  2.0963200E+02 -3.4676171E-07  1.8555351E-05  4.0833959E-04  4.3970282E-04  2.6284342E-05
  2.0963200E+02 -3.4386291E-07  1.8702250E-05  4.1327724E-04  4.4425501E-04  2.6077547E-05
  2.0963200E+02 -3.4095635E-07  1.8847799E-05  4.1822084E-04  4.4881389E-04  2.5871017E-05
  2.0963200E+02 -3.3805947E-07  1.8991149E-05  4.2314079E-04  4.5335217E-04  2.5665988E-05
  2.0963200E+02 -3.3515491E-07  1.9133185E-05  4.2806665E-04  4.5789709E-04  2.5461225E-05
  2.0963200E+02 -3.3225142E-07  1.9273495E-05  4.3298365E-04  4.6243505E-04  2.5257344E-05
  2.0963200E+02 -3.2935773E-07  1.9411691E-05  4.3787711E-04  4.6695247E-04  2.5054949E-05
  2.0963200E+02 -3.2645650E-07  1.9548625E-05  4.4277643E-04  4.7147651E-04  2.4852822E-05
  2.0963200E+02 -3.2356514E-07  1.9683499E-05  4.4765229E-04  4.7598007E-04  2.4652171E-05
  2.0963200E+02 -3.2066633E-07  1.9817147E-05  4.5253399E-04  4.8049021E-04  2.4451789E-05
  2.0963200E+02 -3.1777747E-07  1.9948791E-05  4.5739229E-04  4.8497993E-04  2.4252874E-05
  2.0963200E+02 -3.1488125E-07  2.0079243E-05  4.6225640E-04  4.8947620E-04  2.4054228E-05
  2.0963200E+02 -3.1199505E-07  2.0207746E-05  4.6709719E-04  4.9395210E-04  2.3857040E-05
  2.0963200E+02 -3.0910158E-07  2.0335094E-05  4.7194375E-04  4.9843452E-04  2.3660122E-05
  2.0963200E+02 -3.0620955E-07  2.0460920E-05  4.7678154E-04  5.0291001E-04  2.3464066E-05
  2.0963200E+02 -3.0332765E-07  2.0584878E-05  4.8159613E-04  5.0736521E-04  2.3269453E-05
  2.0963200E+02 -3.0043861E-07  2.0707735E-05  4.8641644E-04  5.1182689E-04  2.3075112E-05
  2.0963200E+02 -2.9755977E-07  2.0828777E-05  4.9121362E-04  5.1626833E-04  2.2882205E-05
  2.0963200E+02 -2.9467388E-07  2.0948753E-05  4.9601649E-04  5.2071621E-04  2.2689570E-05
  2.0963200E+02 -2.9179827E-07  2.1066968E-05  5.0079630E-04  5.2514391E-04  2.2498359E-05
  2.0963200E+02 -2.8891570E-07  2.1184154E-05  5.0558177E-04  5.2957803E-04  2.2307421E-05
  2.0963200E+02 -2.8604346E-07  2.1299631E-05  5.1034426E-04  5.3399201E-04  2.2117899E-05
  2.0963200E+02 -2.8316436E-07  2.1414115E-05  5.1511238E-04  5.3841237E-04  2.1928650E-05
  2.0963200E+02 -2.8028706E-07  2.1527280E-05  5.1987182E-04  5.4282586E-04  2.1740244E-05
  2.0963200E+02 -2.7742020E-07  2.1638814E-05  5.2460839E-04  5.4721930E-04  2.1553239E-05
  2.0963200E+02 -2.7454660E-07  2.1749411E-05  5.2935053E-04  5.5161907E-04  2.1366509E-05
  2.0963200E+02 -2.7168352E-07  2.1858430E-05  5.3406988E-04  5.5599884E-04  2.1181171E-05
  2.0963200E+02 -2.6881378E-07  2.1966547E-05  5.3879478E-04  5.6038492E-04  2.0996109E-05
  2.0963200E+02 -2.6595462E-07  2.2073138E-05  5.4349695E-04  5.6475106E-04  2.0812429E-05
  2.0963200E+02 -2.6308891E-07  2.2178865E-05  5.4820464E-04  5.6912347E-04  2.0629026E-05
  2.0963200E+02 -2.6023383E-07  2.2283116E-05  5.5288967E-04  5.7347598E-04  2.0446995E-05
  2.0963200E+02 -2.5737229E-07  2.2386539E-05  5.5758019E-04  5.7783475E-04  2.0265243E-05
  2.0963200E+02 -2.5451289E-07  2.2488843E-05  5.6226214E-04  5.8218668E-04  2.0084314E-05
  2.0963200E+02 -2.5166423E-07  2.2589747E-05  5.6692153E-04  5.8651880E-04  1.9904744E-05
  2.0963200E+02 -2.4880923E-07  2.2689880E-05  5.7158637E-04  5.9085713E-04  1.9725453E-05
  2.0963200E+02 -2.4596502E-07  2.2788663E-05  5.7622873E-04  5.9517569E-04  1.9547512E-05
  2.0963200E+02 -2.4311457E-07  2.2886712E-05  5.8087650E-04  5.9950042E-04  1.9369851E-05
  2.0963200E+02 -2.4027498E-07  2.2983462E-05  5.8550187E-04  6.0380543E-04  1.9193531E-05
  2.0963200E+02 -2.3742923E-07  2.3079516E-05  5.9013263E-04  6.0811660E-04  1.9017491E-05
  2.0963200E+02 -2.3459440E-07  2.3174319E-05  5.9474105E-04  6.1240810E-04  1.8842782E-05
  2.0963200E+02 -2.3175350E-07  2.3268463E-05  5.9935482E-04  6.1670571E-04  1.8668355E-05
  2.0963200E+02 -2.2891508E-07  2.3361685E-05  6.0396011E-04  6.2099656E-04  1.8494732E-05
  2.0963200E+02 -2.2608767E-07  2.3453729E-05  6.0854317E-04  6.2526781E-04  1.8322428E-05
  2.0963200E+02 -2.2325432E-07  2.3545172E-05  6.1313154E-04  6.2954514E-04  1.8150406E-05
  2.0963200E+02 -2.2043203E-07  2.3635486E-05  6.1769775E-04  6.3380293E-04  1.7979693E-05
  2.0963200E+02 -2.1760390E-07  2.3725237E-05  6.2226925E-04  6.3806677E-04  1.7809262E-05
  2.0963200E+02 -2.1478689E-07  2.3813907E-05  6.2681866E-04  6.4231112E-04  1.7640133E-05
  2.0963200E+02 -2.1196411E-07  2.3902052E-05  6.3137332E-04  6.4656149E-04  1.7471286E-05
  2.0963200E+02 -2.0915252E-07  2.3989164E-05  6.3590596E-04  6.5079243E-04  1.7303731E-05
  2.0963200E+02 -2.0633525E-07  2.4075789E-05  6.4044382E-04  6.5502935E-04  1.7136460E-05
  2.0963200E+02 -2.0352079E-07  2.4161685E-05  6.4497330E-04  6.5925955E-04  1.6969975E-05
  2.0963200E+02 -2.0071759E-07  2.4246619E-05  6.4948086E-04  6.6347039E-04  1.6804769E-05
  2.0963200E+02 -1.9790885E-07  2.4331124E-05  6.5399360E-04  6.6768717E-04  1.6639847E-05
  2.0963200E+02 -1.9511142E-07  2.4414714E-05  6.5848450E-04  6.7188465E-04  1.6476195E-05
  2.0963200E+02 -1.9230853E-07  2.4497914E-05  6.6298055E-04  6.7608805E-04  1.6312828E-05
  2.0963200E+02 -1.8951701E-07  2.4580245E-05  6.6745483E-04  6.8027219E-04  1.6150722E-05
  2.0963200E+02 -1.8672013E-07  2.4662223E-05  6.7193423E-04  6.8446221E-04  1.5988902E-05
  2.0963200E+02 -1.8393466E-07  2.4743380E-05  6.7639193E-04  6.8863304E-04  1.5828334E-05
  2.0963200E+02 -1.8114392E-07  2.4824223E-05  6.8085472E-04  6.9280972E-04  1.5668053E-05
  2.0963200E+02 -1.7835630E-07  2.4904529E-05  6.8530920E-04  6.9697972E-04  1.5508539E-05
  2.0963200E+02 -1.7558017E-07  2.4984082E-05  6.8974210E-04  7.0113060E-04  1.5350264E-05
  2.0963200E+02 -1.7279889E-07  2.5063380E-05  6.9418004E-04  7.0528730E-04  1.5192277E-05
  2.0963200E+02 -1.7002916E-07  2.5141970E-05  6.9859646E-04  7.0942492E-04  1.5035521E-05
  2.0963200E+02 -1.6725436E-07  2.5220344E-05  7.0301789E-04  7.1356832E-04  1.4879052E-05
  2.0963200E+02 -1.6449116E-07  2.5298054E-05  7.0741787E-04  7.1769270E-04  1.4723805E-05
  2.0963200E+02 -1.6172298E-07  2.5375588E-05  7.1182283E-04  7.2182283E-04  1.4568847E-05
  2.0963200E+02 -1.5896644E-07  2.5452503E-05  7.1620642E-04  7.2593400E-04  1.4415102E-05
  2.0963200E+02 -1.5620501E-07  2.5529281E-05  7.2059496E-04  7.3005088E-04  1.4261646E-05
  2.0963200E+02 -1.5344702E-07  2.5605712E-05  7.2497529E-04  7.3416115E-04  1.4108939E-05
  2.0963200E+02 -1.5070073E-07  2.5681590E-05  7.2933434E-04  7.3825252E-04  1.3957433E-05
  2.0963200E+02 -1.4794968E-07  2.5757391E-05  7.3369831E-04  7.4234957E-04  1.3806217E-05
  2.0963200E+02 -1.4521039E-07  2.5832681E-05  7.3804106E-04  7.4642778E-04  1.3656193E-05
  2.0963200E+02 -1.4246643E-07  2.5907935E-05  7.4238870E-04  7.5051164E-04  1.3506459E-05
  2.0963200E+02 -1.3973426E-07  2.5982722E-05  7.4671520E-04  7.5457671E-04  1.3357909E-05
  2.0963200E+02 -1.3699751E-07  2.6057512E-05  7.5104656E-04  7.5864740E-04  1.3209650E-05
  2.0963200E+02 -1.3427260E-07  2.6131877E-05  7.5535685E-04  7.6269936E-04  1.3062566E-05
  2.0963200E+02 -1.3154319E-07  2.6206286E-05  7.5967196E-04  7.6675690E-04  1.2915773E-05
  2.0963200E+02 -1.2881751E-07  2.6280535E-05  7.6397895E-04  7.7080788E-04  1.2769711E-05
  2.0963200E+02 -1.2610373E-07  2.6354423E-05  7.6826498E-04  7.7484019E-04  1.2624813E-05
  2.0963200E+02 -1.2338559E-07  2.6428415E-05  7.7255579E-04  7.7887805E-04  1.2480206E-05
  2.0963200E+02 -1.2067938E-07  2.6502087E-05  7.7682571E-04  7.8289730E-04  1.2336754E-05
  2.0963200E+02 -1.1796890E-07  2.6575904E-05  7.8110037E-04  7.8692207E-04  1.2193594E-05
  2.0963200E+02 -1.1527040E-07  2.6649444E-05  7.8535421E-04  7.9092828E-04  1.2051581E-05
  2.0963200E+02 -1.1256771E-07  2.6723168E-05  7.8961278E-04  7.9493998E-04  1.1909859E-05
  2.0963200E+02 -1.0987704E-07  2.6796655E-05  7.9385058E-04  7.9893317E-04  1.1769277E-05
  2.0963200E+02 -1.0718226E-07  2.6870368E-05  7.9809308E-04  8.0293183E-04  1.1628987E-05
  2.0963200E+02 -1.0449149E-07  2.6944107E-05  8.0232756E-04  8.0692397E-04  1.1489410E-05
  2.0963200E+02 -1.0181279E-07  2.7017670E-05  8.0654137E-04  8.1089766E-04  1.1350960E-05
  2.0963200E+02 -9.9130123E-08  2.7091520E-05  8.1075984E-04  8.1487679E-04  1.1212803E-05
  2.0963200E+02 -9.6459568E-08  2.7165234E-05  8.1495772E-04  8.1883752E-04  1.1075765E-05
  2.0963200E+02 -9.3785120E-08  2.7239276E-05  8.1916023E-04  8.2280366E-04  1.0939020E-05
  2.0963200E+02 -9.1122823E-08  2.7313224E-05  8.2334222E-04  8.2675145E-04  1.0803385E-05
  2.0963200E+02 -8.8456718E-08  2.7387540E-05  8.2752880E-04  8.3070462E-04  1.0668043E-05
  2.0963200E+02 -8.5802801E-08  2.7461800E-05  8.3169493E-04  8.3463949E-04  1.0533804E-05
  2.0963200E+02 -8.3145160E-08  2.7536471E-05  8.3586563E-04  8.3857971E-04  1.0399859E-05
  2.0963200E+02 -8.0491803E-08  2.7611349E-05  8.4002840E-04  8.4251346E-04  1.0266611E-05
  2.0963200E+02 -7.7850685E-08  2.7686230E-05  8.4417081E-04  8.4642899E-04  1.0134452E-05
  2.0963200E+02 -7.5205971E-08  2.7761584E-05  8.4831775E-04  8.5034983E-04  1.0002588E-05
  2.0963200E+02 -7.2573528E-08  2.7836979E-05  8.5244440E-04  8.5425250E-04  9.8718064E-06
  2.0963200E+02 -6.9937576E-08  2.7912888E-05  8.5657556E-04  8.5816044E-04  9.7413194E-06
  2.0963200E+02 -6.7313927E-08  2.7988877E-05  8.6068649E-04  8.6205027E-04  9.6119068E-06
  2.0963200E+02 -6.4686853E-08  2.8065422E-05  8.6480191E-04  8.6594535E-04  9.4827893E-06
  2.0963200E+02 -6.2072114E-08  2.8142084E-05  8.6889716E-04  8.6982236E-04  9.3547382E-06
  2.0963200E+02 -5.9454034E-08  2.8219344E-05  8.7299687E-04  8.7370459E-04  9.2269825E-06
  2.0963200E+02 -5.6840501E-08  2.8296992E-05  8.7708873E-04  8.7758040E-04  9.0999059E-06
  2.0963200E+02 -5.4239349E-08  2.8374814E-05  8.8116053E-04  8.8143821E-04  8.9738839E-06
  2.0963200E+02 -5.1634982E-08  2.8453296E-05  8.8523675E-04  8.8530121E-04  8.8481578E-06
  2.0963200E+02 -4.9043025E-08  2.8531989E-05  8.8929297E-04  8.8914626E-04  8.7234784E-06
  2.0963200E+02 -4.6447939E-08  2.8611386E-05  8.9335358E-04  8.9299647E-04  8.5990952E-06
  2.0963200E+02 -4.3865291E-08  2.8691029E-05  8.9739426E-04  8.9682878E-04  8.4757510E-06
  2.0963200E+02 -4.1279597E-08  2.8771418E-05  9.0143930E-04  9.0066622E-04  8.3527031E-06
  2.0963200E+02 -3.8706369E-08  2.8852091E-05  9.0546449E-04  9.0448581E-04  8.2306865E-06
  2.0963200E+02 -3.6130179E-08  2.8933551E-05  9.0949400E-04  9.0831050E-04  8.1089665E-06
  2.0963200E+02 -3.3558790E-08  2.9015578E-05  9.1351575E-04  9.1212882E-04  7.9879087E-06
  2.0963200E+02 -3.0999906E-08  2.9097942E-05  9.1751775E-04  9.1592936E-04  7.8678705E-06
  2.0963200E+02 -2.8438187E-08  2.9181157E-05  9.2152403E-04  9.1973497E-04  7.7481293E-06
  2.0963200E+02 -2.5888998E-08  2.9264746E-05  9.2551062E-04  9.2352285E-04  7.6294001E-06
  2.0963200E+02 -2.3337057E-08  2.9349228E-05  9.2950148E-04  9.2731577E-04  7.5109681E-06
  2.0963200E+02 -2.0797672E-08  2.9434119E-05  9.3347270E-04  9.3109101E-04  7.3935406E-06
  2.0963200E+02 -1.8255618E-08  2.9519947E-05  9.3744817E-04  9.3487125E-04  7.2764103E-06
  2.0963200E+02 -1.5726143E-08  2.9606218E-05  9.4140407E-04  9.3863387E-04  7.1602770E-06
  2.0963200E+02 -1.3194083E-08  2.9693469E-05  9.4536418E-04  9.4240147E-04  7.0444411E-06
  2.0963200E+02 -1.0667067E-08  2.9781461E-05  9.4931662E-04  9.4616275E-04  6.9292507E-06
  2.0963200E+02 -8.1526644E-09  2.9869948E-05  9.5324959E-04  9.4990647E-04  6.8150457E-06
  2.0963200E+02 -5.6358011E-09  2.9959480E-05  9.5718674E-04  9.5365513E-04  6.7011386E-06
  2.0963200E+02 -3.1315736E-09  3.0049540E-05  9.6110448E-04  9.5738629E-04  6.5882095E-06
  2.0963200E+02 -6.2496756E-10  3.0140688E-05  9.6502637E-04  9.6112236E-04  6.4755784E-06
  2.0963200E+02  1.8689815E-09  3.0232397E-05  9.6892893E-04  9.6484098E-04  6.3639178E-06
  2.0963200E+02  4.3652264E-09  3.0325238E-05  9.7283560E-04  9.6856448E-04  6.2525553E-06
  2.0963200E+02  6.8487940E-09  3.0418674E-05  9.7672301E-04  9.7227058E-04  6.1421559E-06
  2.0963200E+02  9.3345751E-09  3.0513285E-05  9.8061451E-04  9.7598153E-04  6.0320548E-06
  2.0963200E+02  1.1815078E-08  3.0608811E-05  9.8449842E-04  9.7968621E-04  5.9225826E-06
  2.0963200E+02  1.4282875E-08  3.0704981E-05  9.8836316E-04  9.8337356E-04  5.8140624E-06
  2.0963200E+02  1.6752762E-08  3.0802391E-05  9.9223195E-04  9.8706573E-04  5.7058406E-06
  2.0963200E+02  1.9209924E-08  3.0900478E-05  9.9608164E-04  9.9074061E-04  5.5985635E-06
  2.0963200E+02  2.1669094E-08  3.0999849E-05  9.9993535E-04  9.9442028E-04  5.4915850E-06
  2.0963200E+02  2.4115522E-08  3.1099928E-05  1.0037700E-03  9.9808272E-04  5.3855438E-06
  2.0963200E+02  2.6563877E-08  3.1201335E-05  1.0076087E-03  1.0017499E-03  5.2798012E-06
  2.0963200E+02  2.8999472E-08  3.1303483E-05  1.0114284E-03  1.0053999E-03  5.1749887E-06
  2.0963200E+02  3.1436913E-08  3.1407002E-05  1.0152520E-03  1.0090547E-03  5.0704750E-06
  2.0963200E+02  3.3868851E-08  3.1511608E-05  1.0190682E-03  1.0127032E-03  4.9665739E-06
  2.0963200E+02  3.6288006E-08  3.1617001E-05  1.0228655E-03  1.0163346E-03  4.8635919E-06
  2.0963200E+02  3.8708884E-08  3.1723831E-05  1.0266667E-03  1.0199708E-03  4.7609089E-06
  2.0963200E+02  4.1116965E-08  3.1831480E-05  1.0304491E-03  1.0235898E-03  4.6591378E-06
  2.0963200E+02  4.3526686E-08  3.1940611E-05  1.0342354E-03  1.0272135E-03  4.5576657E-06
  2.0963200E+02  4.5923596E-08  3.2050591E-05  1.0380030E-03  1.0308202E-03  4.4570983E-06
  2.0963200E+02  4.8322067E-08  3.2162097E-05  1.0417744E-03  1.0344316E-03  4.3568300E-06
  2.0963200E+02  5.0707712E-08  3.2274482E-05  1.0455272E-03  1.0380260E-03  4.2574593E-06
  2.0963200E+02  5.3094837E-08  3.2388439E-05  1.0492838E-03  1.0416250E-03  4.1583877E-06
  2.0963200E+02  5.5476246E-08  3.2503650E-05  1.0530330E-03  1.0452178E-03  4.0599127E-06
  2.0963200E+02  5.7844811E-08  3.2619784E-05  1.0567636E-03  1.0487937E-03  3.9623247E-06
  2.0963200E+02  6.0214735E-08  3.2737557E-05  1.0604980E-03  1.0523743E-03  3.8650358E-06
  2.0963200E+02  6.2571804E-08  3.2856282E-05  1.0642139E-03  1.0559379E-03  3.7686268E-06
  2.0963200E+02  6.4930151E-08  3.2976691E-05  1.0679336E-03  1.0595061E-03  3.6725169E-06
  2.0963200E+02  6.7275633E-08  3.3098080E-05  1.0716348E-03  1.0630576E-03  3.5772800E-06
  2.0963200E+02  6.9622312E-08  3.3221198E-05  1.0753398E-03  1.0666135E-03  3.4823422E-06
  2.0963200E+02  7.1956116E-08  3.3345326E-05  1.0790264E-03  1.0701527E-03  3.3882704E-06
  2.0963200E+02  7.4291038E-08  3.3471227E-05  1.0827167E-03  1.0736964E-03  3.2944977E-06
  2.0963200E+02  7.6620040E-08  3.3598550E-05  1.0863997E-03  1.0772340E-03  3.2013057E-06
  2.0963200E+02  7.8936151E-08  3.3726925E-05  1.0900644E-03  1.0807549E-03  3.1089693E-06
  2.0963200E+02  8.1253262E-08  3.3857140E-05  1.0937328E-03  1.0842802E-03  3.0169320E-06
  2.0963200E+02  8.3557475E-08  3.3988436E-05  1.0973829E-03  1.0877889E-03  2.9257433E-06
  2.0963200E+02  8.5862607E-08  3.4121618E-05  1.1010368E-03  1.0913021E-03  2.8348537E-06
  2.0963200E+02  8.8154835E-08  3.4255908E-05  1.1046724E-03  1.0947987E-03  2.7448057E-06
  2.0963200E+02  9.0447903E-08  3.4392129E-05  1.1083117E-03  1.0982996E-03  2.6550569E-06
  2.0963200E+02  9.2728058E-08  3.4529485E-05  1.1119329E-03  1.1017841E-03  2.5661429E-06
  2.0963200E+02  9.5008976E-08  3.4668819E-05  1.1155577E-03  1.1052729E-03  2.4775279E-06
  2.0963200E+02  9.7283777E-08  3.4809737E-05  1.1191753E-03  1.1087557E-03  2.3894782E-06
  2.0963200E+02  9.9545657E-08  3.4951831E-05  1.1227748E-03  1.1122220E-03  2.3022531E-06
  2.0963200E+02  1.0180818E-07  3.5095970E-05  1.1263779E-03  1.1156926E-03  2.2153269E-06
  2.0963200E+02  1.0405778E-07  3.5241310E-05  1.1299631E-03  1.1191468E-03  2.1292186E-06
  2.0963200E+02  1.0630794E-07  3.5388742E-05  1.1335518E-03  1.1226054E-03  2.0434092E-06
