          atime           uavg           vavg           wavg         pm1avg           tavg
  2.0963200E+02  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.1052827E-03  0.0000000E+00
  2.0963200E+02  1.3465060E-04 -1.5517845E-09  1.6294425E-07  2.1052813E-03  0.0000000E+00
  2.0963200E+02  2.6929634E-04 -3.0940964E-09  3.2588368E-07  2.1052798E-03  0.0000000E+00
  2.0963200E+02  4.0395741E-04 -4.6271930E-09  4.8884272E-07  2.1052784E-03  0.0000000E+00
  2.0963200E+02  5.3858134E-04 -6.1505063E-09  6.5175787E-07  2.1052770E-03  0.0000000E+00
  2.0963200E+02  6.7324481E-04 -7.6649310E-09  8.1472195E-07  2.1052756E-03  0.0000000E+00
  2.0963200E+02  8.0786710E-04 -9.1695865E-09  9.7763726E-07  2.1052742E-03  0.0000000E+00
  2.0963200E+02  9.4252894E-04 -1.0665402E-08  1.1406015E-06  2.1052728E-03  0.0000000E+00
  2.0963200E+02  1.0771496E-03 -1.2151509E-08  1.3035170E-06  2.1052714E-03  0.0000000E+00
  2.0963200E+02  1.2118098E-03 -1.3628824E-08  1.4664814E-06  2.1052701E-03  0.0000000E+00
  2.0963200E+02  1.3464692E-03 -1.5096929E-08  1.6294459E-06  2.1052687E-03  0.0000000E+00
  2.0963200E+02  1.4810874E-03 -1.6555415E-08  1.7923616E-06  2.1052674E-03  0.0000000E+00
  2.0963200E+02  1.6157452E-03 -1.8005182E-08  1.9553263E-06  2.1052661E-03  0.0000000E+00
  2.0963200E+02  1.7503618E-03 -1.9445389E-08  2.1182422E-06  2.1052648E-03  0.0000000E+00
  2.0963200E+02  1.8850179E-03 -2.0876926E-08  2.2812070E-06  2.1052635E-03  0.0000000E+00
  2.0963200E+02  2.0196329E-03 -2.2298963E-08  2.4441231E-06  2.1052622E-03  0.0000000E+00
  2.0963200E+02  2.1542874E-03 -2.3712378E-08  2.6070882E-06  2.1052609E-03  0.0000000E+00
  2.0963200E+02  2.2889008E-03 -2.5116351E-08  2.7700045E-06  2.1052597E-03  0.0000000E+00
  2.0963200E+02  2.4235537E-03 -2.6511751E-08  2.9329698E-06  2.1052584E-03  0.0000000E+00
  2.0963200E+02  2.5582058E-03 -2.7898183E-08  3.0959351E-06  2.1052572E-03  0.0000000E+00
  2.0963200E+02  2.6928167E-03 -2.9275261E-08  3.2588517E-06  2.1052559E-03  0.0000000E+00
  2.0963200E+02  2.8274672E-03 -3.0643837E-08  3.4218173E-06  2.1052547E-03  0.0000000E+00
  2.0963200E+02  2.9620765E-03 -3.2003119E-08  3.5847341E-06  2.1052535E-03  0.0000000E+00
  2.0963200E+02  3.0967253E-03 -3.3353947E-08  3.7476999E-06  2.1052523E-03  0.0000000E+00
  2.0963200E+02  3.2313330E-03 -3.4695539E-08  3.9106170E-06  2.1052511E-03  0.0000000E+00
  2.0963200E+02  3.3659803E-03 -3.6028725E-08  4.0735830E-06  2.1052500E-03  0.0000000E+00
  2.0963200E+02  3.5005863E-03 -3.7352732E-08  4.2365003E-06  2.1052488E-03  0.0000000E+00
  2.0963200E+02  3.6352320E-03 -3.8668382E-08  4.3994665E-06  2.1052476E-03  0.0000000E+00
  2.0963200E+02  3.7698768E-03 -3.9975301E-08  4.5624329E-06  2.1052465E-03  0.0000000E+00
  2.0963200E+02  3.9044804E-03 -4.1273129E-08  4.7253505E-06  2.1052454E-03  0.0000000E+00
  2.0963200E+02  4.0392447E-03 -4.2563825E-08  4.8884636E-06  2.1052442E-03  0.0000000E+00
  2.0963200E+02  4.1736450E-03 -4.3842411E-08  5.0511372E-06  2.1052431E-03  0.0000000E+00
  2.0963200E+02  4.3084480E-03 -4.5116204E-08  5.2142995E-06  2.1052420E-03  0.0000000E+00
  2.0963200E+02  4.4428466E-03 -4.6377602E-08  5.3769734E-06  2.1052410E-03  0.0000000E+00
  2.0963200E+02  4.5776481E-03 -4.7634207E-08  5.5401358E-06  2.1052399E-03  0.0000000E+00
  2.0963200E+02  4.7120451E-03 -4.8878521E-08  5.7028100E-06  2.1052388E-03  0.0000000E+00
  2.0963200E+02  4.8468449E-03 -5.0118044E-08  5.8659727E-06  2.1052377E-03  0.0000000E+00
  2.0963200E+02  4.9816439E-03 -5.1349051E-08  6.0291356E-06  2.1052367E-03  0.0000000E+00
  2.0963200E+02  5.1160385E-03 -5.2567922E-08  6.1918101E-06  2.1052357E-03  0.0000000E+00
  2.0963200E+02  5.2508359E-03 -5.3782003E-08  6.3549732E-06  2.1052346E-03  0.0000000E+00
  2.0963200E+02  5.3852290E-03 -5.4984049E-08  6.5176480E-06  2.1052336E-03  0.0000000E+00
  2.0963200E+02  5.5200247E-03 -5.6181306E-08  6.6808114E-06  2.1052326E-03  0.0000000E+00
  2.0963200E+02  5.6544162E-03 -5.7366631E-08  6.8434864E-06  2.1052316E-03  0.0000000E+00
  2.0963200E+02  5.7892103E-03 -5.8547168E-08  7.0066501E-06  2.1052306E-03  0.0000000E+00
  2.0963200E+02  5.9236001E-03 -5.9715874E-08  7.1693253E-06  2.1052296E-03  0.0000000E+00
  2.0963200E+02  6.0583927E-03 -6.0879794E-08  7.3324893E-06  2.1052287E-03  0.0000000E+00
  2.0963200E+02  6.1931845E-03 -6.2035431E-08  7.4956534E-06  2.1052277E-03  0.0000000E+00
  2.0963200E+02  6.3275719E-03 -6.3179389E-08  7.6583291E-06  2.1052268E-03  0.0000000E+00
  2.0963200E+02  6.4623620E-03 -6.4318562E-08  7.8214934E-06  2.1052258E-03  0.0000000E+00
  2.0963200E+02  6.5967478E-03 -6.5446156E-08  7.9841694E-06  2.1052249E-03  0.0000000E+00
