          atime         ptr_uu         ptr_vv         ptr_ww         pm1avg           tavg
  2.0963200E+02  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.1052827E-03  0.0000000E+00
  2.0963200E+02  2.2992439E-06 -1.2291139E-07  9.1473823E-06  2.1052813E-03  0.0000000E+00
  2.0963200E+02  4.5909972E-06 -2.4518756E-07  1.8281845E-05  2.1052798E-03  0.0000000E+00
  2.0963200E+02  6.8756114E-06 -3.6684963E-07  2.7404773E-05  2.1052784E-03  0.0000000E+00
  2.0963200E+02  9.1522069E-06 -4.8785316E-07  3.6512630E-05  2.1052770E-03  0.0000000E+00
  2.0963200E+02  1.1422089E-05 -6.0826993E-07  4.5610620E-05  2.1052756E-03  0.0000000E+00
  2.0963200E+02  1.3683907E-05 -7.2803056E-07  5.4693305E-05  2.1052742E-03  0.0000000E+00
  2.0963200E+02  1.5939025E-05 -8.4720972E-07  6.3766148E-05  2.1052728E-03  0.0000000E+00
  2.0963200E+02  1.8186100E-05 -9.6573878E-07  7.2823727E-05  2.1052714E-03  0.0000000E+00
  2.0963200E+02  2.0426490E-05 -1.0836916E-06  8.1871490E-05  2.1052701E-03  0.0000000E+00
  2.0963200E+02  2.2659527E-05 -1.2010355E-06  9.0906734E-05  2.1052687E-03  0.0000000E+00
  2.0963200E+02  2.4884556E-05 -1.3177382E-06  9.9926775E-05  2.1052674E-03  0.0000000E+00
  2.0963200E+02  2.7102919E-05 -1.4338726E-06  1.0893704E-04  2.1052661E-03  0.0000000E+00
  2.0963200E+02  2.9313295E-05 -1.5493718E-06  1.1793213E-04  2.1052648E-03  0.0000000E+00
  2.0963200E+02  3.1517018E-05 -1.6643079E-06  1.2691748E-04  2.1052635E-03  0.0000000E+00
  2.0963200E+02  3.3712778E-05 -1.7786147E-06  1.3588769E-04  2.1052622E-03  0.0000000E+00
  2.0963200E+02  3.5901898E-05 -1.8923636E-06  1.4484818E-04  2.1052609E-03  0.0000000E+00
  2.0963200E+02  3.8083076E-05 -2.0054892E-06  1.5379359E-04  2.1052597E-03  0.0000000E+00
  2.0963200E+02  4.0257629E-05 -2.1180620E-06  1.6272929E-04  2.1052584E-03  0.0000000E+00
  2.0963200E+02  4.2424910E-05 -2.2300508E-06  1.7165261E-04  2.1052572E-03  0.0000000E+00
  2.0963200E+02  4.4584282E-05 -2.3414250E-06  1.8056092E-04  2.1052559E-03  0.0000000E+00
  2.0963200E+02  4.6737049E-05 -2.4522542E-06  1.8945955E-04  2.1052547E-03  0.0000000E+00
  2.0963200E+02  4.8881928E-05 -2.5624746E-06  1.9834320E-04  2.1052535E-03  0.0000000E+00
  2.0963200E+02  5.1020216E-05 -2.6721551E-06  2.0721721E-04  2.1052523E-03  0.0000000E+00
  2.0963200E+02  5.3150639E-05 -2.7812326E-06  2.1607627E-04  2.1052511E-03  0.0000000E+00
  2.0963200E+02  5.5274483E-05 -2.8897752E-06  2.2492572E-04  2.1052500E-03  0.0000000E+00
  2.0963200E+02  5.7390484E-05 -2.9977207E-06  2.3376025E-04  2.1052488E-03  0.0000000E+00
  2.0963200E+02  5.9499920E-05 -3.1051363E-06  2.4258520E-04  2.1052476E-03  0.0000000E+00
  2.0963200E+02  6.1602165E-05 -3.2119924E-06  2.5139792E-04  2.1052465E-03  0.0000000E+00
