          atime        pres_st        turb_df           diss        visc_df        garbage
  2.0963200E+02  4.5073019E-05  3.6832839E-04 -2.9118137E-02  2.6596436E-02  0.0000000E+00
  2.0963200E+02  4.4790822E-05  3.6493219E-04 -2.9107898E-02  2.6587680E-02  3.5584727E-07
  2.0963200E+02  4.4509699E-05  3.6154899E-04 -2.9097672E-02  2.6578958E-02  7.0804579E-07
  2.0963200E+02  4.4229603E-05  3.5817828E-04 -2.9087459E-02  2.6570266E-02  1.0566731E-06
  2.0963200E+02  4.3950643E-05  3.5482135E-04 -2.9077262E-02  2.6561610E-02  1.4016192E-06
  2.0963200E+02  4.3672656E-05  3.5147631E-04 -2.9067075E-02  2.6552983E-02  1.7431056E-06
  2.0963200E+02  4.3395807E-05  3.4814513E-04 -2.9056904E-02  2.6544390E-02  2.0809527E-06
  2.0963200E+02  4.3119928E-05  3.4482583E-04 -2.9046744E-02  2.6535827E-02  2.4153882E-06
  2.0963200E+02  4.2845181E-05  3.4152038E-04 -2.9036600E-02  2.6527298E-02  2.7462366E-06
  2.0963200E+02  4.2571399E-05  3.3822679E-04 -2.9026466E-02  2.6518798E-02  3.0737214E-06
  2.0963200E+02  4.2298662E-05  3.3494606E-04 -2.9016346E-02  2.6510330E-02  3.3977677E-06
  2.0963200E+02  4.2027049E-05  3.3167916E-04 -2.9006242E-02  2.6501895E-02  3.7183049E-06
  2.0963200E+02  4.1756396E-05  3.2842412E-04 -2.8996148E-02  2.6493489E-02  4.0355501E-06
  2.0963200E+02  4.1486861E-05  3.2518288E-04 -2.8986071E-02  2.6485116E-02  4.3493381E-06
  2.0963200E+02  4.1218280E-05  3.2195350E-04 -2.8976004E-02  2.6476771E-02  4.6598818E-06
  2.0963200E+02  4.0950813E-05  3.1873791E-04 -2.8965953E-02  2.6468459E-02  4.9670200E-06
  2.0963200E+02  4.0684297E-05  3.1553417E-04 -2.8955912E-02  2.6460175E-02  5.2709615E-06
  2.0963200E+02  4.0418888E-05  3.1234420E-04 -2.8945887E-02  2.6451924E-02  5.5715489E-06
  2.0963200E+02  4.0154426E-05  3.0916608E-04 -2.8935873E-02  2.6443701E-02  5.8689871E-06
  2.0963200E+02  3.9890987E-05  3.0600077E-04 -2.8925872E-02  2.6435507E-02  6.1632104E-06
  2.0963200E+02  3.9628648E-05  3.0284919E-04 -2.8915887E-02  2.6427345E-02  6.4541565E-06
  2.0963200E+02  3.9367249E-05  2.9970945E-04 -2.8905912E-02  2.6419211E-02  6.7420246E-06
  2.0963200E+02  3.9106944E-05  2.9658344E-04 -2.8895953E-02  2.6411109E-02  7.0266667E-06
  2.0963200E+02  3.8847576E-05  2.9346926E-04 -2.8886005E-02  2.6403033E-02  7.3082781E-06
  2.0963200E+02  3.8589296E-05  2.9036879E-04 -2.8876072E-02  2.6394989E-02  7.5867144E-06
  2.0963200E+02  3.8331948E-05  2.8728015E-04 -2.8866150E-02  2.6386971E-02  7.8621672E-06
  2.0963200E+02  3.8075684E-05  2.8420519E-04 -2.8856243E-02  2.6378985E-02  8.1344958E-06
  2.0963200E+02  3.7820348E-05  2.8114206E-04 -2.8846347E-02  2.6371025E-02  8.4038879E-06
  2.0963200E+02  3.7566013E-05  2.7809168E-04 -2.8836464E-02  2.6363093E-02  8.6702858E-06
  2.0963200E+02  3.7312755E-05  2.7505496E-04 -2.8826597E-02  2.6355192E-02  8.9336355E-06
  2.0963200E+02  3.7060191E-05  2.7202734E-04 -2.8816731E-02  2.6347310E-02  9.1943522E-06
  2.0963200E+02  3.6809302E-05  2.6902059E-04 -2.8806904E-02  2.6339477E-02  9.4514515E-06
  2.0963200E+02  3.6558652E-05  2.6601754E-04 -2.8797061E-02  2.6331648E-02  9.7064236E-06
