          atime         eps_uu         eps_vv         eps_ww         pm1avg           tavg
  7.8507600E+01 -1.0173443E-01 -1.2473903E-08 -8.9496351E-02  4.8925311E-02  0.0000000E+00
  7.8507600E+01 -1.0099153E-01 -3.5249698E-07 -8.8997822E-02  4.8925749E-02  0.0000000E+00
  7.8507600E+01 -9.8791539E-02 -5.3339971E-06 -8.7528411E-02  4.8927057E-02  0.0000000E+00
  7.8507600E+01 -9.5214188E-02 -2.6423333E-05 -8.5162203E-02  4.8929164E-02  0.0000000E+00
  7.8507600E+01 -9.0374641E-02 -8.1344172E-05 -8.2009487E-02  4.8931768E-02  0.0000000E+00
  7.8507600E+01 -8.4402240E-02 -1.9219494E-04 -7.8197814E-02  4.8934060E-02  0.0000000E+00
  7.8507600E+01 -7.7435233E-02 -3.8308139E-04 -7.3856612E-02  4.8934343E-02  0.0000000E+00
  7.8507600E+01 -6.9626750E-02 -6.7746617E-04 -6.9100638E-02  4.8929592E-02  0.0000000E+00
  7.8507600E+01 -6.1176452E-02 -1.0951735E-03 -6.4023996E-02  4.8914952E-02  0.0000000E+00
  7.8507600E+01 -5.2379478E-02 -1.6495171E-03 -5.8707303E-02  4.8883300E-02  0.0000000E+00
  7.8507600E+01 -4.3669758E-02 -2.3444381E-03 -5.3236661E-02  4.8824957E-02  0.0000000E+00
  7.8507600E+01 -3.5610528E-02 -3.1719953E-03 -4.7725680E-02  4.8727747E-02  0.0000000E+00
  7.8507600E+01 -2.8815877E-02 -4.1125481E-03 -4.2325072E-02  4.8577445E-02  0.0000000E+00
  7.8507600E+01 -2.3808987E-02 -5.1371169E-03 -3.7207268E-02  4.8358510E-02  0.0000000E+00
  7.8507600E+01 -2.0886133E-02 -6.2064962E-03 -3.2557703E-02  4.8056359E-02  0.0000000E+00
  7.8507600E+01 -1.9999271E-02 -7.2820504E-03 -2.8512922E-02  4.7657660E-02  0.0000000E+00
  7.8507600E+01 -2.0800396E-02 -8.3243120E-03 -2.5165921E-02  4.7153894E-02  0.0000000E+00
  7.8507600E+01 -2.2733300E-02 -9.3036619E-03 -2.2532782E-02  4.6540837E-02  0.0000000E+00
  7.8507600E+01 -2.5175301E-02 -1.0199337E-02 -2.0572088E-02  4.5821842E-02  0.0000000E+00
  7.8507600E+01 -2.7599985E-02 -1.1005560E-02 -1.9194047E-02  4.5004613E-02  0.0000000E+00
  7.8507600E+01 -2.9625559E-02 -1.1723324E-02 -1.8294176E-02  4.4103824E-02  0.0000000E+00
  7.8507600E+01 -3.1034306E-02 -1.2358252E-02 -1.7765012E-02  4.3137400E-02  0.0000000E+00
  7.8507600E+01 -3.1762689E-02 -1.2915788E-02 -1.7515166E-02  4.2128023E-02  0.0000000E+00
  7.8507600E+01 -3.1870505E-02 -1.3403449E-02 -1.7475602E-02  4.1097641E-02  0.0000000E+00
  7.8507600E+01 -3.1486472E-02 -1.3830271E-02 -1.7601109E-02  4.0068958E-02  0.0000000E+00
  7.8507600E+01 -3.0781437E-02 -1.4207947E-02 -1.7869860E-02  3.9062010E-02  0.0000000E+00
  7.8507600E+01 -2.9928044E-02 -1.4551086E-02 -1.8273986E-02  3.8093758E-02  0.0000000E+00
  7.8507600E+01 -2.9080099E-02 -1.4874168E-02 -1.8806664E-02  3.7177695E-02  0.0000000E+00
  7.8507600E+01 -2.8340093E-02 -1.5192506E-02 -1.9451953E-02  3.6322106E-02  0.0000000E+00
  7.8507600E+01 -2.7769229E-02 -1.5520387E-02 -2.0186552E-02  3.5532263E-02  0.0000000E+00
  7.8507600E+01 -2.7403657E-02 -1.5871973E-02 -2.0989688E-02  3.4808192E-02  0.0000000E+00
  7.8507600E+01 -2.7267707E-02 -1.6260264E-02 -2.1845865E-02  3.4146943E-02  0.0000000E+00
  7.8507600E+01 -2.7369260E-02 -1.6695327E-02 -2.2737475E-02  3.3543356E-02  0.0000000E+00
  7.8507600E+01 -2.7695224E-02 -1.7181966E-02 -2.3635071E-02  3.2989523E-02  0.0000000E+00
  7.8507600E+01 -2.8253729E-02 -1.7720273E-02 -2.4546834E-02  3.2477137E-02  0.0000000E+00
  7.8507600E+01 -2.8964285E-02 -1.8300383E-02 -2.5452428E-02  3.1997416E-02  0.0000000E+00
  7.8507600E+01 -2.9802894E-02 -1.8914955E-02 -2.6389928E-02  3.1542068E-02  0.0000000E+00
  7.8507600E+01 -3.0699008E-02 -1.9556248E-02 -2.7388217E-02  3.1102655E-02  0.0000000E+00
  7.8507600E+01 -3.1585999E-02 -2.0212008E-02 -2.8454245E-02  3.0672934E-02  0.0000000E+00
  7.8507600E+01 -3.2460062E-02 -2.0873473E-02 -2.9562949E-02  3.0246408E-02  0.0000000E+00
  7.8507600E+01 -3.3384654E-02 -2.1539932E-02 -3.0647261E-02  2.9816822E-02  0.0000000E+00
  7.8507600E+01 -3.4365484E-02 -2.2210843E-02 -3.1612446E-02  2.9381119E-02  0.0000000E+00
  7.8507600E+01 -3.5645323E-02 -2.2889220E-02 -3.2698557E-02  2.8937767E-02  0.0000000E+00
  7.8507600E+01 -3.6879341E-02 -2.3556419E-02 -3.3679783E-02  2.8487134E-02  0.0000000E+00
  7.8507600E+01 -3.8145747E-02 -2.4195168E-02 -3.4640635E-02  2.8033538E-02  0.0000000E+00
  7.8507600E+01 -3.9444602E-02 -2.4795098E-02 -3.5554988E-02  2.7580725E-02  0.0000000E+00
  7.8507600E+01 -4.0761687E-02 -2.5353440E-02 -3.6378449E-02  2.7133905E-02  0.0000000E+00
  7.8507600E+01 -4.2084349E-02 -2.5868868E-02 -3.7103403E-02  2.6701353E-02  0.0000000E+00
  7.8507600E+01 -4.3367240E-02 -2.6335194E-02 -3.7737373E-02  2.6290318E-02  0.0000000E+00
  7.8507600E+01 -4.4407340E-02 -2.6726185E-02 -3.8126916E-02  2.5907203E-02  0.0000000E+00
  7.8507600E+01 -4.5526556E-02 -2.7042918E-02 -3.8454769E-02  2.5558555E-02  0.0000000E+00
  7.8507600E+01 -4.6346546E-02 -2.7259840E-02 -3.8486376E-02  2.5251885E-02  0.0000000E+00
  7.8507600E+01 -4.7023660E-02 -2.7366609E-02 -3.8562802E-02  2.4992419E-02  0.0000000E+00
  7.8507600E+01 -4.7676471E-02 -2.7356804E-02 -3.8785389E-02  2.4786233E-02  0.0000000E+00
  7.8507600E+01 -4.8230310E-02 -2.7234013E-02 -3.9009284E-02  2.4638669E-02  0.0000000E+00
  7.8507600E+01 -4.8594011E-02 -2.7013762E-02 -3.9058468E-02  2.4554686E-02  0.0000000E+00
  7.8507600E+01 -4.8794772E-02 -2.6709134E-02 -3.8852039E-02  2.4535936E-02  0.0000000E+00
  7.8507600E+01 -4.8774376E-02 -2.6310447E-02 -3.8283792E-02  2.4582006E-02  0.0000000E+00
  7.8507600E+01 -4.8510445E-02 -2.5837286E-02 -3.7512878E-02  2.4690461E-02  0.0000000E+00
  7.8507600E+01 -4.7696040E-02 -2.5272272E-02 -3.6473694E-02  2.4857585E-02  0.0000000E+00
  7.8507600E+01 -4.6949510E-02 -2.4606078E-02 -3.5279874E-02  2.5076332E-02  0.0000000E+00
  7.8507600E+01 -4.6317444E-02 -2.3858031E-02 -3.4211384E-02  2.5333599E-02  0.0000000E+00
  7.8507600E+01 -4.5453804E-02 -2.3036668E-02 -3.3196282E-02  2.5618114E-02  0.0000000E+00
  7.8507600E+01 -4.4249492E-02 -2.2161928E-02 -3.2068839E-02  2.5917972E-02  0.0000000E+00
  7.8507600E+01 -4.2909164E-02 -2.1268260E-02 -3.0813210E-02  2.6217469E-02  0.0000000E+00
  7.8507600E+01 -4.1510924E-02 -2.0356734E-02 -2.9498956E-02  2.6507018E-02  0.0000000E+00
  7.8507600E+01 -3.9825215E-02 -1.9442491E-02 -2.8058656E-02  2.6774874E-02  0.0000000E+00
  7.8507600E+01 -3.7868495E-02 -1.8503966E-02 -2.6655167E-02  2.7010378E-02  0.0000000E+00
  7.8507600E+01 -3.5690262E-02 -1.7535289E-02 -2.5282760E-02  2.7202253E-02  0.0000000E+00
  7.8507600E+01 -3.3662223E-02 -1.6597387E-02 -2.3969317E-02  2.7344730E-02  0.0000000E+00
  7.8507600E+01 -3.1769338E-02 -1.5714718E-02 -2.2624065E-02  2.7436116E-02  0.0000000E+00
  7.8507600E+01 -2.9921718E-02 -1.4907861E-02 -2.1300325E-02  2.7473400E-02  0.0000000E+00
  7.8507600E+01 -2.8055226E-02 -1.4174006E-02 -2.0099247E-02  2.7451676E-02  0.0000000E+00
  7.8507600E+01 -2.6150717E-02 -1.3496873E-02 -1.9001202E-02  2.7364179E-02  0.0000000E+00
  7.8507600E+01 -2.4083109E-02 -1.2854913E-02 -1.7819045E-02  2.7208295E-02  0.0000000E+00
  7.8507600E+01 -2.2276465E-02 -1.2283223E-02 -1.6803587E-02  2.6985437E-02  0.0000000E+00
  7.8507600E+01 -2.0600154E-02 -1.1741266E-02 -1.5798682E-02  2.6699419E-02  0.0000000E+00
  7.8507600E+01 -1.9136725E-02 -1.1254680E-02 -1.4926436E-02  2.6355424E-02  0.0000000E+00
  7.8507600E+01 -1.7857785E-02 -1.0817203E-02 -1.4181127E-02  2.5962072E-02  0.0000000E+00
  7.8507600E+01 -1.6745948E-02 -1.0423887E-02 -1.3521380E-02  2.5530297E-02  0.0000000E+00
  7.8507600E+01 -1.5797060E-02 -1.0070428E-02 -1.2915914E-02  2.5065797E-02  0.0000000E+00
  7.8507600E+01 -1.4986231E-02 -9.7495196E-03 -1.2356539E-02  2.4572863E-02  0.0000000E+00
  7.8507600E+01 -1.4207381E-02 -9.4496437E-03 -1.1801497E-02  2.4056791E-02  0.0000000E+00
  7.8507600E+01 -1.3575123E-02 -9.1862247E-03 -1.1353912E-02  2.3519740E-02  0.0000000E+00
  7.8507600E+01 -1.2899774E-02 -8.9344863E-03 -1.0930265E-02  2.2965453E-02  0.0000000E+00
  7.8507600E+01 -1.2251588E-02 -8.6995052E-03 -1.0513848E-02  2.2401940E-02  0.0000000E+00
  7.8507600E+01 -1.1724314E-02 -8.4750079E-03 -1.0136625E-02  2.1836149E-02  0.0000000E+00
  7.8507600E+01 -1.1327911E-02 -8.2596842E-03 -9.8073479E-03  2.1275657E-02  0.0000000E+00
  7.8507600E+01 -1.1016370E-02 -8.0568750E-03 -9.5220100E-03  2.0727111E-02  0.0000000E+00
  7.8507600E+01 -1.0743140E-02 -7.8639537E-03 -9.2819184E-03  2.0192731E-02  0.0000000E+00
  7.8507600E+01 -1.0468534E-02 -7.6692171E-03 -9.0647566E-03  1.9673491E-02  0.0000000E+00
  7.8507600E+01 -1.0207716E-02 -7.4788160E-03 -8.8416673E-03  1.9170114E-02  0.0000000E+00
