          atime            tkk            imb            div        garbage        garbage
  7.8507600E+01  0.0000000E+00  3.1072837E-06  4.9984407E-05  0.0000000E+00  1.1448787E-06
  7.8507600E+01  3.2286516E-07 -3.8418345E-07  4.9346086E-05  8.0149388E-10  3.8463593E-04
  7.8507600E+01  5.1151899E-06 -1.8060219E-06  4.7829973E-05  5.0619726E-08  1.5201155E-03
  7.8507600E+01  2.5475168E-05  2.5925738E-06  4.7193905E-05  5.6832087E-07  3.3631758E-03
  7.8507600E+01  7.8679905E-05 -6.8655158E-07  4.8831209E-05  3.1262978E-06  5.8410683E-03
  7.8507600E+01  1.8649975E-04 -3.3093135E-06  5.0178591E-05  1.1587739E-05  8.8557614E-03
  7.8507600E+01  3.7288244E-04  5.2302597E-06  5.0077446E-05  3.3292485E-05  1.2282379E-02
  7.8507600E+01  6.6123882E-04 -9.7699415E-06  5.2974287E-05  7.9773333E-05  1.5969887E-02
  7.8507600E+01  1.0713563E-03  1.8141251E-05  5.4465850E-05  1.6620455E-04  1.9739057E-02
  7.8507600E+01  1.6160484E-03  5.6438050E-06  5.0257420E-05  3.0857861E-04  2.3380552E-02
  7.8507600E+01  2.2977511E-03  3.7340047E-06  5.7686667E-05  5.1784076E-04  2.6654689E-02
  7.8507600E+01  3.1059212E-03  2.3404940E-06  5.8312045E-05  7.9164355E-04  2.9305703E-02
  7.8507600E+01  4.0166406E-03  2.3250141E-05  5.4134362E-05  1.1057818E-03  3.1083662E-02
  7.8507600E+01  4.9957125E-03  4.9008018E-05  5.4053824E-05  1.4122588E-03  3.1781511E-02
  7.8507600E+01  5.9998031E-03  5.5788953E-05  5.0362019E-05  1.6447678E-03  3.1273448E-02
  7.8507600E+01  6.9890701E-03  5.2413291E-05  4.3035733E-05  1.7376726E-03  2.9544413E-02
  7.8507600E+01  7.9282538E-03  4.9551378E-05  4.9294656E-05  1.6492253E-03  2.6699758E-02
  7.8507600E+01  8.7971453E-03  2.1210355E-05  4.7795527E-05  1.3813792E-03  2.2948389E-02
  7.8507600E+01  9.5887083E-03  2.8865751E-05  4.5778681E-05  9.8640671E-04  1.8577125E-02
  7.8507600E+01  1.0312926E-02  2.5909366E-05  4.4579957E-05  5.5625007E-04  1.3902519E-02
  7.8507600E+01  1.0989298E-02  2.8322471E-05  5.0982294E-05  2.0162644E-04  9.2356685E-03
  7.8507600E+01  1.1644971E-02  4.6635268E-05  5.2574209E-05  2.8632394E-05  4.8409539E-03
  7.8507600E+01  1.2307479E-02  7.0534655E-05  4.9706673E-05  1.2005344E-04  9.2363021E-04
