          atime         eps_uu         eps_vv         eps_ww         pm1avg           tavg
  2.0799350E+02 -1.1173993E-01 -5.0692363E-07 -1.0338389E-01  2.2723083E-02  0.0000000E+00
  2.0799350E+02 -1.1061811E-01 -9.4412216E-07 -1.0258074E-01  2.2723404E-02  0.0000000E+00
  2.0799350E+02 -1.0732080E-01 -7.3895666E-06 -1.0021410E-01  2.2724345E-02  0.0000000E+00
  2.0799350E+02 -1.0204483E-01 -3.4317395E-05 -9.6406839E-02  2.2725830E-02  0.0000000E+00
  2.0799350E+02 -9.5096274E-02 -1.0290734E-04 -9.1347352E-02  2.2727699E-02  0.0000000E+00
  2.0799350E+02 -8.6859462E-02 -2.3721649E-04 -8.5265686E-02  2.2729641E-02  0.0000000E+00
  2.0799350E+02 -7.7776105E-02 -4.5964497E-04 -7.8416396E-02  2.2731077E-02  0.0000000E+00
  2.0799350E+02 -6.8318499E-02 -7.8665575E-04 -7.1057625E-02  2.2730983E-02  0.0000000E+00
  2.0799350E+02 -5.8972080E-02 -1.2253942E-03 -6.3440497E-02  2.2727662E-02  0.0000000E+00
  2.0799350E+02 -5.0219005E-02 -1.7717165E-03 -5.5807024E-02  2.2718489E-02  0.0000000E+00
  2.0799350E+02 -4.2513610E-02 -2.4098192E-03 -4.8393971E-02  2.2699682E-02  0.0000000E+00
  2.0799350E+02 -3.6237322E-02 -3.1137633E-03 -4.1433722E-02  2.2666188E-02  0.0000000E+00
  2.0799350E+02 -3.1633516E-02 -3.8511625E-03 -3.5144134E-02  2.2611715E-02  0.0000000E+00
  2.0799350E+02 -2.8744802E-02 -4.5886540E-03 -2.9706686E-02  2.2528901E-02  0.0000000E+00
  2.0799350E+02 -2.7391385E-02 -5.2946635E-03 -2.5258293E-02  2.2410112E-02  0.0000000E+00
  2.0799350E+02 -2.7189004E-02 -5.9485874E-03 -2.1830904E-02  2.2247523E-02  0.0000000E+00
  2.0799350E+02 -2.7653659E-02 -6.5376606E-03 -1.9362579E-02  2.2034465E-02  0.0000000E+00
  2.0799350E+02 -2.8386072E-02 -7.0545324E-03 -1.7752648E-02  2.1765805E-02  0.0000000E+00
  2.0799350E+02 -2.8939230E-02 -7.5053831E-03 -1.6815441E-02  2.1438256E-02  0.0000000E+00
  2.0799350E+02 -2.9196041E-02 -7.9077519E-03 -1.6376009E-02  2.1050610E-02  0.0000000E+00
  2.0799350E+02 -2.9194352E-02 -8.2793455E-03 -1.6314199E-02  2.0604898E-02  0.0000000E+00
  2.0799350E+02 -2.9003922E-02 -8.6380906E-03 -1.6527979E-02  2.0104553E-02  0.0000000E+00
  2.0799350E+02 -2.8717728E-02 -8.9992843E-03 -1.6938529E-02  1.9555830E-02  0.0000000E+00
  2.0799350E+02 -2.8438380E-02 -9.3757034E-03 -1.7491370E-02  1.8965554E-02  0.0000000E+00
  2.0799350E+02 -2.8263733E-02 -9.7755684E-03 -1.8151494E-02  1.8342390E-02  0.0000000E+00
  2.0799350E+02 -2.8271818E-02 -1.0202918E-02 -1.8897187E-02  1.7695361E-02  0.0000000E+00
  2.0799350E+02 -2.8510184E-02 -1.0657701E-02 -1.9711846E-02  1.7033744E-02  0.0000000E+00
  2.0799350E+02 -2.8991392E-02 -1.1136405E-02 -2.0577035E-02  1.6367024E-02  0.0000000E+00
  2.0799350E+02 -2.9698427E-02 -1.1634058E-02 -2.1470930E-02  1.5703609E-02  0.0000000E+00
  2.0799350E+02 -3.0597003E-02 -1.2144278E-02 -2.2367882E-02  1.5052376E-02  0.0000000E+00
  2.0799350E+02 -3.1656492E-02 -1.2661372E-02 -2.3245818E-02  1.4420737E-02  0.0000000E+00
  2.0799350E+02 -3.2862280E-02 -1.3178363E-02 -2.4086219E-02  1.3815992E-02  0.0000000E+00
  2.0799350E+02 -3.4203690E-02 -1.3682831E-02 -2.4859643E-02  1.3245248E-02  0.0000000E+00
  2.0799350E+02 -3.5737805E-02 -1.4163345E-02 -2.5605159E-02  1.2713461E-02  0.0000000E+00
  2.0799350E+02 -3.7386688E-02 -1.4645692E-02 -2.6411418E-02  1.2226883E-02  0.0000000E+00
  2.0799350E+02 -3.8684809E-02 -1.5075278E-02 -2.6864748E-02  1.1789545E-02  0.0000000E+00
  2.0799350E+02 -3.9887254E-02 -1.5450005E-02 -2.7187072E-02  1.1405485E-02  0.0000000E+00
  2.0799350E+02 -4.1106627E-02 -1.5770982E-02 -2.7490754E-02  1.1078202E-02  0.0000000E+00
  2.0799350E+02 -4.2355035E-02 -1.6039679E-02 -2.7809604E-02  1.0812171E-02  0.0000000E+00
  2.0799350E+02 -4.3597505E-02 -1.6258696E-02 -2.8133221E-02  1.0610661E-02  0.0000000E+00
  2.0799350E+02 -4.4790517E-02 -1.6430092E-02 -2.8435654E-02  1.0476335E-02  0.0000000E+00
  2.0799350E+02 -4.5902152E-02 -1.6553814E-02 -2.8694828E-02  1.0411795E-02  0.0000000E+00
  2.0799350E+02 -4.6929416E-02 -1.6628581E-02 -2.8904988E-02  1.0418306E-02  0.0000000E+00
  2.0799350E+02 -4.7891182E-02 -1.6651638E-02 -2.9075281E-02  1.0496165E-02  0.0000000E+00
  2.0799350E+02 -4.8802130E-02 -1.6619254E-02 -2.9217065E-02  1.0643887E-02  0.0000000E+00
  2.0799350E+02 -4.9657301E-02 -1.6527663E-02 -2.9327819E-02  1.0858893E-02  0.0000000E+00
  2.0799350E+02 -5.0413284E-02 -1.6373020E-02 -2.9375212E-02  1.1137715E-02  0.0000000E+00
  2.0799350E+02 -5.1009187E-02 -1.6152184E-02 -2.9300399E-02  1.1474697E-02  0.0000000E+00
  2.0799350E+02 -5.1472783E-02 -1.5859695E-02 -2.9063027E-02  1.1864900E-02  0.0000000E+00
  2.0799350E+02 -5.2145772E-02 -1.5482362E-02 -2.8756413E-02  1.2305759E-02  0.0000000E+00
  2.0799350E+02 -5.0987225E-02 -1.5060884E-02 -2.7968482E-02  1.2783452E-02  0.0000000E+00
  2.0799350E+02 -4.9214966E-02 -1.4516991E-02 -2.6750649E-02  1.3291442E-02  0.0000000E+00
  2.0799350E+02 -4.7397876E-02 -1.3903669E-02 -2.5449136E-02  1.3820068E-02  0.0000000E+00
  2.0799350E+02 -4.5485751E-02 -1.3274550E-02 -2.4170065E-02  1.4355795E-02  0.0000000E+00
  2.0799350E+02 -4.3469118E-02 -1.2658844E-02 -2.2935503E-02  1.4887567E-02  0.0000000E+00
  2.0799350E+02 -4.1377835E-02 -1.2073637E-02 -2.1737719E-02  1.5402340E-02  0.0000000E+00
  2.0799350E+02 -3.9240963E-02 -1.1522967E-02 -2.0557348E-02  1.5891304E-02  0.0000000E+00
  2.0799350E+02 -3.7087562E-02 -1.1007163E-02 -1.9391193E-02  1.6346002E-02  0.0000000E+00
  2.0799350E+02 -3.4954477E-02 -1.0529319E-02 -1.8266119E-02  1.6755437E-02  0.0000000E+00
  2.0799350E+02 -3.2854355E-02 -1.0089732E-02 -1.7216593E-02  1.7112564E-02  0.0000000E+00
  2.0799350E+02 -3.0778196E-02 -9.6867318E-03 -1.6270205E-02  1.7413339E-02  0.0000000E+00
  2.0799350E+02 -2.8737674E-02 -9.3221958E-03 -1.5444385E-02  1.7652017E-02  0.0000000E+00
  2.0799350E+02 -2.6726998E-02 -8.9902219E-03 -1.4709479E-02  1.7828758E-02  0.0000000E+00
  2.0799350E+02 -2.4771787E-02 -8.6829056E-03 -1.4007162E-02  1.7944608E-02  0.0000000E+00
  2.0799350E+02 -2.2967286E-02 -8.3947198E-03 -1.3293367E-02  1.8001569E-02  0.0000000E+00
  2.0799350E+02 -2.1446124E-02 -8.1210529E-03 -1.2610668E-02  1.8003787E-02  0.0000000E+00
  2.0799350E+02 -1.9612829E-02 -7.8514662E-03 -1.1874125E-02  1.7954408E-02  0.0000000E+00
  2.0799350E+02 -1.7140405E-02 -7.5539894E-03 -1.0884505E-02  1.7859773E-02  0.0000000E+00
