          atime             vx             vy             vz             pr        garbage
  2.0799350E+02  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.0800419E-02  0.0000000E+00
  2.0799350E+02 -6.0668459E-04  4.1886374E-08  1.1001074E-04  2.0800935E-02  0.0000000E+00
  2.0799350E+02 -2.4130655E-03  6.9758370E-07  4.3855565E-04  2.0802443E-02  0.0000000E+00
  2.0799350E+02 -5.3782042E-03  3.5059987E-06  9.8120045E-04  2.0804818E-02  0.0000000E+00
  2.0799350E+02 -9.4332686E-03  1.0855645E-05  1.7304875E-03  2.0807831E-02  0.0000000E+00
  2.0799350E+02 -1.4483618E-02  2.5714203E-05  2.6763879E-03  2.0811103E-02  0.0000000E+00
  2.0799350E+02 -2.0404720E-02  5.1220702E-05  3.8056325E-03  2.0813983E-02  0.0000000E+00
  2.0799350E+02 -2.7044369E-02  9.0167152E-05  5.1022005E-03  2.0815375E-02  0.0000000E+00
  2.0799350E+02 -3.4223014E-02  1.4438961E-04  6.5474442E-03  2.0813489E-02  0.0000000E+00
  2.0799350E+02 -4.1734088E-02  2.1411217E-04  8.1201210E-03  2.0805583E-02  0.0000000E+00
  2.0799350E+02 -4.9344219E-02  2.9728976E-04  9.7961578E-03  2.0787736E-02  0.0000000E+00
  2.0799350E+02 -5.6797292E-02  3.8904384E-04  1.1548767E-02  2.0754750E-02  0.0000000E+00
  2.0799350E+02 -6.3825611E-02  4.8130602E-04  1.3349639E-02  2.0700191E-02  0.0000000E+00
  2.0799350E+02 -7.0165821E-02  5.6267493E-04  1.5171158E-02  2.0616501E-02  0.0000000E+00
  2.0799350E+02 -7.5549597E-02  6.1811394E-04  1.6980312E-02  2.0495676E-02  0.0000000E+00
  2.0799350E+02 -7.9755242E-02  6.2971159E-04  1.8750124E-02  2.0329237E-02  0.0000000E+00
  2.0799350E+02 -8.2588229E-02  5.7742232E-04  2.0449010E-02  2.0109939E-02  0.0000000E+00
  2.0799350E+02 -8.3918777E-02  4.3894112E-04  2.2050082E-02  1.9831376E-02  0.0000000E+00
  2.0799350E+02 -8.3652844E-02  1.9331955E-04  2.3523729E-02  1.9489623E-02  0.0000000E+00
  2.0799350E+02 -8.1772843E-02 -1.8057429E-04  2.4845584E-02  1.9083249E-02  0.0000000E+00
  2.0799350E+02 -7.8308911E-02 -7.0321406E-04  2.5991529E-02  1.8613359E-02  0.0000000E+00
  2.0799350E+02 -7.3319923E-02 -1.3929197E-03  2.6942724E-02  1.8082811E-02  0.0000000E+00
  2.0799350E+02 -6.6899479E-02 -2.2626833E-03  2.7681721E-02  1.7497684E-02  0.0000000E+00
  2.0799350E+02 -5.9147634E-02 -3.3218868E-03  2.8195486E-02  1.6864856E-02  0.0000000E+00
  2.0799350E+02 -5.0179897E-02 -4.5730623E-03  2.8471685E-02  1.6193336E-02  0.0000000E+00
  2.0799350E+02 -4.0106811E-02 -6.0131055E-03  2.8498934E-02  1.5492727E-02  0.0000000E+00
  2.0799350E+02 -2.9031458E-02 -7.6326505E-03  2.8265411E-02  1.4773253E-02  0.0000000E+00
  2.0799350E+02 -1.7051967E-02 -9.4153918E-03  2.7758858E-02  1.4045978E-02  0.0000000E+00
  2.0799350E+02 -4.2423468E-03 -1.1341484E-02  2.6966395E-02  1.3321731E-02  0.0000000E+00
  2.0799350E+02  9.3148833E-03 -1.3384070E-02  2.5877810E-02  1.2613084E-02  0.0000000E+00
  2.0799350E+02  2.3563460E-02 -1.5516560E-02  2.4486216E-02  1.1932216E-02  0.0000000E+00
  2.0799350E+02  3.8446800E-02 -1.7710927E-02  2.2793718E-02  1.1291638E-02  0.0000000E+00
  2.0799350E+02  5.3906093E-02 -1.9939348E-02  2.0817852E-02  1.0701810E-02  0.0000000E+00
  2.0799350E+02  6.9929740E-02 -2.2175020E-02  1.8592263E-02  1.0167524E-02  0.0000000E+00
  2.0799350E+02  8.6496893E-02 -2.4374085E-02  1.6166164E-02  9.6997252E-03  0.0000000E+00
  2.0799350E+02  1.0357919E-01 -2.6527816E-02  1.3614730E-02  9.2931122E-03  0.0000000E+00
  2.0799350E+02  1.2117054E-01 -2.8622187E-02  1.1032361E-02  8.9504574E-03  0.0000000E+00
  2.0799350E+02  1.3934695E-01 -3.0673502E-02  8.5126762E-03  8.6701469E-03  0.0000000E+00
  2.0799350E+02  1.5817182E-01 -3.2707232E-02  6.1547891E-03  8.4499919E-03  0.0000000E+00
  2.0799350E+02  1.7778618E-01 -3.4758037E-02  4.0424498E-03  8.2876910E-03  0.0000000E+00
  2.0799350E+02  1.9838730E-01 -3.6857480E-02  2.2423327E-03  8.1832737E-03  0.0000000E+00
  2.0799350E+02  2.2009972E-01 -3.9013919E-02  8.0999052E-04  8.1406323E-03  0.0000000E+00
  2.0799350E+02  2.4305497E-01 -4.1217128E-02 -2.2388229E-04  8.1666793E-03  0.0000000E+00
  2.0799350E+02  2.6737033E-01 -4.3435640E-02 -8.5081996E-04  8.2708412E-03  0.0000000E+00
  2.0799350E+02  2.9296369E-01 -4.5603945E-02 -1.0801812E-03  8.4621837E-03  0.0000000E+00
  2.0799350E+02  3.1977433E-01 -4.7650197E-02 -9.4256692E-04  8.7476678E-03  0.0000000E+00
  2.0799350E+02  3.4764482E-01 -4.9493262E-02 -4.8035940E-04  9.1294440E-03  0.0000000E+00
  2.0799350E+02  3.7620748E-01 -5.1045825E-02  2.5143233E-04  9.6005934E-03  0.0000000E+00
  2.0799350E+02  4.0515415E-01 -5.2238396E-02  1.1904617E-03  1.0148431E-02  0.0000000E+00
  2.0799350E+02  4.3429970E-01 -5.3014117E-02  2.2673409E-03  1.0760019E-02  0.0000000E+00
  2.0799350E+02  4.6340673E-01 -5.3380459E-02  3.4164537E-03  1.1402311E-02  0.0000000E+00
  2.0799350E+02  4.9213984E-01 -5.3380955E-02  4.6900490E-03  1.2072503E-02  0.0000000E+00
  2.0799350E+02  5.2020010E-01 -5.3134229E-02  5.9510047E-03  1.2754641E-02  0.0000000E+00
  2.0799350E+02  5.4732010E-01 -5.2716376E-02  7.0773505E-03  1.3431239E-02  0.0000000E+00
  2.0799350E+02  5.7344893E-01 -5.2158399E-02  7.9960901E-03  1.4092072E-02  0.0000000E+00
  2.0799350E+02  5.9848185E-01 -5.1465833E-02  8.6762424E-03  1.4725870E-02  0.0000000E+00
  2.0799350E+02  6.2251660E-01 -5.0626035E-02  9.1351887E-03  1.5325966E-02  0.0000000E+00
  2.0799350E+02  6.4562446E-01 -4.9622842E-02  9.4227267E-03  1.5884235E-02  0.0000000E+00
  2.0799350E+02  6.6766196E-01 -4.8455321E-02  9.6102366E-03  1.6387181E-02  0.0000000E+00
  2.0799350E+02  6.8856078E-01 -4.7132091E-02  9.7802019E-03  1.6824308E-02  0.0000000E+00
  2.0799350E+02  7.0829653E-01 -4.5670123E-02  1.0008845E-02  1.7187967E-02  0.0000000E+00
  2.0799350E+02  7.2657311E-01 -4.4118489E-02  1.0347099E-02  1.7469043E-02  0.0000000E+00
  2.0799350E+02  7.4333742E-01 -4.2517836E-02  1.0813484E-02  1.7667372E-02  0.0000000E+00
  2.0799350E+02  7.5851685E-01 -4.0914002E-02  1.1384717E-02  1.7786055E-02  0.0000000E+00
  2.0799350E+02  7.7197156E-01 -3.9363498E-02  1.1990684E-02  1.7830666E-02  0.0000000E+00
  2.0799350E+02  7.8396748E-01 -3.7875802E-02  1.2550738E-02  1.7805908E-02  0.0000000E+00
  2.0799350E+02  7.9474699E-01 -3.6495648E-02  1.2966050E-02  1.7710611E-02  0.0000000E+00
  2.0799350E+02  8.0475973E-01 -3.5260087E-02  1.3119120E-02  1.7567179E-02  0.0000000E+00
  2.0799350E+02  8.1414992E-01 -3.4136531E-02  1.3043852E-02  1.7382829E-02  0.0000000E+00
  2.0799350E+02  8.2301010E-01 -3.3143747E-02  1.2774018E-02  1.7169636E-02  0.0000000E+00
  2.0799350E+02  8.3146370E-01 -3.2270712E-02  1.2352776E-02  1.6936802E-02  0.0000000E+00
  2.0799350E+02  8.3955114E-01 -3.1498908E-02  1.1830749E-02  1.6692569E-02  0.0000000E+00
