          atime          uplus          yplus           Wshr          trash          trash
  2.0799350E+02  0.0000000E+00  0.0000000E+00  3.4048135E-03 -1.3636597E-27 -1.3636597E-27
  2.0799350E+02  1.0481171E-02  1.0500936E-02  3.4048135E-03  3.7649000E-05  3.7649000E-05
  2.0799350E+02  4.1685854E-02  4.2002070E-02  3.4048135E-03  1.5059000E-04  1.5059000E-04
  2.0799350E+02  9.2898916E-02  9.4499776E-02  3.4048135E-03  3.3881000E-04  3.3881000E-04
  2.0799350E+02  1.6291810E-01  1.6797760E-01  3.4048135E-03  6.0225000E-04  6.0225000E-04
  2.0799350E+02  2.5009025E-01  2.6244669E-01  3.4048135E-03  9.4095000E-04  9.4095000E-04
  2.0799350E+02  3.5224170E-01  3.7787638E-01  3.4048135E-03  1.3548000E-03  1.3548000E-03
  2.0799350E+02  4.6671840E-01  5.1423877E-01  3.4048135E-03  1.8437000E-03  1.8437000E-03
  2.0799350E+02  5.9039490E-01  6.7151991E-01  3.4048135E-03  2.4076000E-03  2.4076000E-03
  2.0799350E+02  7.1968540E-01  8.4971981E-01  3.4048135E-03  3.0465000E-03  3.0465000E-03
  2.0799350E+02  8.5055478E-01  1.0488106E+00  3.4048135E-03  3.7603000E-03  3.7603000E-03
  2.0799350E+02  9.7859840E-01  1.2687085E+00  3.4048135E-03  4.5487000E-03  4.5487000E-03
  2.0799350E+02  1.0992450E+00  1.5093579E+00  3.4048135E-03  5.4115000E-03  5.4115000E-03
  2.0799350E+02  1.2080407E+00  1.7709818E+00  3.4048135E-03  6.3495000E-03  6.3495000E-03
  2.0799350E+02  1.3004973E+00  2.0531060E+00  3.4048135E-03  7.3610000E-03  7.3610000E-03
  2.0799350E+02  1.3729796E+00  2.3561491E+00  3.4048135E-03  8.4475000E-03  8.4475000E-03
  2.0799350E+02  1.4223624E+00  2.6796925E+00  3.4048135E-03  9.6075000E-03  9.6075000E-03
  2.0799350E+02  1.4514654E+00  3.0240152E+00  3.4048135E-03  1.0842000E-02  1.0842000E-02
  2.0799350E+02  1.4435188E+00  3.3885593E+00  3.4048135E-03  1.2149000E-02  1.2149000E-02
  2.0799350E+02  1.4077589E+00  3.7737433E+00  3.4048135E-03  1.3530000E-02  1.3530000E-02
  2.0799350E+02  1.3542216E+00  4.1792882E+00  3.4048135E-03  1.4984000E-02  1.4984000E-02
  2.0799350E+02  1.2839971E+00  4.6054730E+00  3.4048135E-03  1.6512000E-02  1.6512000E-02
  2.0799350E+02  1.1918529E+00  5.0517398E+00  3.4048135E-03  1.8112000E-02  1.8112000E-02
  2.0799350E+02  1.0702168E+00  5.5183675E+00  3.4048135E-03  1.9785000E-02  1.9785000E-02
  2.0799350E+02  9.1482563E-01  6.0050771E+00  3.4048135E-03  2.1530000E-02  2.1530000E-02
  2.0799350E+02  7.2990874E-01  6.5118688E+00  3.4048135E-03  2.3347000E-02  2.3347000E-02
  2.0799350E+02  5.3212127E-01  7.0387425E+00  3.4048135E-03  2.5236000E-02  2.5236000E-02
  2.0799350E+02  3.5141459E-01  7.5854193E+00  3.4048135E-03  2.7196000E-02  2.7196000E-02
  2.0799350E+02  2.2693386E-01  8.1521781E+00  3.4048135E-03  2.9228000E-02  2.9228000E-02
  2.0799350E+02  1.9811880E-01  8.7384611E+00  3.4048135E-03  3.1330000E-02  3.1330000E-02
  2.0799350E+02  2.9017205E-01  9.3445471E+00  3.4048135E-03  3.3503000E-02  3.3503000E-02
  2.0799350E+02  4.9799681E-01  9.9704363E+00  3.4048135E-03  3.5747000E-02  3.5747000E-02
