          atime            tkk            imb            div        garbage        garbage
  2.0799350E+02  0.0000000E+00 -4.5736926E-04 -7.7175404E-05  0.0000000E+00 -7.6248679E-06
  2.0799350E+02  3.7735833E-07 -4.1988219E-04 -6.5147471E-05  3.1878114E-08  4.8303455E-04
  2.0799350E+02  5.7669771E-06 -3.1694419E-04 -3.7868114E-05  1.3241478E-07  1.9256752E-03
  2.0799350E+02  2.8386564E-05 -1.7575664E-04 -1.5272600E-05  5.6244522E-07  4.2350810E-03
  2.0799350E+02  8.6800681E-05 -3.6114458E-05 -1.3376841E-05  2.3606073E-06  7.2770428E-03
  2.0799350E+02  2.0348461E-04  6.0349087E-05 -3.1276185E-05  7.5878571E-06  1.0879744E-02
  2.0799350E+02  4.0170543E-04  8.6079702E-05 -5.0579261E-05  1.8651700E-05  1.4840691E-02
  2.0799350E+02  7.0226617E-04  4.3971032E-05 -5.0068342E-05  3.6341660E-05  1.8937166E-02
  2.0799350E+02  1.1204849E-03 -2.6480771E-05 -2.6507962E-05  5.6802603E-05  2.2934181E-02
  2.0799350E+02  1.6637998E-03 -6.4135856E-05 -3.5185535E-06  6.8446009E-05  2.6593572E-02
  2.0799350E+02  2.3302431E-03 -2.4987117E-05 -1.3087733E-05  5.0514228E-05  2.9686805E-02
  2.0799350E+02  3.1082459E-03  7.2128884E-05 -5.4357719E-05 -2.4636956E-05  3.2013515E-02
  2.0799350E+02  3.9783997E-03  1.3537010E-04 -6.8518134E-05 -1.8407799E-04  3.3420573E-02
  2.0799350E+02  4.9173120E-03  7.6361260E-05  8.0076030E-06 -4.4212155E-04  3.3808686E-02
  2.0799350E+02  5.8980952E-03 -2.8245744E-05  9.3932920E-05 -7.8459236E-04  3.3123526E-02
  2.0799350E+02  6.9002638E-03  1.0813543E-04 -7.7942362E-05 -1.1597870E-03  3.1355824E-02
  2.0799350E+02  7.9068399E-03  2.2811853E-04 -1.0859812E-04 -1.4795686E-03  2.8650548E-02
  2.0799350E+02  8.9105152E-03 -1.5618354E-04  2.4813832E-04 -1.6304762E-03  2.5189098E-02
  2.0799350E+02  9.9052740E-03 -3.2500188E-05 -6.1317711E-05 -1.4935699E-03  2.1041460E-02
  2.0799350E+02  1.0895333E-02 -1.9644106E-05 -9.6763934E-05 -9.8191143E-04  1.6517458E-02
  2.0799350E+02  1.1884387E-02 -2.9010839E-05 -2.5342963E-05 -3.7798038E-05  1.1789269E-02
  2.0799350E+02  1.2876898E-02 -1.6895817E-05  4.2401158E-05  1.3608127E-03  7.0188778E-03
  2.0799350E+02  1.3874568E-02  2.2913869E-05  5.4327688E-05  3.1984964E-03  2.3649342E-03
  2.0799350E+02  1.4880337E-02  7.3679039E-05  8.3245298E-06  5.4349352E-03 -2.0429357E-03
  2.0799350E+02  1.5895547E-02  1.1328978E-04 -6.5115771E-05  8.0108593E-03 -6.0940939E-03
  2.0799350E+02  1.6922312E-02  1.2985335E-04 -1.2514583E-04  1.0864501E-02 -9.7083501E-03
  2.0799350E+02  1.7963427E-02  1.2931340E-04 -1.4235411E-04  1.3942650E-02 -1.2834050E-02
  2.0799350E+02  1.9022240E-02  1.3080814E-04 -1.1380209E-04  1.7207502E-02 -1.5446791E-02
  2.0799350E+02  2.0104358E-02  1.4918175E-04 -6.5204140E-05  2.0644269E-02 -1.7552404E-02
  2.0799350E+02  2.1214615E-02  1.7185088E-04 -3.6582512E-05  2.4248692E-02 -1.9178348E-02
  2.0799350E+02  2.2359515E-02  1.5040158E-04 -5.2494887E-05  2.8028801E-02 -2.0374340E-02
  2.0799350E+02  2.3544167E-02  4.6937934E-05 -8.7756682E-05  3.1993318E-02 -2.1195824E-02
  2.0799350E+02  2.4771275E-02  4.8487189E-06 -5.3134304E-05  3.6164404E-02 -2.1679316E-02
  2.0799350E+02  2.6043680E-02  2.7551199E-04  4.7034688E-05  4.0620888E-02 -2.1849732E-02
  2.0799350E+02  2.7363509E-02 -2.3255729E-04 -2.8041084E-05  4.5346632E-02 -2.1941049E-02
  2.0799350E+02  2.8726208E-02 -2.3890158E-04  1.0740786E-05  5.0419870E-02 -2.1923604E-02
  2.0799350E+02  3.0118473E-02 -8.2782949E-06  3.6620355E-05  5.5848186E-02 -2.1910377E-02
  2.0799350E+02  3.1531864E-02  3.0192100E-04  2.3081621E-05  6.1637573E-02 -2.1978791E-02
  2.0799350E+02  3.2954264E-02  6.1050608E-04 -4.8626224E-06  6.7760718E-02 -2.2174196E-02
  2.0799350E+02  3.4376288E-02  8.8439287E-04 -1.2632568E-05  7.4184817E-02 -2.2514062E-02
  2.0799350E+02  3.5788977E-02  1.1117711E-03  1.5018593E-05  8.0865870E-02 -2.2993215E-02
  2.0799350E+02  3.7175162E-02  1.2813666E-03  6.2413442E-05  8.7707812E-02 -2.3584730E-02
  2.0799350E+02  3.8516471E-02  1.3742001E-03  9.0549785E-05  9.4591845E-02 -2.4244429E-02
  2.0799350E+02  3.9792751E-02  1.3641980E-03  6.1456011E-05  1.0137146E-01 -2.4913427E-02
  2.0799350E+02  4.0974560E-02  1.2295860E-03 -2.8494988E-05  1.0782667E-01 -2.5516166E-02
  2.0799350E+02  4.2037062E-02  9.6967581E-04 -1.2329989E-04  1.1373383E-01 -2.5971952E-02
  2.0799350E+02  4.2954537E-02  6.1813671E-04 -1.1538989E-04  1.1883788E-01 -2.6200910E-02
  2.0799350E+02  4.3699011E-02  2.4239309E-04  7.2286494E-05  1.2285531E-01 -2.6144683E-02
  2.0799350E+02  4.4249398E-02 -1.0084979E-04  2.7385804E-04  1.2555665E-01 -2.5806994E-02
  2.0799350E+02  4.4587959E-02 -4.7531287E-04 -3.3463395E-04  1.2680652E-01 -2.5313795E-02
  2.0799350E+02  4.4718839E-02 -8.0313301E-04 -7.4512633E-06  1.2639250E-01 -2.4749524E-02
  2.0799350E+02  4.4587230E-02 -1.4481463E-04  2.0156238E-04  1.2417899E-01 -2.3781607E-02
  2.0799350E+02  4.4222329E-02  8.2165591E-04  9.1061159E-05  1.2034327E-01 -2.2561715E-02
  2.0799350E+02  4.3656480E-02  1.6632143E-03 -3.7165444E-05  1.1509268E-01 -2.1170705E-02
  2.0799350E+02  4.2913092E-02  2.2125830E-03 -7.9612368E-05  1.0865124E-01 -1.9626712E-02
  2.0799350E+02  4.2015656E-02  2.4549246E-03 -4.5109210E-05  1.0130044E-01 -1.7939738E-02
  2.0799350E+02  4.0981355E-02  2.4474648E-03  1.4034391E-05  9.3289916E-02 -1.6121592E-02
  2.0799350E+02  3.9827413E-02  2.2562630E-03  5.0106058E-05  8.4867393E-02 -1.4209124E-02
  2.0799350E+02  3.8583015E-02  1.9326176E-03  4.4462644E-05  7.6339863E-02 -1.2278922E-02
  2.0799350E+02  3.7275641E-02  1.5098149E-03  1.1447298E-05  6.7954445E-02 -1.0408536E-02
  2.0799350E+02  3.5929294E-02  1.0187066E-03 -1.7367033E-05  5.9891842E-02 -8.6555676E-03
  2.0799350E+02  3.4586440E-02  5.2137614E-04 -1.7679596E-05  5.2395938E-02 -7.0653606E-03
  2.0799350E+02  3.3273136E-02  1.1143788E-04  4.0047782E-06  4.5569915E-02 -5.6163301E-03
  2.0799350E+02  3.2016572E-02 -1.0512736E-04  7.5889630E-06  3.9496244E-02 -4.2602420E-03
  2.0799350E+02  3.0852073E-02 -1.1591678E-04 -4.0113734E-05  3.4269340E-02 -2.9898583E-03
  2.0799350E+02  2.9783397E-02 -2.3334786E-04 -5.0586987E-05  2.9826126E-02 -1.9284856E-03
  2.0799350E+02  2.8833184E-02 -4.6582579E-04  6.4805840E-05  2.6073914E-02 -1.3582504E-03
  2.0799350E+02  2.8000913E-02  3.4232975E-04 -3.8356341E-05  2.2910330E-02 -7.6262628E-04
  2.0799350E+02  2.7268585E-02  7.2430393E-04 -2.2949874E-05  2.0351550E-02 -2.7600677E-04
  2.0799350E+02  2.6641943E-02  8.2047727E-04  5.9375007E-06  1.8284315E-02  9.2182841E-05
  2.0799350E+02  2.6114240E-02  7.6775107E-04  1.5003233E-05  1.6614058E-02  3.5519862E-04
  2.0799350E+02  2.5677006E-02  6.7414745E-04  7.4100057E-06  1.5276858E-02  5.3096842E-04
  2.0799350E+02  2.5313848E-02  6.0342023E-04 -2.4772938E-06  1.4203610E-02  6.3674885E-04
  2.0799350E+02  2.5013460E-02  5.7557099E-04 -4.3038302E-06  1.3348965E-02  6.7997094E-04
  2.0799350E+02  2.4765703E-02  5.7504600E-04  2.2483554E-06  1.2672655E-02  6.6098677E-04
  2.0799350E+02  2.4563011E-02  5.6795629E-04  9.1460971E-06  1.2141679E-02  5.7715999E-04
  2.0799350E+02  2.4398428E-02  5.2320122E-04  7.0473484E-06  1.1726406E-02  4.2941043E-04
  2.0799350E+02  2.4264513E-02  4.3145012E-04 -6.1385941E-06  1.1401234E-02  2.2824842E-04
  2.0799350E+02  2.4152426E-02  3.1608808E-04 -1.9617747E-05  1.1145956E-02 -1.5487168E-06
  2.0799350E+02  2.4051086E-02  2.2772741E-04 -1.2892693E-05  1.0945677E-02 -2.2238669E-04
  2.0799350E+02  2.3946940E-02  2.0978181E-04  2.4897235E-05  1.0789214E-02 -3.9958433E-04
  2.0799350E+02  2.3828884E-02  2.2800521E-04  5.1141446E-05  1.0672893E-02 -5.2686253E-04
  2.0799350E+02  2.3696162E-02  4.4792569E-05 -1.0900514E-04  1.0600523E-02 -6.7722889E-04
  2.0799350E+02  2.3562749E-02  8.4921156E-05  1.0480087E-05  1.0565380E-02 -8.2606760E-04
  2.0799350E+02  2.3398587E-02  2.5427322E-04  4.6676070E-05  1.0531996E-02 -9.1639628E-04
  2.0799350E+02  2.3213323E-02  3.8378313E-04  1.5328191E-05  1.0477982E-02 -9.8425963E-04
  2.0799350E+02  2.3013429E-02  4.5793415E-04 -1.4420808E-05  1.0393318E-02 -1.0399340E-03
  2.0799350E+02  2.2801941E-02  4.8828324E-04 -2.1285603E-05  1.0276471E-02 -1.0856842E-03
  2.0799350E+02  2.2580516E-02  4.9369506E-04 -9.5417709E-06  1.0130938E-02 -1.1205916E-03
  2.0799350E+02  2.2349525E-02  4.8833653E-04  7.3518943E-06  9.9615401E-03 -1.1435792E-03
  2.0799350E+02  2.2110019E-02  4.7677399E-04  1.7375452E-05  9.7730371E-03 -1.1543654E-03
  2.0799350E+02  2.1864513E-02  4.5513667E-04  1.5426590E-05  9.5694454E-03 -1.1535281E-03
  2.0799350E+02  2.1614151E-02  4.1598502E-04  4.3310002E-06  9.3513851E-03 -1.1416552E-03
  2.0799350E+02  2.1360929E-02  3.5524812E-04 -7.7202599E-06  9.1185272E-03 -1.1181674E-03
  2.0799350E+02  2.1107160E-02  2.7845928E-04 -1.1804747E-05  8.8708816E-03 -1.0809030E-03
  2.0799350E+02  2.0852196E-02  2.0175138E-04 -3.8027738E-06  8.6078273E-03 -1.0263904E-03
  2.0799350E+02  2.0595772E-02  1.4684582E-04  1.1355735E-05  8.3337905E-03 -9.5321879E-04
  2.0799350E+02  2.0335027E-02  1.2231242E-04  1.8696842E-05  8.0574925E-03 -8.6742803E-04
  2.0799350E+02  2.0067248E-02  8.9989672E-05 -2.3515676E-06  7.7964182E-03 -7.9319652E-04
  2.0799350E+02  1.9796933E-02  1.3160895E-05 -1.8879949E-05  7.5702292E-03 -7.5933213E-04
  2.0799350E+02  1.9523614E-02  1.1736557E-04  1.2794036E-05  7.3255558E-03 -7.0152477E-04
