          atime         ptr_uu         ptr_vv         ptr_ww         pm1avg           tavg
  2.0799350E+02  7.6334811E-07  1.3312284E-08  2.7314131E-06 -8.4116403E-02  0.0000000E+00
  2.0799350E+02  1.5250380E-03 -1.0795161E-04  7.1008417E-03 -8.3983539E-02  0.0000000E+00
  2.0799350E+02  1.4382399E-03 -2.5606219E-04  1.1056437E-02 -8.3838727E-02  0.0000000E+00
  2.0799350E+02  4.1361343E-04 -3.3631012E-04  1.3058390E-02 -8.3656241E-02  0.0000000E+00
  2.0799350E+02 -9.6988746E-04 -1.9892026E-04  1.3846743E-02 -8.3421179E-02  0.0000000E+00
  2.0799350E+02 -2.2657220E-03  7.3089100E-05  1.3865582E-02 -8.3125204E-02  0.0000000E+00
  2.0799350E+02 -3.2214061E-03  6.9387677E-04  1.3343958E-02 -8.2766881E-02  0.0000000E+00
  2.0799350E+02 -3.6075616E-03  1.1005873E-03  1.2394647E-02 -8.2353739E-02  0.0000000E+00
  2.0799350E+02 -3.5779968E-03  1.6516125E-03  1.1094904E-02 -8.1890411E-02  0.0000000E+00
  2.0799350E+02 -3.1933645E-03  2.2087887E-03  9.4758232E-03 -8.1389514E-02  0.0000000E+00
  2.0799350E+02 -2.5586619E-03  2.7268623E-03  7.5869876E-03 -8.0862340E-02  0.0000000E+00
  2.0799350E+02 -1.7888661E-03  3.2171890E-03  5.4887771E-03 -8.0318770E-02  0.0000000E+00
  2.0799350E+02 -9.8631436E-04  3.7203878E-03  3.2465086E-03 -7.9767214E-02  0.0000000E+00
  2.0799350E+02 -2.2798582E-04  4.2867493E-03  9.2614930E-04 -7.9214593E-02  0.0000000E+00
  2.0799350E+02  4.3915821E-04  4.9632007E-03 -1.4086619E-03 -7.8666342E-02  0.0000000E+00
  2.0799350E+02  9.9661760E-04  5.7856275E-03 -3.6985475E-03 -7.8126470E-02  0.0000000E+00
  2.0799350E+02  1.4484237E-03  6.7753550E-03 -5.8895436E-03 -7.7597634E-02  0.0000000E+00
  2.0799350E+02  1.8126794E-03  7.9385883E-03 -7.9337339E-03 -7.7081268E-02  0.0000000E+00
  2.0799350E+02  2.1124108E-03  9.2676145E-03 -9.7896296E-03 -7.6577742E-02  0.0000000E+00
  2.0799350E+02  2.3675755E-03  1.0742566E-02 -1.1422559E-02 -7.6086558E-02  0.0000000E+00
  2.0799350E+02  2.5900675E-03  1.2332550E-02 -1.2805332E-02 -7.5606595E-02  0.0000000E+00
  2.0799350E+02  2.7835635E-03  1.3994936E-02 -1.3919434E-02 -7.5136387E-02  0.0000000E+00
  2.0799350E+02  2.9500526E-03  1.5671618E-02 -1.4757031E-02 -7.4674442E-02  0.0000000E+00
  2.0799350E+02  3.1048931E-03  1.7281038E-02 -1.5324032E-02 -7.4219613E-02  0.0000000E+00
  2.0799350E+02  3.2827735E-03  1.8789467E-02 -1.5633995E-02 -7.3771026E-02  0.0000000E+00
  2.0799350E+02  3.4361065E-03  2.0348481E-02 -1.5687161E-02 -7.3325436E-02  0.0000000E+00
  2.0799350E+02  3.5761549E-03  2.1746955E-02 -1.5529302E-02 -7.2881656E-02  0.0000000E+00
  2.0799350E+02  3.6978347E-03  2.2970583E-02 -1.5185878E-02 -7.2438317E-02  0.0000000E+00
  2.0799350E+02  3.7974685E-03  2.4019733E-02 -1.4680744E-02 -7.1991181E-02  0.0000000E+00
  2.0799350E+02  3.8704115E-03  2.4882463E-02 -1.4049511E-02 -7.1544780E-02  0.0000000E+00
  2.0799350E+02  3.9149929E-03  2.5574304E-02 -1.3318717E-02 -7.1095028E-02  0.0000000E+00
  2.0799350E+02  3.9297450E-03  2.6108629E-02 -1.2517287E-02 -7.0640841E-02  0.0000000E+00
  2.0799350E+02  3.9140911E-03  2.6502801E-02 -1.1672912E-02 -7.0181250E-02  0.0000000E+00
  2.0799350E+02  3.8682844E-03  2.6776891E-02 -1.0811261E-02 -6.9715422E-02  0.0000000E+00
  2.0799350E+02  3.7933237E-03  2.6952375E-02 -9.9552617E-03 -6.9242672E-02  0.0000000E+00
  2.0799350E+02  3.6908524E-03  2.7050871E-02 -9.1244564E-03 -6.8762471E-02  0.0000000E+00
  2.0799350E+02  3.5630432E-03  2.7092931E-02 -8.3344595E-03 -6.8274457E-02  0.0000000E+00
  2.0799350E+02  3.4124733E-03  2.7096923E-02 -7.5965367E-03 -6.7778442E-02  0.0000000E+00
  2.0799350E+02  3.2419940E-03  2.7078048E-02 -6.9173216E-03 -6.7274408E-02  0.0000000E+00
  2.0799350E+02  3.0545980E-03  2.7047506E-02 -6.2986928E-03 -6.6762509E-02  0.0000000E+00
  2.0799350E+02  2.8532898E-03  2.7011861E-02 -5.7378279E-03 -6.6243065E-02  0.0000000E+00
  2.0799350E+02  2.6409616E-03  2.6972626E-02 -5.2274565E-03 -6.5716553E-02  0.0000000E+00
  2.0799350E+02  2.4202800E-03  2.6926108E-02 -4.7563306E-03 -6.5183586E-02  0.0000000E+00
