          atime            tkk            imb            div        garbage        garbage
  2.0799350E+02 -1.1213540E-10  6.0177735E-04  4.6951468E-04 -5.4949753E-09  3.9330198E-06
  2.0799350E+02  5.7097769E-04  6.9760637E-05  1.4615512E-04  5.7791773E-04  4.2804350E-03
  2.0799350E+02  2.1746314E-03 -1.4132137E-04 -3.0114112E-05  4.2703968E-03  6.1556254E-03
  2.0799350E+02  4.6354321E-03  1.0908594E-04  2.6986177E-04  1.2933096E-02  6.5930988E-03
  2.0799350E+02  7.6749095E-03 -1.6656643E-04 -1.7912775E-04  2.6183925E-02  6.3494506E-03
  2.0799350E+02  1.0975278E-02 -1.2653715E-05  4.6907110E-04  4.1664053E-02  5.8161978E-03
  2.0799350E+02  1.4216805E-02 -1.6050085E-04 -2.7689942E-03  5.6015809E-02  5.4212464E-03
  2.0799350E+02  1.7154230E-02 -9.2233354E-04  2.8867255E-04  6.6432739E-02  4.8908365E-03
  2.0799350E+02  1.9639517E-02 -1.2328205E-04  5.2479883E-04  7.1405996E-02  4.5260433E-03
  2.0799350E+02  2.1647857E-02  5.4528394E-04  1.6236084E-05  7.1389071E-02  4.2163686E-03
  2.0799350E+02  2.3209113E-02  6.0798557E-04 -3.6369967E-04  6.7481621E-02  3.8886069E-03
  2.0799350E+02  2.4383478E-02  2.0092716E-04 -4.2004353E-04  6.1010321E-02  3.5048312E-03
  2.0799350E+02  2.5243473E-02 -3.3755238E-04 -2.6679183E-04  5.3242584E-02  3.0579377E-03
  2.0799350E+02  2.5861449E-02 -7.1270254E-04 -8.9414119E-05  4.5213362E-02  2.5653976E-03
  2.0799350E+02  2.6301758E-02 -7.8759177E-04 -1.5374225E-05  3.7645237E-02  2.0618642E-03
  2.0799350E+02  2.6616791E-02 -5.9757891E-04 -6.8767716E-05  3.0941992E-02  1.5912865E-03
  2.0799350E+02  2.6846033E-02 -2.9685882E-04 -1.8518304E-04  2.5235884E-02  1.1991773E-03
  2.0799350E+02  2.7017322E-02 -6.8915496E-05 -2.6289364E-04  2.0468814E-02  9.2568400E-04
  2.0799350E+02  2.7149488E-02 -3.2715899E-05 -2.2648834E-04  1.6487603E-02  8.0011407E-04
  2.0799350E+02  2.7255532E-02 -1.7647789E-04 -7.9047228E-05  1.3133582E-02  8.3756116E-04
  2.0799350E+02  2.7345542E-02 -3.5084548E-04  8.1029525E-05  1.0306691E-02  1.0382834E-03
