          atime        conv_uu        conv_vv        conv_ww         pm1avg           tavg
  2.0799350E+02 -5.2691632E-07  3.7048522E-07  5.0362880E-06 -8.4116403E-02  0.0000000E+00
  2.0799350E+02 -8.1442489E-05  5.6755077E-07 -9.6554853E-05 -8.3983539E-02  0.0000000E+00
  2.0799350E+02 -6.0102836E-04  1.2416343E-05 -9.1863241E-04 -8.3838727E-02  0.0000000E+00
  2.0799350E+02 -1.4308532E-03  5.8978484E-05 -3.2226985E-03 -8.3656241E-02  0.0000000E+00
  2.0799350E+02 -2.4148743E-03  1.6588764E-04 -7.4986311E-03 -8.3421179E-02  0.0000000E+00
  2.0799350E+02 -2.6456223E-03  3.2397768E-04 -1.3673700E-02 -8.3125204E-02  0.0000000E+00
  2.0799350E+02 -2.8505128E-03  5.1808639E-04 -2.1470536E-02 -8.2766881E-02  0.0000000E+00
  2.0799350E+02  5.7068529E-04  6.0013764E-04 -2.9600689E-02 -8.2353739E-02  0.0000000E+00
  2.0799350E+02  3.9284028E-03  5.8328702E-04 -3.7901779E-02 -8.1890411E-02  0.0000000E+00
  2.0799350E+02  7.8080117E-03  3.4026632E-04 -4.5359328E-02 -8.1389514E-02  0.0000000E+00
  2.0799350E+02  1.2019515E-02 -1.8393464E-04 -5.1451738E-02 -8.0862340E-02  0.0000000E+00
  2.0799350E+02  1.6049223E-02 -9.9481540E-04 -5.5987554E-02 -8.0318770E-02  0.0000000E+00
  2.0799350E+02  1.9361291E-02 -2.0660763E-03 -5.8981940E-02 -7.9767214E-02  0.0000000E+00
  2.0799350E+02  2.1573116E-02 -3.3529511E-03 -6.0566994E-02 -7.9214593E-02  0.0000000E+00
  2.0799350E+02  2.2528610E-02 -4.8018185E-03 -6.0930530E-02 -7.8666342E-02  0.0000000E+00
  2.0799350E+02  2.2293349E-02 -6.3567486E-03 -6.0277983E-02 -7.8126470E-02  0.0000000E+00
  2.0799350E+02  2.1095613E-02 -7.9636431E-03 -5.8812058E-02 -7.7597634E-02  0.0000000E+00
  2.0799350E+02  1.9237318E-02 -9.5726253E-03 -5.6724773E-02 -7.7081268E-02  0.0000000E+00
