          atime         tdf_uu         tdf_vv         tdf_ww         pm1avg           tavg
  2.0799350E+02 -2.9729950E-05  3.1397745E-07  2.7938748E-07 -8.4116403E-02  0.0000000E+00
  2.0799350E+02  6.1992777E-04 -8.6219236E-07  5.1185371E-05 -8.3983539E-02  0.0000000E+00
  2.0799350E+02  4.3991822E-03  1.0226532E-05  3.0481850E-04 -8.3838727E-02  0.0000000E+00
  2.0799350E+02  1.1639396E-02  6.0451802E-05  7.1658249E-04 -8.3656241E-02  0.0000000E+00
  2.0799350E+02  1.8555706E-02  2.4043753E-04  9.6519678E-04 -8.3421179E-02  0.0000000E+00
  2.0799350E+02  2.0374406E-02  6.0043053E-04  5.3360355E-04 -8.3125204E-02  0.0000000E+00
  2.0799350E+02  1.4994448E-02  1.2965293E-03 -9.7961827E-04 -8.2766881E-02  0.0000000E+00
  2.0799350E+02  3.9971021E-03  2.0009389E-03 -3.6169480E-03 -8.2353739E-02  0.0000000E+00
  2.0799350E+02 -7.8686391E-03  3.0078803E-03 -7.2320427E-03 -8.1890411E-02  0.0000000E+00
  2.0799350E+02 -1.7390072E-02  3.9983257E-03 -1.1078819E-02 -8.1389514E-02  0.0000000E+00
  2.0799350E+02 -2.3288673E-02  4.7674404E-03 -1.4618577E-02 -8.0862340E-02  0.0000000E+00
  2.0799350E+02 -2.5526586E-02  5.1913230E-03 -1.7483001E-02 -8.0318770E-02  0.0000000E+00
  2.0799350E+02 -2.4766869E-02  5.2025906E-03 -1.9445665E-02 -7.9767214E-02  0.0000000E+00
  2.0799350E+02 -2.1970988E-02  4.7733386E-03 -2.0399964E-02 -7.9214593E-02  0.0000000E+00
  2.0799350E+02 -1.8117112E-02  3.9039973E-03 -2.0341435E-02 -7.8666342E-02  0.0000000E+00
  2.0799350E+02 -1.4022706E-02  2.6166127E-03 -1.9352393E-02 -7.8126470E-02  0.0000000E+00
  2.0799350E+02 -1.0254954E-02  9.5107774E-04 -1.7586837E-02 -7.7597634E-02  0.0000000E+00
  2.0799350E+02 -7.1125380E-03 -1.0371617E-03 -1.5253562E-02 -7.7081268E-02  0.0000000E+00
  2.0799350E+02 -4.6622779E-03 -3.2793995E-03 -1.2595428E-02 -7.6577742E-02  0.0000000E+00
