          atime         eps_uu         eps_vv         eps_ww         pm1avg           tavg
  2.0139100E+02 -4.5787115E-02 -3.9458618E-06 -1.7737603E-02  2.0670824E-03  0.0000000E+00
  2.0139100E+02 -4.5715790E-02 -3.7933645E-06 -1.7480101E-02  2.0670472E-03  0.0000000E+00
  2.0139100E+02 -4.5527877E-02 -4.9804075E-06 -1.6736789E-02  2.0669440E-03  0.0000000E+00
  2.0139100E+02 -4.5290082E-02 -1.1792045E-05 -1.5588501E-02  2.0667770E-03  0.0000000E+00
  2.0139100E+02 -4.5078377E-02 -2.9471490E-05 -1.4150223E-02  2.0665406E-03  0.0000000E+00
  2.0139100E+02 -4.4935421E-02 -6.2214311E-05 -1.2548046E-02  2.0661908E-03  0.0000000E+00
  2.0139100E+02 -4.4831458E-02 -1.1163756E-04 -1.0901421E-02  2.0655932E-03  0.0000000E+00
  2.0139100E+02 -4.4645714E-02 -1.7641360E-04 -9.3122362E-03  2.0644483E-03  0.0000000E+00
  2.0139100E+02 -4.4185168E-02 -2.5316963E-04 -7.8651482E-03  2.0622097E-03  0.0000000E+00
  2.0139100E+02 -4.3247655E-02 -3.3816572E-04 -6.6336804E-03  2.0580195E-03  0.0000000E+00
  2.0139100E+02 -4.1718549E-02 -4.2887164E-04 -5.6831433E-03  2.0506942E-03  0.0000000E+00
  2.0139100E+02 -3.9663477E-02 -5.2471297E-04 -5.0615557E-03  2.0387831E-03  0.0000000E+00
  2.0139100E+02 -3.7353154E-02 -6.2694895E-04 -4.7783287E-03  2.0206817E-03  0.0000000E+00
  2.0139100E+02 -3.5160939E-02 -7.3855740E-04 -4.7850886E-03  1.9947349E-03  0.0000000E+00
  2.0139100E+02 -3.3362194E-02 -8.6439270E-04 -4.9838812E-03  1.9594330E-03  0.0000000E+00
  2.0139100E+02 -3.2049252E-02 -1.0107187E-03 -5.2889155E-03  1.9133342E-03  0.0000000E+00
  2.0139100E+02 -3.1954281E-02 -1.1680199E-03 -5.7206396E-03  1.8556722E-03  0.0000000E+00
  2.0139100E+02 -3.1501113E-02 -1.3579502E-03 -6.0952665E-03  1.7853033E-03  0.0000000E+00
  2.0139100E+02 -3.1067986E-02 -1.5529587E-03 -6.3361175E-03  1.7028636E-03  0.0000000E+00
  2.0139100E+02 -3.0588727E-02 -1.7547767E-03 -6.4768236E-03  1.6085659E-03  0.0000000E+00
  2.0139100E+02 -3.0008881E-02 -1.9622756E-03 -6.5436326E-03  1.5030213E-03  0.0000000E+00
  2.0139100E+02 -2.9292478E-02 -2.1723346E-03 -6.5555107E-03  1.3869483E-03  0.0000000E+00
  2.0139100E+02 -2.8430160E-02 -2.3797657E-03 -6.5251035E-03  1.2615491E-03  0.0000000E+00
  2.0139100E+02 -2.7437805E-02 -2.5790595E-03 -6.4611268E-03  1.1280569E-03  0.0000000E+00
  2.0139100E+02 -2.6354391E-02 -2.7647441E-03 -6.3709840E-03  9.8811002E-04  0.0000000E+00
  2.0139100E+02 -2.5228928E-02 -2.9326226E-03 -6.2624289E-03  8.4348597E-04  0.0000000E+00
  2.0139100E+02 -2.4103772E-02 -3.0800466E-03 -6.1433862E-03  6.9611931E-04  0.0000000E+00
  2.0139100E+02 -2.2995965E-02 -3.2056174E-03 -6.0194872E-03  5.4808123E-04  0.0000000E+00
  2.0139100E+02 -2.1882546E-02 -3.3084867E-03 -5.8900100E-03  4.0122239E-04  0.0000000E+00
  2.0139100E+02 -2.0711462E-02 -3.3868871E-03 -5.7465479E-03  2.5739823E-04  0.0000000E+00
  2.0139100E+02 -1.9451266E-02 -3.4379882E-03 -5.5807811E-03  1.1792286E-04  0.0000000E+00
  2.0139100E+02 -1.8227530E-02 -3.4599495E-03 -5.4163306E-03 -1.6139191E-05  0.0000000E+00
  2.0139100E+02 -1.7591202E-02 -3.4603720E-03 -5.3860451E-03 -1.4369802E-04  0.0000000E+00
  2.0139100E+02 -1.5403727E-02 -3.4209400E-03 -5.0299436E-03 -2.6353396E-04  0.0000000E+00
  2.0139100E+02 -1.3795059E-02 -3.3563747E-03 -4.7481689E-03 -3.7499437E-04  0.0000000E+00
  2.0139100E+02 -1.2514787E-02 -3.2835546E-03 -4.5169023E-03 -4.7748410E-04  0.0000000E+00
  2.0139100E+02 -1.1409758E-02 -3.2112282E-03 -4.3160314E-03 -5.7094264E-04  0.0000000E+00
  2.0139100E+02 -1.0403159E-02 -3.1422197E-03 -4.1310998E-03 -6.5587257E-04  0.0000000E+00
  2.0139100E+02 -9.4767943E-03 -3.0761584E-03 -3.9553603E-03 -7.3276917E-04  0.0000000E+00
  2.0139100E+02 -8.6412146E-03 -3.0112305E-03 -3.7884045E-03 -8.0247625E-04  0.0000000E+00
  2.0139100E+02 -7.9148395E-03 -2.9458615E-03 -3.6345172E-03 -8.6593522E-04  0.0000000E+00
  2.0139100E+02 -7.3101708E-03 -2.8799155E-03 -3.5003013E-03 -9.2375734E-04  0.0000000E+00
  2.0139100E+02 -6.8188803E-03 -2.8143445E-03 -3.3897759E-03 -9.7653623E-04  0.0000000E+00
  2.0139100E+02 -6.4117387E-03 -2.7504034E-03 -3.3008683E-03 -1.0247785E-03  0.0000000E+00
  2.0139100E+02 -6.0506254E-03 -2.6887974E-03 -3.2243634E-03 -1.0686125E-03  0.0000000E+00
  2.0139100E+02 -5.7045215E-03 -2.6280115E-03 -3.1462708E-03 -1.1082695E-03  0.0000000E+00
  2.0139100E+02 -5.3797483E-03 -2.5649675E-03 -3.0601326E-03 -1.1437621E-03  0.0000000E+00
  2.0139100E+02 -5.1523206E-03 -2.4987674E-03 -2.9931572E-03 -1.1745659E-03  0.0000000E+00
  2.0139100E+02 -5.1898858E-03 -2.4393018E-03 -3.0517041E-03 -1.1994619E-03  0.0000000E+00
  2.0139100E+02 -4.4755825E-03 -2.3338244E-03 -2.7616482E-03 -1.2190715E-03  0.0000000E+00
  2.0139100E+02 -4.0349252E-03 -2.2361403E-03 -2.5901972E-03 -1.2328724E-03  0.0000000E+00
  2.0139100E+02 -3.7342862E-03 -2.1456570E-03 -2.4743137E-03 -1.2416259E-03  0.0000000E+00
  2.0139100E+02 -3.4969804E-03 -2.0616457E-03 -2.3773258E-03 -1.2463744E-03  0.0000000E+00
  2.0139100E+02 -3.2892033E-03 -1.9840609E-03 -2.2834043E-03 -1.2481172E-03  0.0000000E+00
  2.0139100E+02 -3.1018658E-03 -1.9127954E-03 -2.1898958E-03 -1.2476920E-03  0.0000000E+00
  2.0139100E+02 -2.9385890E-03 -1.8481087E-03 -2.1017370E-03 -1.2456581E-03  0.0000000E+00
  2.0139100E+02 -2.8031896E-03 -1.7896401E-03 -2.0248672E-03 -1.2422396E-03  0.0000000E+00
  2.0139100E+02 -2.6948394E-03 -1.7368133E-03 -1.9628925E-03 -1.2373386E-03  0.0000000E+00
  2.0139100E+02 -2.6064418E-03 -1.6890672E-03 -1.9150962E-03 -1.2306721E-03  0.0000000E+00
  2.0139100E+02 -2.5253264E-03 -1.6451585E-03 -1.8754480E-03 -1.2218487E-03  0.0000000E+00
  2.0139100E+02 -2.4394426E-03 -1.6034312E-03 -1.8353039E-03 -1.2104634E-03  0.0000000E+00
