          atime             vx             vy             vz             pr        garbage
  1.2200033E+02  5.3013226E-07 -3.0617793E-10 -4.3347822E-08 -1.4230200E-01  0.0000000E+00
  1.2200033E+02  4.2421439E-01  5.6755434E-02  1.4731597E-02 -1.3504748E-01  0.0000000E+00
  1.2200033E+02  6.3724464E-01  9.6060037E-02 -6.5085939E-02 -1.2651537E-01  0.0000000E+00
  1.2200033E+02  7.2508892E-01  7.6082681E-02 -2.3212059E-01 -1.1328825E-01  0.0000000E+00
  1.2200033E+02  7.8734357E-01  4.4173428E-02 -3.3519598E-01 -9.6311379E-02  0.0000000E+00
  1.2200033E+02  8.3262333E-01  1.8908281E-02 -3.5210645E-01 -8.1367302E-02  0.0000000E+00
  1.2200033E+02  8.5691000E-01 -3.2172638E-03 -3.2506195E-01 -7.0642513E-02  0.0000000E+00
  1.2200033E+02  8.7651830E-01 -2.3392254E-02 -2.8761015E-01 -6.3494722E-02  0.0000000E+00
  1.2200033E+02  8.9563715E-01 -4.2569892E-02 -2.5124590E-01 -5.8652100E-02  0.0000000E+00
  1.2200033E+02  9.1425109E-01 -6.0509719E-02 -2.1668538E-01 -5.5177320E-02  0.0000000E+00
  1.2200033E+02  9.3297312E-01 -7.6003648E-02 -1.8469021E-01 -5.2608299E-02  0.0000000E+00
  1.2200033E+02  9.5230815E-01 -8.8188607E-02 -1.5636793E-01 -5.0730579E-02  0.0000000E+00
  1.2200033E+02  9.7260053E-01 -9.6860215E-02 -1.3258744E-01 -4.9322798E-02  0.0000000E+00
  1.2200033E+02  9.9385738E-01 -1.0171303E-01 -1.1374497E-01 -4.8135477E-02  0.0000000E+00
  1.2200033E+02  1.0151952E+00 -1.0294802E-01 -9.9434621E-02 -4.7074142E-02  0.0000000E+00
  1.2200033E+02  1.0354355E+00 -1.0129651E-01 -8.8999108E-02 -4.6117940E-02  0.0000000E+00
  1.2200033E+02  1.0537292E+00 -9.7548510E-02 -8.1715572E-02 -4.5231755E-02  0.0000000E+00
  1.2200033E+02  1.0697487E+00 -9.2383379E-02 -7.6805352E-02 -4.4368776E-02  0.0000000E+00
  1.2200033E+02  1.0833977E+00 -8.6395008E-02 -7.3640637E-02 -4.3497609E-02  0.0000000E+00
  1.2200033E+02  1.0948061E+00 -8.0039810E-02 -7.1735246E-02 -4.2592747E-02  0.0000000E+00
  1.2200033E+02  1.1041625E+00 -7.3650369E-02 -7.0701713E-02 -4.1647902E-02  0.0000000E+00
  1.2200033E+02  1.1117498E+00 -6.7409586E-02 -7.0174937E-02 -4.0669316E-02  0.0000000E+00
  1.2200033E+02  1.1178406E+00 -6.1458223E-02 -6.9818773E-02 -3.9672562E-02  0.0000000E+00
  1.2200033E+02  1.1227015E+00 -5.5928653E-02 -6.9343300E-02 -3.8676980E-02  0.0000000E+00
  1.2200033E+02  1.1265999E+00 -5.0899524E-02 -6.8484749E-02 -3.7701664E-02  0.0000000E+00
  1.2200033E+02  1.1297139E+00 -4.6475460E-02 -6.6980609E-02 -3.6760522E-02  0.0000000E+00
  1.2200033E+02  1.1321351E+00 -4.2828457E-02 -6.4594684E-02 -3.5855026E-02  0.0000000E+00
  1.2200033E+02  1.1339738E+00 -4.0102594E-02 -6.1138373E-02 -3.4962655E-02  0.0000000E+00
  1.2200033E+02  1.1353257E+00 -3.8407880E-02 -5.6480173E-02 -3.4058267E-02  0.0000000E+00
  1.2200033E+02  1.1362833E+00 -3.7825583E-02 -5.0560968E-02 -3.3117812E-02  0.0000000E+00
  1.2200033E+02  1.1369528E+00 -3.8414654E-02 -4.3462261E-02 -3.2127337E-02  0.0000000E+00
  1.2200033E+02  1.1374642E+00 -4.0205565E-02 -3.5347781E-02 -3.1080879E-02  0.0000000E+00
  1.2200033E+02  1.1379278E+00 -4.3214695E-02 -2.6465339E-02 -2.9979214E-02  0.0000000E+00
  1.2200033E+02  1.1383826E+00 -4.7428082E-02 -1.7180051E-02 -2.8829614E-02  0.0000000E+00
  1.2200033E+02  1.1387653E+00 -5.2838101E-02 -7.8390422E-03 -2.7631132E-02  0.0000000E+00
  1.2200033E+02  1.1388473E+00 -5.9440627E-02  1.2025722E-03 -2.6378277E-02  0.0000000E+00
  1.2200033E+02  1.1382450E+00 -6.7216519E-02  9.5455485E-03 -2.5085736E-02  0.0000000E+00
  1.2200033E+02  1.1365169E+00 -7.6223530E-02  1.6893490E-02 -2.3779102E-02  0.0000000E+00
  1.2200033E+02  1.1333321E+00 -8.6545117E-02  2.3059579E-02 -2.2493903E-02  0.0000000E+00
  1.2200033E+02  1.1287386E+00 -9.8135350E-02  2.8004139E-02 -2.1272439E-02  0.0000000E+00
  1.2200033E+02  1.1232322E+00 -1.1082922E-01  3.1866421E-02 -2.0141988E-02  0.0000000E+00
  1.2200033E+02  1.1176720E+00 -1.2421393E-01  3.4782061E-02 -1.9126542E-02  0.0000000E+00
  1.2200033E+02  1.1128831E+00 -1.3769616E-01  3.6670844E-02 -1.8245966E-02  0.0000000E+00
  1.2200033E+02  1.1093534E+00 -1.5051202E-01  3.7176589E-02 -1.7518014E-02  0.0000000E+00
  1.2200033E+02  1.1070242E+00 -1.6203772E-01  3.5778572E-02 -1.6943948E-02  0.0000000E+00
  1.2200033E+02  1.1054113E+00 -1.7184095E-01  3.1968976E-02 -1.6509457E-02  0.0000000E+00
  1.2200033E+02  1.1039743E+00 -1.7968998E-01  2.5584018E-02 -1.6178715E-02  0.0000000E+00
