          atime         eps_uu         eps_vv         eps_ww         pm1avg           tavg
  7.8507600E+01 -5.1490983E-01 -1.0686833E-06 -1.6386073E-01 -1.6610282E-01  0.0000000E+00
  7.8507600E+01 -1.5498412E-01 -1.2302256E-02 -1.5600026E-01 -1.5595039E-01  0.0000000E+00
  7.8507600E+01 -4.4199478E-02 -1.9257521E-02 -6.1146302E-02 -1.3835731E-01  0.0000000E+00
  7.8507600E+01 -3.3642741E-02 -1.7746797E-02 -5.0590777E-02 -1.2275543E-01  0.0000000E+00
  7.8507600E+01 -2.9338630E-02 -1.6887523E-02 -4.4396788E-02 -1.1106183E-01  0.0000000E+00
  7.8507600E+01 -2.7456014E-02 -1.6934037E-02 -3.7401647E-02 -1.0210151E-01  0.0000000E+00
  7.8507600E+01 -2.6678821E-02 -1.7183084E-02 -3.2307513E-02 -9.4979763E-02  0.0000000E+00
  7.8507600E+01 -2.5852369E-02 -1.7371840E-02 -2.8763797E-02 -8.9197737E-02  0.0000000E+00
  7.8507600E+01 -2.4624718E-02 -1.7462169E-02 -2.6211025E-02 -8.4401720E-02  0.0000000E+00
  7.8507600E+01 -2.3506153E-02 -1.7437458E-02 -2.4430844E-02 -8.0317187E-02  0.0000000E+00
  7.8507600E+01 -2.2542521E-02 -1.7380805E-02 -2.2973301E-02 -7.6772222E-02  0.0000000E+00
  7.8507600E+01 -2.1422186E-02 -1.7191103E-02 -2.1554247E-02 -7.3619448E-02  0.0000000E+00
  7.8507600E+01 -2.0428251E-02 -1.6905617E-02 -2.0431505E-02 -7.0759602E-02  0.0000000E+00
  7.8507600E+01 -1.9646108E-02 -1.6562320E-02 -1.9550148E-02 -6.8142782E-02  0.0000000E+00
  7.8507600E+01 -1.9246443E-02 -1.6144835E-02 -1.8816184E-02 -6.5718719E-02  0.0000000E+00
  7.8507600E+01 -1.9362232E-02 -1.5556460E-02 -1.8107572E-02 -6.3448271E-02  0.0000000E+00
  7.8507600E+01 -1.9082874E-02 -1.4862652E-02 -1.7405770E-02 -6.1309144E-02  0.0000000E+00
  7.8507600E+01 -1.8369283E-02 -1.4214186E-02 -1.6701747E-02 -5.9265877E-02  0.0000000E+00
  7.8507600E+01 -1.7535751E-02 -1.3635077E-02 -1.6051254E-02 -5.7294737E-02  0.0000000E+00
  7.8507600E+01 -1.6460858E-02 -1.3086086E-02 -1.5248303E-02 -5.5378103E-02  0.0000000E+00
  7.8507600E+01 -1.5692354E-02 -1.2527099E-02 -1.4401233E-02 -5.3514610E-02  0.0000000E+00
  7.8507600E+01 -1.5266750E-02 -1.1949460E-02 -1.3799416E-02 -5.1696253E-02  0.0000000E+00
  7.8507600E+01 -1.5023995E-02 -1.1403707E-02 -1.3327165E-02 -4.9920196E-02  0.0000000E+00
  7.8507600E+01 -1.4489617E-02 -1.0900240E-02 -1.2817328E-02 -4.8195321E-02  0.0000000E+00
  7.8507600E+01 -1.3529963E-02 -1.0446364E-02 -1.2273913E-02 -4.6523742E-02  0.0000000E+00
  7.8507600E+01 -1.2992064E-02 -9.9984916E-03 -1.1777356E-02 -4.4911273E-02  0.0000000E+00
  7.8507600E+01 -1.3045301E-02 -9.5148601E-03 -1.1377617E-02 -4.3369959E-02  0.0000000E+00
  7.8507600E+01 -1.2738269E-02 -9.0939012E-03 -1.1083760E-02 -4.1894826E-02  0.0000000E+00
  7.8507600E+01 -1.2399523E-02 -8.7419875E-03 -1.0767261E-02 -4.0480678E-02  0.0000000E+00
  7.8507600E+01 -1.2078836E-02 -8.4112719E-03 -1.0279032E-02 -3.9118191E-02  0.0000000E+00
  7.8507600E+01 -1.1606124E-02 -8.0970236E-03 -9.7878891E-03 -3.7807075E-02  0.0000000E+00
  7.8507600E+01 -1.0937003E-02 -7.8105791E-03 -9.4368346E-03 -3.6546435E-02  0.0000000E+00
