          atime        pres_st        turb_df           diss        visc_df        garbage
  2.0139100E+02  2.4227352E-05 -7.6432105E-05 -3.1764332E-02  3.1310415E-02  0.0000000E+00
  2.0139100E+02  2.4246575E-05 -6.0251856E-05 -3.1599842E-02  3.1089043E-02 -1.0024348E-07
  2.0139100E+02  2.4273897E-05 -2.1558778E-05 -3.1134823E-02  3.0472576E-02 -2.1432171E-08
  2.0139100E+02  2.4258835E-05  1.9065878E-05 -3.0445188E-02  2.9573582E-02  2.4711000E-06
  2.0139100E+02  2.4216334E-05  5.3237891E-05 -2.9629036E-02  2.8495182E-02  1.5189416E-05
  2.0139100E+02  2.4273766E-05  1.1090014E-04 -2.8772841E-02  2.7253183E-02  5.8736606E-05
  2.0139100E+02  2.4610860E-05  2.7492793E-04 -2.7922258E-02  2.5741837E-02  1.7725006E-04
  2.0139100E+02  2.5304279E-05  6.7039988E-04 -2.7067182E-02  2.3763364E-02  4.5056748E-04
  2.0139100E+02  2.6194060E-05  1.4212740E-03 -2.6151743E-02  2.1109012E-02  1.0026617E-03
  2.0139100E+02  2.6937419E-05  2.5794087E-03 -2.5109751E-02  1.7644225E-02  1.9985196E-03
  2.0139100E+02  2.7322599E-05  4.0465092E-03 -2.3915282E-02  1.3350950E-02  3.6208372E-03
  2.0139100E+02  2.7647803E-05  5.5268576E-03 -2.2624873E-02  8.3252909E-03  6.0220330E-03
  2.0139100E+02  2.8638548E-05  6.5585608E-03 -2.1379216E-02  2.8069782E-03  9.2588305E-03
  2.0139100E+02  3.0393802E-05  6.6554145E-03 -2.0342293E-02 -2.6449556E-03  1.3232744E-02
  2.0139100E+02  3.1057897E-05  5.5456801E-03 -1.9605234E-02 -6.8833915E-03  1.7649491E-02
  2.0139100E+02  2.9934909E-05  3.3753834E-03 -1.9174443E-02 -8.7472099E-03  2.2099705E-02
  2.0139100E+02  4.8994294E-05  5.3101385E-04 -1.9421470E-02 -1.1173681E-02  2.6197011E-02
  2.0139100E+02  3.7946128E-05 -2.8693701E-03 -1.9477165E-02 -1.0550582E-02  2.9384297E-02
  2.0139100E+02  3.3998173E-05 -5.6429630E-03 -1.9478531E-02 -9.3101366E-03  3.1544830E-02
  2.0139100E+02  3.4167714E-05 -7.7034449E-03 -1.9410164E-02 -7.8023269E-03  3.2651448E-02
  2.0139100E+02  3.5816594E-05 -9.0235044E-03 -1.9257395E-02 -6.2884705E-03  3.2761052E-02
  2.0139100E+02  3.6967101E-05 -9.6431306E-03 -1.9010162E-02 -4.9269450E-03  3.2010010E-02
  2.0139100E+02  3.6528130E-05 -9.6579303E-03 -1.8667515E-02 -3.7861323E-03  3.0593540E-02
  2.0139100E+02  3.4366156E-05 -9.2051676E-03 -1.8238996E-02 -2.8634775E-03  2.8732762E-02
  2.0139100E+02  3.1165575E-05 -8.4398512E-03 -1.7745059E-02 -2.1231795E-03  2.6643702E-02
  2.0139100E+02  2.8069285E-05 -7.5094664E-03 -1.7211990E-02 -1.5271874E-03  2.4503081E-02
  2.0139100E+02  2.6142549E-05 -6.5312370E-03 -1.6663602E-02 -1.0572032E-03  2.2427877E-02
  2.0139100E+02  2.5782646E-05 -5.5781811E-03 -1.6110535E-02 -7.1494460E-04  2.0471788E-02
  2.0139100E+02  2.6324965E-05 -4.6771928E-03 -1.5540521E-02 -4.9805407E-04  1.8638088E-02
  2.0139100E+02  2.6281590E-05 -3.8294700E-03 -1.4922449E-02 -3.6503428E-04  1.6917693E-02
  2.0139100E+02  2.4888589E-05 -3.0455429E-03 -1.4235018E-02 -2.2189612E-04  1.5319582E-02
  2.0139100E+02  2.5967008E-05 -2.3991989E-03 -1.3551905E-02 -5.4428483E-06  1.3879700E-02
  2.0139100E+02  4.5524809E-05 -2.0786898E-03 -1.3218810E-02  1.1241959E-05  1.2575532E-02
  2.0139100E+02  2.8926726E-05 -1.4098161E-03 -1.1927305E-02  7.6554567E-05  1.1357705E-02
  2.0139100E+02  2.3003267E-05 -9.0574966E-04 -1.0949801E-02  2.4497318E-04  1.0257752E-02
  2.0139100E+02  2.1742651E-05 -5.0182097E-04 -1.0157622E-02  4.0774652E-04  9.2746582E-03
  2.0139100E+02  2.1580860E-05 -1.5210971E-04 -9.4685088E-03  5.0876221E-04  8.4043982E-03
  2.0139100E+02  2.0901379E-05  1.6846220E-04 -8.8382393E-03  5.3245615E-04  7.6395503E-03
  2.0139100E+02  1.9449536E-05  4.6290833E-04 -8.2541565E-03  4.9023259E-04  6.9741018E-03
  2.0139100E+02  1.7718329E-05  7.1795492E-04 -7.7204248E-03  4.0746934E-04  6.3995887E-03
  2.0139100E+02  1.6383983E-05  9.1086572E-04 -7.2476091E-03  3.1152749E-04  5.9068114E-03
  2.0139100E+02  1.5883350E-05  1.0184329E-03 -6.8451938E-03  2.2409148E-04  5.4883707E-03
  2.0139100E+02  1.6166749E-05  1.0297777E-03 -6.5115003E-03  1.5656841E-04  5.1352820E-03
  2.0139100E+02  1.6714884E-05  9.5571090E-04 -6.2315052E-03  1.1062193E-04  4.8371300E-03
  2.0139100E+02  1.6822259E-05  8.3396963E-04 -5.9818931E-03  8.2686454E-05  4.5837383E-03
  2.0139100E+02  1.6153868E-05  7.2154670E-04 -5.7394019E-03  6.9436474E-05  4.3631864E-03
  2.0139100E+02  1.5483296E-05  6.6850301E-04 -5.5024242E-03  7.1626099E-05  4.1666246E-03
  2.0139100E+02  1.7494056E-05  6.6054410E-04 -5.3221226E-03  8.8442883E-05  3.9956873E-03
  2.0139100E+02  2.7346823E-05  5.1577685E-04 -5.3404458E-03  9.3201415E-05  3.8733888E-03
  2.0139100E+02  1.5374340E-05  6.2148408E-04 -4.7855276E-03  7.4298283E-05  3.7226338E-03
  2.0139100E+02  1.1164066E-05  6.7491764E-04 -4.4306314E-03  1.0014524E-04  3.5775243E-03
  2.0139100E+02  1.0101263E-05  6.7878972E-04 -4.1771284E-03  1.1959527E-04  3.4419797E-03
  2.0139100E+02  9.7028865E-06  6.4745559E-04 -3.9679760E-03  1.1685640E-04  3.3166492E-03
  2.0139100E+02  8.9962569E-06  5.9667729E-04 -3.7783343E-03  9.6270635E-05  3.2012989E-03
  2.0139100E+02  7.9164510E-06  5.3724940E-04 -3.6022785E-03  7.0027586E-05  3.0947292E-03
  2.0139100E+02  6.8111975E-06  4.7294063E-04 -3.4442174E-03  4.9274187E-05  2.9962588E-03
  2.0139100E+02  6.0411146E-06  4.0112302E-04 -3.3088484E-03  3.8630759E-05  2.9048309E-03
  2.0139100E+02  5.7509152E-06  3.1751013E-04 -3.1972726E-03  3.5276902E-05  2.8198889E-03
  2.0139100E+02  5.7863841E-06  2.2290974E-04 -3.1053026E-03  3.1263564E-05  2.7417726E-03
  2.0139100E+02  5.7691767E-06  1.2750590E-04 -3.0229665E-03  1.8548312E-05  2.6702699E-03
  2.0139100E+02  5.3235846E-06  5.1952174E-05 -2.9390888E-03 -5.1989756E-06  2.6044374E-03
  2.0139100E+02  4.4105057E-06  2.1155520E-05 -2.8495711E-03 -3.2072433E-05  2.5434733E-03
  2.0139100E+02  3.6855747E-06  4.0254428E-05 -2.7641126E-03 -4.5726529E-05  2.4852445E-03
  2.0139100E+02  4.8372902E-06  5.1182900E-05 -2.7170797E-03 -3.2256513E-05  2.4281200E-03
  2.0139100E+02  1.0681500E-05 -1.4391022E-04 -2.7752264E-03 -8.6744650E-06  2.3734040E-03
  2.0139100E+02  4.6361456E-06 -3.9454521E-06 -2.5095649E-03 -4.6029993E-05  2.3208375E-03
  2.0139100E+02  2.6537047E-06  4.6265682E-05 -2.3533658E-03 -3.0274292E-05  2.2650425E-03
  2.0139100E+02  2.3017015E-06  6.3960816E-05 -2.2449670E-03 -1.0135266E-05  2.2055357E-03
  2.0139100E+02  2.2853209E-06  8.2205194E-05 -2.1522752E-03 -2.2768704E-06  2.1429594E-03
  2.0139100E+02  2.1087163E-06  1.1278288E-04 -2.0634299E-03 -5.5261541E-06  2.0786977E-03
  2.0139100E+02  1.7509695E-06  1.5188763E-04 -1.9779850E-03 -1.1885615E-05  2.0143604E-03
  2.0139100E+02  1.4029492E-06  1.8649780E-04 -1.9008790E-03 -1.3957998E-05  1.9521117E-03
  2.0139100E+02  1.2566327E-06  2.0250743E-04 -1.8356709E-03 -9.0640343E-06  1.8929913E-03
  2.0139100E+02  1.3842164E-06  1.9069937E-04 -1.7833499E-03  5.8667857E-08  1.8380488E-03
  2.0139100E+02  1.6838153E-06  1.5229976E-04 -1.7405807E-03  7.0448643E-06  1.7875319E-03
  2.0139100E+02  1.9132480E-06  1.0089538E-04 -1.7011267E-03  5.5627095E-06  1.7411334E-03
  2.0139100E+02  1.8108187E-06  5.8855667E-05 -1.6587487E-03 -6.4646738E-06  1.6979982E-03
  2.0139100E+02  1.2905923E-06  4.6737078E-05 -1.6117355E-03 -2.3956920E-05  1.6572128E-03
  2.0139100E+02  7.1282304E-07  6.3185187E-05 -1.5686279E-03 -3.4793387E-05  1.6187086E-03
  2.0139100E+02  1.2157639E-06  5.1501559E-05 -1.5541516E-03 -2.5843080E-05  1.5843765E-03
  2.0139100E+02  5.0852839E-06 -1.4917134E-04 -1.6142438E-03  2.1863371E-06  1.5591154E-03
  2.0139100E+02  1.3318376E-06 -2.0060318E-05 -1.4536968E-03 -3.6563271E-05  1.5206060E-03
  2.0139100E+02  4.7720760E-07  5.5576818E-06 -1.3685569E-03 -2.4638294E-05  1.4881070E-03
  2.0139100E+02  6.2962857E-07 -1.3445977E-05 -1.3137941E-03 -2.9014753E-06  1.4614283E-03
  2.0139100E+02  8.4482597E-07 -4.2913844E-05 -1.2666358E-03  1.1712655E-05  1.4395276E-03
  2.0139100E+02  8.0229813E-07 -6.7159315E-05 -1.2191908E-03  1.6147479E-05  1.4207563E-03
  2.0139100E+02  5.3959335E-07 -8.3203404E-05 -1.1716195E-03  1.3934154E-05  1.4028288E-03
  2.0139100E+02  2.3823035E-07 -9.4727983E-05 -1.1275599E-03  9.9499665E-06  1.3832623E-03
  2.0139100E+02  7.2817912E-08 -1.0701346E-04 -1.0906021E-03  7.5330250E-06  1.3596861E-03
  2.0139100E+02  1.1905301E-07 -1.2300979E-04 -1.0620059E-03  7.4281679E-06  1.3300454E-03
  2.0139100E+02  3.2555912E-07 -1.4087701E-04 -1.0402771E-03  8.2617002E-06  1.2930234E-03
  2.0139100E+02  5.3994663E-07 -1.5363530E-04 -1.0217636E-03  7.9240726E-06  1.2484678E-03
  2.0139100E+02  5.9340288E-07 -1.5169290E-04 -1.0022594E-03  5.2412921E-06  1.1971260E-03
  2.0139100E+02  4.2488359E-07 -1.2816168E-04 -9.7994614E-04  1.0785448E-06  1.1411713E-03
  2.0139100E+02  2.4885075E-07 -8.8606759E-05 -9.5884011E-04 -2.0044120E-06  1.0842457E-03
